update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9995,40000,0,0,4,2,0,0,2,6,1,3,0,0,0,0,0,0
200,9993,40000,0,0,4,10,1,2,2,6,0,4,0,0,0,0,0,0
300,9990,40000,0,0,5,7,1,5,2,6,2,4,0,0,0,0,0,0
400,9992,40000,0,0,2,5,1,8,3,7,2,2,0,0,0,0,0,0
500,9994,40000,0,0,1,14,1,3,2,9,2,2,0,0,0,0,0,0
600,9997,34097,0,0,2,10,1,6,0,7,0,8,0,0,0,0,0,0
700,9994,32316,0,0,2,4,0,0,3,7,1,2,0,0,0,0,0,0
800,9993,32312,2,0,3,11,0,1,1,6,1,3,0,0,0,0,0,0
900,9995,32306,0,0,3,12,0,1,1,3,1,3,0,0,0,0,0,0
1000,9993,32309,1,0,3,8,2,2,0,6,1,3,0,0,0,0,0,0
1100,9993,29101,0,0,1,8,2,2,3,9,1,5,0,0,0,0,0,0
1200,9989,26085,2,0,1,3,6,4,2,8,0,2,0,0,0,0,0,0
1300,9989,26089,0,0,2,8,5,4,4,8,0,3,0,0,0,0,0,0
1400,9988,26089,0,0,1,6,6,2,3,6,2,1,0,0,0,0,0,0
1500,9990,26081,0,0,1,4,6,3,1,7,2,3,0,0,0,0,0,0
1600,9984,24749,0,0,3,5,10,1,1,5,2,4,0,0,0,0,0,0
1700,9980,21130,0,0,4,4,11,2,2,4,3,1,0,0,0,0,0,0
1800,9981,21190,1,0,2,5,11,3,4,6,1,1,0,0,0,0,0,0
1900,9984,21188,2,0,0,3,11,2,2,7,1,1,0,0,0,0,0,0
2000,9984,21190,1,2,1,1,9,0,4,2,1,1,0,0,0,0,0,0
2100,9987,21133,0,1,1,3,10,5,2,1,0,0,0,0,0,0,0,0
2200,9988,17423,0,2,3,1,5,0,2,7,2,2,0,0,0,0,0,0
2300,9973,17541,5,4,3,5,10,1,9,4,0,0,0,0,0,0,0,0
2400,9982,17547,0,4,6,3,5,2,7,2,0,4,0,0,0,0,0,0
2500,9992,17539,0,4,1,4,4,3,3,1,0,1,0,0,0,0,0,0
2600,9986,17529,0,4,7,2,4,5,2,3,1,0,0,0,0,0,0,0
2700,9976,15027,7,4,1,7,12,6,3,4,1,2,0,0,0,0,0,0
2800,9972,14480,10,5,4,1,4,1,8,5,2,3,0,0,0,0,0,0
2900,9976,14484,12,4,3,4,6,4,2,2,1,0,0,0,0,0,0,0
3000,9982,14479,9,4,2,3,4,0,3,1,0,2,0,0,0,0,0,0
3100,9971,14456,10,4,4,4,5,3,7,5,2,1,1,0,0,0,0,0
3200,9979,13196,11,4,6,1,2,0,1,4,1,1,0,0,0,0,0,0
3300,9981,12323,11,4,3,4,3,2,0,5,2,2,0,0,0,0,0,0
3400,9982,12420,11,4,0,4,2,1,4,2,1,0,0,0,0,0,0,0
3500,9983,12431,9,4,2,2,1,0,2,2,3,1,0,0,0,0,0,0
3600,9980,12413,13,4,2,5,2,0,2,5,1,0,0,0,0,0,0,0
3700,9979,11780,8,4,2,3,4,0,5,3,2,3,0,0,0,0,0,0
3800,9981,10409,12,4,1,3,2,2,3,5,1,2,0,0,0,0,0,0
3900,9981,10563,9,4,3,2,2,2,3,5,2,1,0,0,0,0,0,0
4000,9979,10602,9,4,4,0,3,0,3,1,2,3,0,0,0,0,0,0
4100,9984,10606,10,4,2,2,1,1,2,2,1,1,0,0,0,0,0,0
4200,9981,10524,11,4,4,1,1,4,3,3,0,0,0,0,0,0,0,0
4300,9964,8966,22,4,4,4,2,1,6,5,2,2,0,0,0,0,0,0
4400,9968,9161,24,5,2,4,2,3,4,4,0,0,0,0,0,0,0,0
4500,9967,9196,24,4,1,4,2,1,4,7,2,3,0,0,0,0,0,0
4600,9963,9165,26,7,2,2,4,0,4,5,1,1,0,0,0,0,0,0
4700,9963,9140,24,8,3,1,3,0,5,1,2,1,0,0,0,0,0,0
4800,9956,7995,26,5,3,2,11,0,3,0,1,3,0,0,0,0,0,0
4900,9951,7947,39,6,1,1,5,3,4,2,0,0,0,0,0,0,0,0
5000,9952,8035,33,5,2,1,3,1,7,2,3,0,0,0,0,0,0,0
5100,9946,8027,35,4,5,1,4,2,9,1,1,1,0,0,0,0,0,0
5200,9957,8007,33,4,2,1,4,1,4,1,0,1,0,0,0,0,0,0
5300,9956,7264,35,2,0,3,2,1,6,1,1,0,0,0,0,0,0,0
5400,9963,6800,31,2,1,0,4,6,1,1,0,0,0,0,0,0,0,0
5500,9959,6899,32,5,2,4,2,0,5,5,0,1,0,0,0,0,0,0
5600,9952,6940,31,4,9,1,4,2,0,0,4,2,0,0,0,0,0,0
5700,9958,6945,30,4,2,1,4,1,5,1,1,0,0,0,0,0,0,0
5800,9955,6631,38,6,1,1,4,0,1,3,1,1,0,0,0,0,0,0
5900,9930,6029,52,5,1,3,12,0,3,1,2,2,0,1,0,0,0,0
6000,9940,6206,48,4,0,3,5,3,4,0,3,1,0,0,0,0,0,0
6100,9929,6282,55,7,2,0,7,1,6,0,1,0,0,0,0,0,0,0
6200,9931,6323,53,4,3,3,5,1,7,6,1,0,0,0,0,0,0,0
6300,9939,6258,50,5,3,1,4,4,3,4,1,0,0,0,0,0,0,0
6400,9940,5369,55,1,0,0,1,4,3,0,1,0,0,0,0,0,0,0
6500,9934,5658,49,0,2,1,3,3,9,0,3,0,0,0,0,0,0,0
6600,9927,5775,56,0,1,1,4,2,9,2,3,0,0,0,0,0,0,0
6700,9930,5819,53,3,3,1,2,4,9,3,3,0,0,0,0,0,0,0
6800,9924,5787,53,1,3,2,11,2,5,0,3,0,1,0,0,0,0,0
6900,9936,5044,54,4,2,1,5,1,3,2,0,0,0,0,0,0,0,0
7000,9936,5038,57,0,0,1,5,1,2,1,0,0,0,0,0,0,0,0
7100,9922,5154,59,1,3,1,6,2,5,2,4,0,1,0,0,0,0,0
7200,9918,5184,58,0,2,0,8,0,10,3,4,0,0,0,0,0,0,0
7300,9912,5201,60,1,6,1,17,3,5,1,0,0,0,0,0,0,0,0
7400,9922,4800,63,4,1,0,7,0,6,2,1,0,0,1,0,0,0,0
7500,9919,4643,66,0,1,1,8,0,6,4,0,0,0,0,0,0,0,0
7600,9907,4781,72,2,3,2,8,0,9,2,1,0,0,0,0,0,0,0
7700,9915,4882,71,0,3,2,8,0,2,0,1,1,0,0,0,0,0,0
7800,9912,4944,73,0,4,0,7,0,4,2,0,0,0,0,0,0,0,0
7900,9907,4737,76,1,2,1,8,0,3,2,4,0,0,0,0,0,0,0
8000,9874,4287,114,2,2,1,8,2,1,3,1,0,0,0,0,0,0,0
8100,9872,4481,113,1,2,0,7,1,2,0,4,0,0,3,0,0,0,0
8200,9854,4576,117,1,6,2,10,4,8,2,3,1,2,0,0,0,0,0
8300,9859,4631,111,0,0,1,18,1,7,1,5,0,0,0,0,0,0,0
8400,9857,4610,119,1,0,1,13,2,7,2,4,0,0,0,0,0,0,0
8500,9856,3983,114,0,2,0,20,3,6,1,2,0,0,0,0,0,0,0
8600,9864,4132,111,1,4,1,12,7,7,0,1,0,1,0,0,0,0,0
8700,9845,4222,135,1,1,0,11,5,5,0,3,1,0,0,0,0,0,0
8800,9844,4270,137,2,0,0,11,4,5,2,2,1,1,0,0,0,0,0
8900,9843,4273,133,0,1,1,11,5,12,2,0,0,0,0,0,0,0,0
9000,9845,3861,136,0,3,2,10,4,5,3,1,3,0,0,0,0,0,0
9100,9824,3906,146,4,7,0,18,5,5,0,0,0,0,0,0,0,0,0
9200,9846,4028,137,7,2,1,9,3,5,0,1,0,0,0,0,0,0,0
9300,9839,4105,137,4,5,0,11,2,7,4,1,0,0,0,0,0,0,0
9400,9818,4152,154,5,4,1,13,5,5,3,6,1,0,1,0,0,0,0
9500,9834,3804,139,8,4,0,14,1,7,3,2,2,0,0,0,0,0,0
9600,9838,3639,136,8,7,0,13,2,5,4,1,0,0,0,0,0,0,0
9700,9812,3754,167,8,3,1,12,2,6,0,0,0,0,0,0,0,0,0
9800,9802,3823,167,12,4,4,16,0,8,1,3,0,0,0,0,0,0,0
9900,9821,3863,159,14,7,0,9,0,2,0,2,0,0,0,0,0,0,0
10000,9812,3722,162,10,7,2,13,3,6,1,0,0,0,0,0,0,0,0
10100,9806,3424,156,11,7,2,20,1,9,0,2,1,0,0,0,0,0,0
10200,9794,3597,172,11,6,1,17,1,9,1,2,1,0,1,0,0,0,0
10300,9799,3678,170,9,6,1,18,0,4,2,3,0,0,0,0,0,0,0
10400,9796,3767,170,9,5,2,17,2,9,3,3,0,0,0,0,0,0,0
10500,9788,3798,170,8,7,1,21,3,9,5,5,2,0,0,0,0,0,0
10600,9788,3434,176,5,9,1,21,2,5,1,1,0,0,0,0,0,0,0
10700,9788,3583,177,4,6,0,20,1,6,2,3,0,0,1,0,0,0,0
10800,9796,3708,173,5,5,2,17,2,7,1,2,0,0,0,0,0,0,0
10900,9789,3804,175,4,2,0,24,2,8,0,2,1,0,0,0,0,0,0
11000,9777,3846,183,7,9,1,22,2,8,5,1,0,0,0,0,0,0,0
11100,9778,3552,188,11,7,0,18,3,5,2,3,0,1,0,0,0,0,0
11200,9787,3576,180,15,5,2,19,1,7,0,1,1,1,0,0,0,0,0
11300,9777,3671,188,21,9,1,18,1,6,2,1,0,1,0,0,0,0,0
11400,9757,3735,191,20,10,1,27,0,12,3,2,1,1,1,0,0,0,0
11500,9762,3759,209,20,6,1,16,0,5,2,2,0,0,1,0,0,0,0
11600,9736,3615,229,23,5,0,18,1,8,1,4,0,0,0,0,0,0,0
11700,9745,3585,221,21,5,1,20,2,5,0,2,0,2,0,0,0,0,0
11800,9739,3676,224,22,7,2,20,2,8,3,2,0,0,0,0,0,0,0
11900,9741,3699,218,32,7,1,19,3,9,1,5,0,1,0,0,0,0,0
12000,9740,3744,213,34,7,2,30,2,8,2,2,0,0,0,0,0,0,0
12100,9752,3688,213,32,3,3,22,4,8,0,2,0,0,0,0,0,0,0
12200,9754,3533,205,31,2,0,32,3,3,2,4,0,0,0,0,0,0,0
12300,9737,3574,214,31,7,1,33,1,8,2,1,2,0,0,0,0,0,0
12400,9730,3614,215,45,8,3,37,1,8,1,2,0,0,0,0,0,0,0
12500,9726,3672,224,45,3,0,33,3,11,4,3,1,0,0,0,0,0,0
12600,9725,3716,220,44,7,0,38,4,5,1,5,1,0,0,0,0,0,0
12700,9738,3607,204,45,11,1,42,1,4,0,1,2,0,0,0,0,0,0
12800,9723,3699,207,44,8,0,56,6,4,0,1,1,1,0,0,0,0,0
12900,9739,3753,200,45,7,5,44,4,7,1,3,2,0,0,0,0,0,0
13000,9752,3821,189,45,7,1,34,9,16,1,2,3,0,0,0,0,0,0
13100,9738,3798,205,46,10,1,30,4,14,2,2,0,1,1,0,0,0,0
13200,9731,3717,214,46,9,1,35,4,9,3,2,1,0,0,0,0,0,0
13300,9734,3719,207,51,8,1,31,4,16,3,4,1,0,0,0,0,0,0
13400,9754,3756,195,52,10,1,32,4,8,3,1,0,0,0,0,0,0,0
13500,9762,3752,199,50,6,0,21,8,9,2,3,0,0,0,0,0,0,0
13600,9766,3715,189,55,7,0,24,4,13,1,1,1,0,0,0,0,0,0
13700,9746,3598,202,59,4,3,29,8,17,4,2,0,0,0,0,0,0,0
13800,9751,3503,196,56,13,1,27,4,10,0,3,0,0,0,0,1,0,0
13900,9725,3545,220,55,8,0,32,8,14,2,1,0,0,0,0,0,0,0
14000,9673,3522,267,57,9,1,33,8,11,2,5,0,2,1,0,0,0,0
14100,9657,3472,280,60,8,2,33,5,17,0,5,0,0,1,0,0,0,0
14200,9637,3395,311,62,10,2,31,7,9,2,2,0,0,0,0,0,0,0
14300,9637,3322,305,63,14,1,25,9,13,1,3,1,3,0,0,0,0,0
14400,9640,3316,309,62,7,1,29,5,10,3,3,0,2,0,0,0,0,0
14500,9640,3290,308,60,5,0,35,4,6,2,6,1,0,0,0,0,0,0
14600,9654,3279,305,62,3,0,27,6,11,2,0,0,0,0,0,0,0,0
14700,9652,3238,300,57,6,3,32,4,7,2,2,0,0,0,1,0,0,0
14800,9650,3092,301,55,9,2,32,5,4,4,4,0,0,0,0,0,0,0
14900,9687,3068,264,58,4,3,33,7,11,0,1,1,0,0,0,0,0,0
15000,9683,3065,266,54,14,2,31,6,5,0,1,0,0,0,0,0,0,0
15100,9672,3089,279,53,8,1,27,6,11,1,2,0,1,0,0,0,0,0
