update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,200080,0,0,0,0
200,200110,0,0,0,0
300,200090,0,0,0,0
400,200105,0,0,0,0
500,200115,0,0,0,0
600,179460,0,0,0,0
700,172650,0,0,0,0
800,172580,0,0,0,0
900,172530,0,0,0,0
1000,172540,0,0,0,0
1100,161460,0,0,0,0
1200,150675,0,0,0,0
1300,150710,0,0,0,0
1400,150705,0,0,0,0
1500,150650,0,0,0,0
1600,145925,0,0,0,0
1700,132900,0,0,0,0
1800,132780,0,0,0,0
1900,132640,0,0,0,0
2000,132710,0,0,0,0
2100,132485,0,0,0,0
2200,117815,0,0,0,0
2300,117845,0,0,0,0
2400,117845,0,0,0,0
2500,117720,0,0,0,0
2600,117645,0,0,0,0
2700,107800,0,0,0,0
2800,104705,0,0,0,0
2900,104630,0,0,0,0
3000,104530,0,0,0,0
3100,104465,0,0,0,0
3200,98655,0,0,0,0
3300,93365,0,0,0,0
3400,93270,0,0,0,0
3500,93210,0,0,0,0
3600,93200,0,0,0,0
3700,90940,0,0,0,0
3800,84915,0,0,0,0
3900,84705,0,0,0,0
4000,84705,0,0,0,0
4100,84540,0,0,0,0
4200,84245,0,0,0,0
4300,76715,0,0,0,0
4400,76550,0,0,0,0
4500,76500,0,0,0,0
4600,76455,0,0,0,0
4700,76300,0,0,0,0
4800,71085,0,0,0,0
4900,69465,0,0,0,0
5000,69355,0,0,0,0
5100,69365,0,0,0,0
5200,69185,0,0,0,0
5300,66105,0,0,0,0
5400,63320,0,0,0,0
5500,63165,0,0,0,0
5600,63010,0,0,0,0
5700,62840,0,0,0,0
5800,61135,0,0,0,0
5900,56705,0,0,0,0
6000,56510,0,0,0,0
6100,56475,0,0,0,0
6200,56200,0,0,0,0
6300,55995,0,0,0,0
6400,51635,0,0,0,0
6500,51345,0,0,0,0
6600,51190,0,0,0,0
6700,50980,0,0,0,0
6800,50785,0,0,0,0
6900,47715,0,0,0,0
7000,46520,0,0,0,0
7100,46345,0,0,0,0
7200,46210,0,0,0,0
7300,46025,0,0,0,0
7400,44050,0,0,0,0
7500,42230,0,0,0,0
7600,41850,0,0,0,0
7700,41555,0,0,0,0
7800,41250,0,0,0,0
7900,39950,0,0,0,0
8000,37410,0,0,0,0
8100,36920,0,0,0,0
8200,36650,0,0,0,0
8300,36430,0,0,0,0
8400,35955,0,0,0,0
8500,33115,0,0,0,0
8600,32845,0,0,0,0
8700,32480,0,0,0,0
8800,32210,0,0,0,0
8900,31895,0,0,0,0
9000,30260,0,0,0,0
9100,29485,0,0,0,0
9200,29150,0,0,0,0
9300,28805,0,0,0,0
9400,28495,0,0,0,0
9500,27280,0,0,0,0
9600,26230,0,0,0,0
9700,25940,0,0,0,0
9800,25750,0,0,0,0
9900,25315,0,0,0,0
10000,24890,0,0,0,0
10100,23970,0,0,0,0
10200,23590,0,0,0,0
10300,23085,0,0,0,0
10400,22645,0,0,0,0
10500,22075,0,0,0,0
10600,20715,0,0,0,0
10700,20310,0,0,0,0
10800,20115,0,0,0,0
10900,19750,0,0,0,0
11000,19485,0,0,0,0
11100,18465,0,0,0,0
11200,17795,0,0,0,0
11300,17380,0,0,0,0
11400,16930,0,0,0,0
11500,16570,0,0,0,0
11600,15875,0,0,0,0
11700,15810,0,0,0,0
11800,15515,0,0,0,0
11900,15150,0,0,0,0
12000,14795,0,0,0,0
12100,14475,0,0,0,0
12200,14290,0,0,0,0
12300,13995,0,0,0,0
12400,13810,0,0,0,0
12500,13630,0,0,0,0
12600,13360,0,0,0,0
12700,13005,0,0,0,0
12800,12815,0,0,0,0
12900,12905,0,0,0,0
13000,12605,0,0,0,0
13100,12265,0,0,0,0
13200,11825,0,0,0,0
13300,11610,0,0,0,0
13400,11545,0,0,0,0
13500,11290,0,0,0,0
13600,11010,0,0,0,0
13700,10760,0,0,0,0
13800,10535,0,0,0,0
13900,10015,0,0,0,0
14000,10215,0,0,0,0
14100,9900,0,0,0,0
14200,9725,0,0,0,0
14300,9415,0,0,0,0
14400,9050,0,0,0,0
14500,8940,0,0,0,0
14600,8645,0,0,0,0
14700,8445,0,0,0,0
14800,8295,0,0,0,0
14900,8170,0,0,0,0
15000,8075,0,0,0,0
15100,8160,0,0,0,0
15200,7945,0,0,0,0
15300,7850,0,0,0,0
15400,7900,0,0,0,0
15500,7925,0,0,0,0
15600,7895,0,0,0,0
