update,count,hosted_syms
0,10000,10000
100,10000,10000
200,10000,10000
300,10000,10000
400,10000,10000
500,10000,9970
600,10000,8177
700,10000,8187
800,10000,8188
900,10000,8188
1000,10000,8186
1100,10000,6767
1200,10000,6797
1300,10000,6797
1400,10000,6798
1500,10000,6796
1600,10000,5525
1700,10000,5767
1800,10000,5773
1900,10000,5774
2000,10000,5773
2100,10000,4713
2200,10000,5006
2300,10000,5026
2400,10000,5026
2500,10000,5025
2600,10000,4969
2700,10000,4322
2800,10000,4408
2900,10000,4415
3000,10000,4410
3100,10000,4398
3200,10000,3821
3300,10000,3945
3400,10000,3971
3500,10000,3975
3600,10000,3975
3700,10000,3307
3800,10000,3578
3900,10000,3637
4000,10000,3643
4100,10000,3649
4200,10000,3043
4300,10000,3329
4400,10000,3416
4500,10000,3433
4600,10000,3438
4700,10000,3378
4800,10000,3059
4900,10000,3180
5000,10000,3217
5100,10000,3224
5200,10000,3203
5300,10000,2833
5400,10000,3010
5500,10000,3066
5600,10000,3079
5700,10000,3077
5800,10000,2628
5900,10000,2839
6000,10000,2941
6100,10000,2986
6200,10000,2991
6300,10000,2586
6400,10000,2717
6500,10000,2823
6600,10000,2862
6700,10000,2880
6800,10000,2829
6900,10000,2598
7000,10000,2726
7100,10000,2787
7200,10000,2819
7300,10000,2824
7400,10000,2487
7500,10000,2639
7600,10000,2705
7700,10000,2735
7800,10000,2748
7900,10000,2415
8000,10000,2546
8100,10000,2655
8200,10000,2704
8300,10000,2724
8400,10000,2439
8500,10000,2485
8600,10000,2580
8700,10000,2644
8800,10000,2680
8900,10000,2655
9000,10000,2406
9100,10000,2509
9200,10000,2595
9300,10000,2626
9400,10000,2634
9500,10000,2381
9600,10000,2474
9700,10000,2546
9800,10000,2598
9900,10000,2612
10000,10000,2399
10100,10000,2463
10200,10000,2528
10300,10000,2571
10400,10000,2600
10500,10000,2497
10600,10000,2469
10700,10000,2562
10800,10000,2611
10900,10000,2636
11000,10000,2636
11100,10000,2514
11200,10000,2592
11300,10000,2625
11400,10000,2647
11500,10000,2671
11600,10000,2583
11700,10000,2618
11800,10000,2634
11900,10000,2637
12000,10000,2653
12100,10000,2591
12200,10000,2557
12300,10000,2576
12400,10000,2581
12500,10000,2557
12600,10000,2550
12700,10000,2489
12800,10000,2508
12900,10000,2495
13000,10000,2469
13100,10000,2459
13200,10000,2419
13300,10000,2401
13400,10000,2402
13500,10000,2376
13600,10000,2346
13700,10000,2299
13800,10000,2292
13900,10000,2273
14000,10000,2245
14100,10000,2231
14200,10000,2210
14300,10000,2158
14400,10000,2141
14500,10000,2115
14600,10000,2096
14700,10000,2071
14800,10000,2043
14900,10000,2022
15000,10000,2004
15100,10000,1959
15200,10000,1939
15300,10000,1899
15400,10000,1874
15500,10000,1847
15600,10000,1812
15700,10000,1801
15800,10000,1778
15900,10000,1756
16000,10000,1735
16100,10000,1687
16200,10000,1653
16300,10000,1627
16400,10000,1602
16500,10000,1578
16600,10000,1546
16700,10000,1522
16800,10000,1502
16900,10000,1469
17000,10000,1450
17100,10000,1435
17200,10000,1413
17300,10000,1398
17400,10000,1374
17500,10000,1343
17600,10000,1328
17700,10000,1309
17800,10000,1297
17900,10000,1277
18000,10000,1249
18100,10000,1240
18200,10000,1214
18300,10000,1204
18400,10000,1179
18500,10000,1155
18600,10000,1154
18700,10000,1138
18800,10000,1113
18900,10000,1078
19000,10000,1048
19100,10000,1043
19200,10000,1034
19300,10000,1017
19400,10000,1004
19500,10000,990
19600,10000,971
19700,10000,951
19800,10000,941
19900,10000,924
20000,10000,909
20100,10000,889
20200,10000,864
20300,10000,849
20400,10000,835
20500,10000,820
20600,10000,806
20700,10000,795
20800,10000,782
20900,10000,775
21000,10000,769
21100,10000,750
21200,10000,738
21300,10000,727
21400,10000,720
21500,10000,714
21600,10000,694
21700,10000,679
21800,10000,671
21900,10000,666
22000,10000,657
22100,10000,652
22200,10000,636
22300,10000,631
22400,10000,613
22500,10000,611
22600,10000,608
22700,10000,607
22800,10000,597
22900,10000,587
23000,10000,584
23100,10000,570
23200,10000,566
23300,10000,561
23400,10000,553
23500,10000,547
23600,10000,541
23700,10000,536
23800,10000,534
23900,10000,531
24000,10000,526
24100,10000,519
24200,10000,510
24300,10000,505
24400,10000,497
24500,10000,489
24600,10000,490
24700,10000,479
24800,10000,480
24900,10000,483
25000,10000,478
25100,10000,479
25200,10000,462
25300,10000,465
25400,10000,477
25500,10000,469
25600,10000,460
25700,10000,454
25800,10000,448
25900,10000,445
26000,10000,439
26100,10000,442
26200,10000,440
26300,10000,436
26400,10000,436
26500,10000,443
26600,10000,433
26700,10000,434
26800,10000,423
26900,10000,415
27000,10000,403
27100,10000,395
27200,10000,402
27300,10000,393
27400,10000,387
27500,10000,384
27600,10000,388
