update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10000,40000,0,0,0,9,0,0,1,5,1,2,0,0,0,0,0,0
200,9995,40000,0,0,2,4,1,3,0,6,2,1,0,0,0,0,0,0
300,9990,40000,0,0,6,13,1,3,2,7,1,4,0,0,0,0,0,0
400,9996,40000,0,0,1,2,1,1,1,1,1,4,0,0,0,0,0,0
500,9991,40000,0,0,3,8,0,3,3,7,3,7,0,0,0,0,0,0
600,9995,33999,0,0,1,5,0,3,3,3,1,5,0,0,0,0,0,0
700,9994,32164,0,0,3,10,1,2,1,5,1,6,0,0,0,0,0,0
800,9995,32164,1,0,3,2,1,4,0,8,0,2,0,0,0,0,0,0
900,9995,32161,0,1,1,9,1,2,2,6,1,4,0,0,0,0,0,0
1000,9991,32161,1,0,3,12,1,1,1,3,3,3,0,0,0,0,0,0
1100,9992,29018,0,0,3,5,0,1,3,5,2,3,0,0,0,0,0,0
1200,9991,26230,0,0,1,8,2,0,5,4,0,3,1,0,0,0,0,0
1300,9981,26236,6,0,3,3,3,3,5,7,2,2,0,0,0,0,0,0
1400,9989,26235,2,0,4,4,4,5,1,2,0,2,0,0,0,0,0,0
1500,9991,26222,5,0,3,0,0,2,1,5,0,4,0,0,0,0,0,0
1600,9992,24888,5,0,1,7,0,4,0,4,2,2,0,0,0,0,0,0
1700,9982,21348,10,0,3,6,5,3,0,1,0,1,0,0,0,0,0,0
1800,9984,21440,9,0,1,5,1,0,4,6,1,2,0,0,0,0,0,0
1900,9986,21436,12,0,1,5,0,1,1,4,0,3,0,0,0,0,0,0
2000,9984,21425,8,0,3,3,3,2,2,5,0,1,0,0,0,0,0,0
2100,9987,21364,7,0,1,5,0,7,3,3,2,1,0,0,0,0,0,0
2200,9982,17569,10,0,0,2,1,3,4,1,3,2,0,0,0,0,0,0
2300,9981,17687,11,1,2,3,3,2,3,2,0,2,0,0,0,0,0,0
2400,9978,17684,12,3,1,7,3,3,4,5,2,1,0,0,0,0,0,0
2500,9982,17664,10,0,0,4,3,1,4,3,1,0,0,0,0,0,0,0
2600,9980,17633,12,0,3,7,1,0,2,7,2,2,0,0,0,0,0,0
2700,9972,15169,20,1,0,4,2,0,5,5,1,1,0,0,0,0,0,0
2800,9976,14683,14,0,3,1,2,2,4,3,1,1,0,0,0,0,0,0
2900,9978,14713,15,0,3,6,3,1,1,4,0,4,0,0,0,0,0,0
3000,9972,14717,18,2,1,1,5,0,3,3,1,1,0,0,0,0,0,0
3100,9963,14704,22,1,4,3,3,3,7,2,1,2,0,0,0,0,0,0
3200,9977,13320,13,0,3,1,2,0,5,5,0,0,0,0,0,0,0,0
3300,9979,12295,10,0,2,0,4,1,5,2,0,1,0,0,0,0,0,0
3400,9987,12352,4,2,0,4,2,1,5,0,2,0,0,0,0,0,0,0
3500,9976,12361,11,1,4,3,3,2,5,2,0,1,1,0,0,0,0,0
3600,9984,12359,6,3,0,3,5,2,3,5,2,0,0,0,0,0,0,0
3700,9980,11719,9,0,3,4,4,3,4,2,0,1,0,0,0,0,0,0
3800,9977,10295,10,0,3,4,7,0,1,5,2,0,0,0,0,0,0,0
3900,9974,10490,10,1,4,4,6,4,5,0,1,2,0,0,0,0,0,0
4000,9984,10535,9,1,0,2,5,0,2,3,0,1,0,0,0,0,0,0
4100,9974,10527,6,2,3,1,11,0,5,5,1,0,0,0,0,0,0,0
4200,9978,10478,7,1,3,1,7,3,3,1,2,0,0,0,0,0,0,0
4300,9977,8941,9,0,2,1,7,0,5,2,0,1,0,0,0,0,0,0
4400,9979,9178,15,0,1,5,4,1,0,2,1,0,0,0,0,0,0,0
4500,9975,9209,14,0,3,4,6,1,2,2,0,1,0,0,0,0,0,0
4600,9971,9206,14,1,4,3,4,4,6,1,1,0,0,0,0,0,0,0
4700,9977,9201,12,0,1,2,7,1,3,1,0,0,0,0,0,0,0,0
4800,9968,8060,15,0,1,1,8,1,7,2,1,1,0,0,0,0,0,0
4900,9964,7921,19,1,4,1,7,4,4,0,2,1,0,0,0,0,0,0
5000,9969,8002,20,1,3,2,4,2,4,0,0,1,0,0,0,0,0,0
5100,9974,8022,16,2,1,0,4,1,3,3,2,0,0,0,0,0,0,0
5200,9964,8024,21,0,5,3,3,0,4,1,3,2,0,0,0,0,0,0
5300,9971,7347,19,1,2,1,2,1,3,4,2,0,1,0,0,0,0,0
5400,9960,6979,27,3,1,0,6,0,3,4,3,2,0,0,0,0,0,0
5500,9967,7080,23,2,2,0,4,0,4,3,0,1,0,0,0,0,0,0
5600,9963,7127,23,1,4,2,2,3,5,1,2,0,1,0,0,0,0,0
5700,9963,7122,25,1,2,0,6,1,2,5,2,1,0,0,0,0,0,0
5800,9960,6797,24,1,2,3,6,0,6,1,2,0,0,0,0,0,0,0
5900,9969,6169,20,3,0,1,4,1,4,4,3,1,0,0,0,0,0,0
6000,9960,6315,24,1,1,1,5,1,6,1,3,0,1,0,0,0,0,0
6100,9966,6365,18,2,2,2,5,2,8,0,1,3,0,0,0,0,0,0
6200,9961,6394,28,3,4,1,2,3,3,3,2,0,0,0,0,0,0,0
6300,9966,6337,26,0,3,1,1,2,3,2,1,0,0,0,0,0,0,0
6400,9967,5408,24,1,1,0,3,1,3,0,2,1,0,0,0,0,0,0
6500,9955,5578,26,1,1,1,6,0,9,1,1,2,2,0,0,0,0,0
6600,9960,5631,28,3,2,0,2,3,8,2,0,0,0,0,0,0,0,0
6700,9963,5663,27,0,3,2,6,2,1,1,0,1,0,0,0,0,0,0
6800,9947,5650,34,0,4,0,7,2,6,2,1,1,1,0,0,0,0,0
6900,9958,5028,34,1,2,0,3,0,2,3,1,0,0,0,0,0,0,0
7000,9934,4983,46,7,5,3,6,0,7,2,2,1,0,0,0,0,0,0
7100,9943,5093,43,5,1,3,6,1,5,1,2,0,0,0,0,0,0,0
7200,9936,5115,46,4,4,0,11,0,3,2,0,1,0,0,0,0,0,0
7300,9949,5111,44,5,0,3,3,4,3,1,1,0,0,0,0,0,0,0
7400,9937,4744,50,6,1,1,10,1,1,4,1,0,0,0,0,0,0,0
7500,9925,4609,59,10,6,1,8,2,1,0,1,0,0,0,0,0,0,0
7600,9896,4736,82,8,4,2,12,1,4,2,2,0,0,0,0,0,0,0
7700,9906,4782,78,8,2,0,7,2,4,2,3,0,0,0,0,0,0,0
7800,9905,4784,80,10,4,1,6,0,3,2,2,2,0,0,0,0,0,0
7900,9907,4609,80,8,2,1,6,0,4,0,1,0,0,0,0,0,0,0
8000,9904,4212,77,8,3,0,11,0,2,1,3,1,0,0,0,0,0,0
8100,9880,4393,99,9,7,0,7,1,5,1,2,1,0,0,0,0,0,0
8200,9882,4476,106,11,3,2,4,2,5,0,0,1,0,0,0,0,0,0
8300,9878,4542,107,15,5,1,8,1,2,1,0,1,0,0,0,0,0,0
8400,9876,4584,106,13,4,2,7,0,5,1,2,0,0,0,0,0,0,0
8500,9872,4133,110,13,2,0,5,2,8,2,3,1,0,0,0,0,0,0
8600,9872,4261,113,12,0,1,4,0,10,0,1,0,0,0,0,0,0,0
8700,9846,4347,131,13,6,1,3,2,9,1,5,0,0,0,0,0,0,0
8800,9840,4379,135,12,5,2,8,2,11,3,1,1,0,0,0,0,0,0
8900,9848,4383,136,17,1,0,10,3,4,0,0,1,1,0,0,0,0,0
9000,9858,3922,120,16,2,0,15,0,5,0,0,1,0,0,0,0,0,0
9100,9845,3864,130,16,3,0,13,0,6,1,3,1,0,0,0,0,0,0
9200,9842,3969,135,20,2,2,11,1,9,3,1,0,0,0,0,0,0,0
9300,9852,4005,117,17,3,2,14,0,12,3,2,0,0,0,0,0,0,0
9400,9854,4047,118,21,3,0,17,3,7,0,1,0,0,1,0,0,0,0
9500,9849,3857,117,20,3,0,15,0,12,2,4,0,0,0,0,0,0,0
9600,9821,3732,148,28,7,0,14,3,4,2,6,1,0,0,0,0,0,0
9700,9830,3827,141,24,4,0,16,0,7,3,2,0,0,0,0,0,0,0
9800,9813,3832,158,24,4,1,16,1,7,4,2,0,0,0,0,0,0,0
9900,9821,3859,156,24,5,0,10,2,7,2,0,0,1,0,0,0,0,0
10000,9793,3799,181,26,3,0,13,0,7,6,3,1,0,0,0,0,0,0
10100,9785,3632,182,27,3,2,16,2,10,2,3,0,1,0,0,0,0,0
10200,9781,3664,191,28,7,1,13,2,7,3,1,0,0,0,0,0,0,0
10300,9775,3629,184,28,19,1,15,1,6,3,0,1,1,0,0,0,0,0
