update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10014,0,0,0
200,20027,0,0,0
300,20026,0,0,0
400,20026,0,0,0
500,20022,0,0,0
600,16230,182,0,0
700,16130,10,0,0
800,16140,1,0,0
900,16140,0,0,0
1000,16133,0,0,0
1100,14428,215,0,0
1200,13011,31,0,0
1300,13027,0,0,0
1400,13030,2,0,0
1500,13028,0,0,0
1600,11939,27,0,0
1700,10599,245,0,0
1800,10673,7,0,0
1900,10674,2,0,0
2000,10676,1,0,0
2100,10585,1,0,0
2200,8726,316,0,0
2300,8815,21,0,0
2400,8830,1,0,0
2500,8815,2,0,0
2600,8814,2,0,0
2700,7244,273,0,0
2800,7251,86,0,0
2900,7289,8,0,0
3000,7290,2,0,0
3100,7286,2,0,0
3200,6487,231,0,0
3300,6038,130,0,0
3400,6083,26,0,0
3500,6092,5,0,0
3600,6103,4,0,0
3700,5635,67,0,0
3800,5017,284,0,0
3900,5123,60,0,0
4000,5150,10,0,0
4100,5152,7,0,0
4200,5058,12,0,0
4300,4219,352,0,0
4400,4332,91,0,0
4500,4392,21,0,0
4600,4392,8,0,0
4700,4389,7,0,0
4800,3667,232,0,0
4900,3657,125,0,0
5000,3724,42,0,0
5100,3729,12,0,0
5200,3728,7,0,0
5300,3323,172,0,0
5400,3156,188,0,0
5500,3231,62,0,0
5600,3252,22,0,0
5700,3259,15,0,0
5800,3032,70,0,0
5900,2743,243,0,0
6000,2862,112,0,0
6100,2911,55,0,0
6200,2929,20,0,0
6300,2859,21,0,0
6400,2468,217,0,0
6500,2567,113,0,0
6600,2621,57,0,0
6700,2637,35,0,0
6800,2621,17,0,0
6900,2290,204,0,0
7000,2309,137,0,0
7100,2358,77,0,0
7200,2378,47,0,0
7300,2394,37,0,0
7400,2161,127,0,0
7500,2067,178,0,0
7600,2136,78,0,0
7700,2201,48,0,0
7800,2205,36,0,0
7900,2111,64,0,0
8000,1912,186,0,0
8100,1994,136,0,0
8200,2039,66,0,0
8300,2050,44,0,0
8400,2028,39,0,0
8500,1823,160,0,0
8600,1873,126,0,0
8700,1935,83,0,0
8800,1960,72,0,0
8900,1972,45,0,0
9000,1770,129,0,0
9100,1750,138,0,0
9200,1809,110,0,0
9300,1848,65,0,0
9400,1865,45,0,0
9500,1751,102,0,0
9600,1695,136,0,0
9700,1742,116,0,0
9800,1771,82,0,0
9900,1805,55,0,0
10000,1756,67,0,0
10100,1646,159,0,0
10200,1717,108,0,0
10300,1758,90,0,0
10400,1777,72,0,0
10500,1775,60,0,0
10600,1611,132,0,0
10700,1648,135,0,0
10800,1695,111,0,0
10900,1730,90,0,0
11000,1740,80,0,0
