update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
200,9991,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0
300,9996,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
400,9992,0,0,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0
500,9995,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
600,9988,0,2,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0
700,9986,0,3,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0
800,9990,0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
900,9993,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1000,9992,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
1100,9985,0,4,0,2,0,2,0,3,0,4,0,0,0,0,0,0,0
1200,9991,0,3,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0
1300,9985,0,3,0,4,0,2,0,5,0,1,0,0,0,0,0,0,0
1400,9992,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1500,9994,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
1600,9989,0,4,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0
1700,9976,0,14,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0
1800,9982,0,12,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
1900,9978,0,13,0,5,0,1,0,2,0,1,0,0,0,0,0,0,0
2000,9977,0,14,0,3,0,1,0,4,0,1,0,0,0,0,0,0,0
2100,9984,0,10,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
2200,9972,0,15,0,1,0,7,0,2,0,3,0,0,0,0,0,0,0
2300,9981,0,13,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0
2400,9972,0,16,0,5,0,5,0,0,0,2,0,0,0,0,0,0,0
2500,9973,0,16,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0
2600,9972,0,12,0,1,0,8,0,4,0,3,0,0,0,0,0,0,0
2700,9985,0,6,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0
2800,9980,0,7,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0
2900,9984,0,5,0,1,0,7,0,2,0,1,0,0,0,0,0,0,0
3000,9982,0,5,0,1,0,7,0,3,0,2,0,0,0,0,0,0,0
3100,9977,0,7,0,2,0,7,0,7,0,0,0,0,0,0,0,0,0
3200,9974,0,7,0,4,0,7,0,5,0,3,0,0,0,0,0,0,0
3300,9969,0,16,0,3,0,7,0,4,0,1,0,0,0,0,0,0,0
3400,9975,0,13,0,1,0,8,0,3,0,0,0,0,0,0,0,0,0
3500,9974,0,13,0,2,0,8,0,3,0,0,0,0,0,0,0,0,0
3600,9964,0,20,0,4,0,7,0,4,0,1,0,0,0,0,0,0,0
3700,9981,0,11,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0
3800,9978,0,9,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0
3900,9982,0,9,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
4000,9980,0,10,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0
4100,9973,0,8,0,6,0,7,0,5,0,1,0,0,0,0,0,0,0
4200,9979,0,8,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0
4300,9981,0,13,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0
4400,9974,0,15,0,2,0,4,0,4,0,1,0,0,0,0,0,0,0
4500,9972,0,20,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0
4600,9973,0,17,0,2,0,1,0,6,0,1,0,0,0,0,0,0,0
4700,9971,0,16,0,3,0,1,0,6,0,3,0,0,0,0,0,0,0
4800,9975,0,17,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0
4900,9965,0,20,0,2,0,7,0,4,0,2,0,0,0,0,0,0,0
5000,9967,0,24,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0
5100,9962,0,24,0,3,0,7,0,1,0,3,0,0,0,0,0,0,0
5200,9961,0,23,0,3,0,7,0,5,0,1,0,0,0,0,0,0,0
5300,9955,0,26,0,1,0,10,0,6,0,2,0,0,0,0,0,0,0
5400,9950,0,29,0,5,0,9,0,4,0,3,0,0,0,0,0,0,0
5500,9944,0,31,0,4,0,12,0,4,0,2,0,3,0,0,0,0,0
5600,9948,0,36,0,1,0,13,0,2,0,0,0,0,0,0,0,0,0
5700,9953,0,28,0,3,0,10,0,5,0,1,0,0,0,0,0,0,0
5800,9952,0,28,0,4,0,11,0,5,0,0,0,0,0,0,0,0,0
5900,9937,0,36,0,6,0,14,0,5,0,2,0,0,0,0,0,0,0
6000,9948,0,30,0,2,0,14,0,4,0,2,0,0,0,0,0,0,0
6100,9951,0,34,0,2,0,8,0,2,0,3,0,0,0,0,0,0,0
6200,9947,0,32,0,1,0,11,0,9,0,0,0,0,0,0,0,0,0
6300,9944,0,34,0,3,0,12,0,4,0,2,0,1,0,0,0,0,0
6400,9952,0,32,0,0,0,9,0,6,0,1,0,0,0,0,0,0,0
6500,9958,0,30,0,3,0,4,0,4,0,1,0,0,0,0,0,0,0
6600,9959,0,27,0,1,0,6,0,6,0,1,0,0,0,0,0,0,0
6700,9950,0,30,0,4,0,10,0,6,0,0,0,0,0,0,0,0,0
6800,9948,0,28,0,5,0,11,0,7,0,1,0,0,0,0,0,0,0
6900,9951,0,32,0,6,0,8,0,1,0,2,0,0,0,0,0,0,0
7000,9946,0,41,0,4,0,7,0,1,0,1,0,0,0,0,0,0,0
7100,9934,0,45,0,6,0,11,0,4,0,0,0,0,0,0,0,0,0
7200,9941,0,44,0,1,0,9,0,2,0,3,0,0,0,0,0,0,0
7300,9932,0,46,0,2,0,14,0,5,0,1,0,0,0,0,0,0,0
7400,9938,0,44,0,2,0,13,0,2,0,1,0,0,0,0,0,0,0
7500,9935,0,45,0,3,0,11,0,5,0,1,0,0,0,0,0,0,0
7600,9928,0,46,0,8,0,12,0,2,0,4,0,0,0,0,0,0,0
7700,9936,0,42,0,1,0,11,0,7,0,3,0,0,0,0,0,0,0
7800,9932,0,45,0,4,0,11,0,8,0,0,0,0,0,0,0,0,0
7900,9939,0,37,0,4,0,12,0,8,0,0,0,0,0,0,0,0,0
8000,9923,0,42,0,4,0,18,0,12,0,1,0,0,0,0,0,0,0
8100,9909,0,59,0,5,0,21,0,2,0,4,0,0,0,0,0,0,0
8200,9844,0,138,0,4,0,10,0,4,0,0,0,0,0,0,0,0,0
8300,9826,0,143,0,3,0,18,0,7,0,3,0,0,0,0,0,0,0
8400,9786,0,192,0,3,0,14,0,3,0,2,0,0,0,0,0,0,0
8500,9773,0,208,0,0,0,14,0,4,0,1,0,0,0,0,0,0,0
8600,9745,0,236,0,3,0,12,0,0,0,4,0,0,0,0,0,0,0
8700,9715,0,259,0,3,0,16,0,3,0,4,0,0,0,0,0,0,0
8800,9722,0,256,0,5,0,13,0,4,0,0,0,0,0,0,0,0,0
8900,9718,0,261,0,2,0,14,0,3,0,2,0,0,0,0,0,0,0
9000,9716,0,259,0,3,0,16,0,5,0,1,0,0,0,0,0,0,0
9100,9707,0,254,0,8,0,24,0,4,0,3,0,0,0,0,0,0,0
9200,9729,0,243,0,5,0,9,0,14,0,0,0,0,0,0,0,0,0
9300,9732,0,249,0,3,0,10,0,4,0,2,0,0,0,0,0,0,0
9400,9746,0,233,0,3,0,11,0,6,0,1,0,0,0,0,0,0,0
9500,9725,0,249,0,4,0,12,0,7,0,3,0,0,0,0,0,0,0
9600,9698,0,281,0,3,0,13,0,4,0,1,0,0,0,0,0,0,0
9700,9577,0,399,0,5,0,13,0,5,0,1,0,0,0,0,0,0,0
9800,9514,0,452,0,5,0,20,0,4,0,2,0,3,0,0,0,0,0
9900,9512,0,461,0,4,0,12,0,7,0,4,0,0,0,0,0,0,0
10000,9474,0,509,0,2,0,9,0,4,0,2,0,0,0,0,0,0,0
10100,9406,0,558,0,10,0,13,0,9,0,4,0,0,0,0,0,0,0
