update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10012,0,0,0
200,20023,0,0,0
300,20036,0,0,0
400,20026,0,0,0
500,20021,0,23,23
600,16766,0,2191,2191
700,17114,0,0,0
800,17112,0,1,1
900,17112,0,1,1
1000,17108,0,3,3
1100,15251,0,2205,2205
1200,14784,0,1,1
1300,14783,0,2,2
1400,14776,0,1,1
1500,14774,0,3,3
1600,13563,0,2176,2176
1700,12799,0,5,5
1800,12832,0,3,3
1900,12826,0,6,6
2000,12825,0,4,4
2100,12620,0,2111,2111
2200,10759,0,46,46
2300,11171,0,5,5
2400,11165,0,7,7
2500,11167,0,5,5
2600,11148,0,124,124
2700,9547,0,1999,1999
2800,9770,0,4,4
2900,9774,0,5,5
3000,9763,0,10,10
3100,9758,0,25,25
3200,8686,0,2053,2053
3300,8711,0,10,10
3400,8705,0,4,4
3500,8702,0,14,14
3600,8691,0,15,15
3700,8026,0,2030,2030
3800,7700,0,25,25
3900,7716,0,12,12
4000,7719,0,11,11
4100,7695,0,21,21
4200,7523,0,1883,1883
4300,6563,0,148,148
4400,6830,0,14,14
4500,6830,0,10,10
4600,6816,0,19,19
4700,6795,0,203,203
4800,5896,0,1771,1771
4900,6064,0,25,25
5000,6069,0,23,23
5100,6048,0,20,20
5200,6039,0,58,58
5300,5365,0,1925,1925
5400,5388,0,32,32
5500,5368,0,30,30
5600,5361,0,20,20
5700,5349,0,45,45
5800,4967,0,1857,1857
5900,4798,0,95,95
6000,4829,0,29,29
6100,4797,0,32,32
6200,4779,0,50,50
6300,4638,0,1618,1618
6400,4156,0,326,326
6500,4299,0,34,34
6600,4288,0,35,35
6700,4269,0,52,52
6800,4243,0,325,325
6900,3806,0,1568,1568
7000,3917,0,49,49
7100,3897,0,52,52
7200,3891,0,50,50
7300,3863,0,109,109
7400,3478,0,1758,1758
7500,3557,0,86,86
7600,3541,0,58,58
7700,3519,0,44,44
7800,3499,0,94,94
7900,3255,0,1647,1647
8000,3149,0,194,194
8100,3174,0,61,61
8200,3174,0,62,62
8300,3151,0,85,85
8400,3078,0,1321,1321
8500,2799,0,472,472
8600,2872,0,74,74
8700,2842,0,94,94
8800,2826,0,77,77
8900,2789,0,307,307
9000,2541,0,1422,1422
9100,2616,0,96,96
9200,2601,0,99,99
9300,2585,0,84,84
9400,2560,0,155,155
9500,2343,0,1516,1516
9600,2373,0,143,143
9700,2353,0,115,115
9800,2338,0,97,97
9900,2296,0,136,136
10000,2175,0,1342,1342
10100,2084,0,285,285
10200,2113,0,144,144
10300,2090,0,144,144
10400,2052,0,158,158
10500,1997,0,911,911
10600,1804,0,613,613
10700,1830,0,166,166
10800,1800,0,174,174
10900,1770,0,189,189
11000,1726,0,302,302
11100,1601,0,1060,1060
11200,1578,0,190,190
11300,1543,0,251,251
11400,1512,0,232,232
11500,1469,0,272,272
11600,1400,0,793,793
11700,1342,0,332,332
11800,1334,0,268,268
11900,1321,0,274,274
12000,1280,0,313,313
12100,1252,0,579,579
12200,1187,0,461,461
12300,1152,0,285,285
12400,1144,0,314,314
12500,1093,0,313,313
12600,1082,0,430,430
12700,1035,0,557,557
12800,1025,0,314,314
12900,1000,0,328,328
13000,1015,0,320,320
13100,976,0,357,357
13200,948,0,548,548
13300,918,0,343,343
13400,904,0,336,336
13500,862,0,350,350
13600,838,0,337,337
13700,821,0,518,518
13800,782,0,367,367
13900,780,0,349,349
14000,762,0,348,348
14100,749,0,349,349
14200,714,0,455,455
14300,720,0,423,423
14400,737,0,352,352
14500,722,0,355,355
14600,732,0,368,368
14700,708,0,393,393
14800,705,0,447,447
14900,711,0,365,365
15000,700,0,352,352
15100,694,0,373,373
15200,698,0,355,355
15300,670,0,464,464
15400,651,0,362,362
15500,620,0,363,363
15600,634,0,374,374
15700,616,0,388,388
15800,616,0,446,446
15900,590,0,374,374
16000,566,0,388,388
16100,570,0,365,365
16200,580,0,380,380
16300,570,0,427,427
16400,567,0,412,412
16500,548,0,389,389
16600,535,0,387,387
16700,507,0,366,366
16800,525,0,405,405
16900,506,0,467,467
17000,499,0,348,348
17100,524,0,407,407
17200,508,0,384,384
17300,522,0,379,379
17400,507,0,440,440
17500,509,0,380,380
17600,478,0,392,392
17700,465,0,383,383
17800,470,0,394,394
17900,458,0,431,431
18000,459,0,409,409
18100,456,0,378,378
18200,454,0,413,413
18300,451,0,394,394
18400,446,0,423,423
18500,424,0,426,426
18600,409,0,390,390
18700,437,0,380,380
18800,419,0,400,400
18900,437,0,408,408
19000,435,0,434,434
19100,444,0,389,389
19200,427,0,391,391
19300,419,0,402,402
19400,398,0,390,390
19500,393,0,420,420
19600,411,0,407,407
19700,402,0,384,384
19800,411,0,396,396
19900,407,0,396,396
20000,396,0,394,394
20100,407,0,417,417
20200,409,0,378,378
20300,394,0,392,392
20400,377,0,399,399
20500,383,0,404,404
20600,377,0,407,407
20700,371,0,390,390
20800,365,0,410,410
20900,356,0,395,395
21000,376,0,395,395
21100,362,0,387,387
21200,341,0,410,410
21300,334,0,395,395
21400,343,0,375,375
21500,346,0,399,399
21600,356,0,406,406
21700,340,0,385,385
21800,355,0,391,391
21900,342,0,379,379
22000,345,0,379,379
22100,336,0,402,402
22200,349,0,391,391
22300,346,0,387,387
22400,368,0,374,374
22500,358,0,395,395
22600,354,0,402,402
22700,348,0,408,408
22800,331,0,374,374
22900,333,0,383,383
23000,330,0,395,395
23100,321,0,385,385
23200,326,0,400,400
23300,333,0,386,386
23400,326,0,398,398
