update,count,hosted_syms
0,10000,10000
100,10000,10000
200,10000,10000
300,10000,10000
400,10000,10000
500,10000,9970
600,10000,8158
700,10000,8162
800,10000,8162
900,10000,8163
1000,10000,8158
1100,10000,6761
1200,10000,6786
1300,10000,6788
1400,10000,6784
1500,10000,6784
1600,10000,5488
1700,10000,5725
1800,10000,5728
1900,10000,5727
2000,10000,5726
2100,10000,4654
2200,10000,4917
2300,10000,4937
2400,10000,4936
2500,10000,4932
2600,10000,4871
2700,10000,4224
2800,10000,4299
2900,10000,4302
3000,10000,4299
3100,10000,4294
3200,10000,3730
3300,10000,3850
3400,10000,3859
3500,10000,3865
3600,10000,3864
3700,10000,3220
3800,10000,3503
3900,10000,3562
4000,10000,3567
4100,10000,3568
4200,10000,2972
4300,10000,3242
4400,10000,3315
4500,10000,3330
4600,10000,3337
4700,10000,3289
4800,10000,2983
4900,10000,3089
5000,10000,3123
5100,10000,3140
5200,10000,3133
5300,10000,2779
5400,10000,2945
5500,10000,3009
5600,10000,3011
5700,10000,3025
5800,10000,2595
5900,10000,2807
6000,10000,2879
6100,10000,2897
6200,10000,2909
6300,10000,2492
6400,10000,2666
6500,10000,2758
6600,10000,2800
6700,10000,2814
6800,10000,2773
6900,10000,2532
7000,10000,2646
7100,10000,2700
7200,10000,2717
7300,10000,2713
7400,10000,2453
7500,10000,2584
7600,10000,2636
7700,10000,2665
7800,10000,2676
7900,10000,2335
8000,10000,2483
8100,10000,2567
8200,10000,2611
8300,10000,2653
8400,10000,2421
8500,10000,2459
8600,10000,2559
8700,10000,2584
8800,10000,2622
8900,10000,2592
9000,10000,2387
9100,10000,2498
9200,10000,2549
9300,10000,2572
9400,10000,2566
9500,10000,2363
9600,10000,2429
9700,10000,2486
9800,10000,2500
9900,10000,2534
10000,10000,2442
10100,10000,2431
10200,10000,2461
10300,10000,2463
10400,10000,2473
10500,10000,2449
10600,10000,2385
10700,10000,2435
10800,10000,2460
10900,10000,2475
11000,10000,2444
11100,10000,2389
11200,10000,2403
11300,10000,2406
11400,10000,2384
11500,10000,2370
11600,10000,2313
11700,10000,2269
11800,10000,2256
11900,10000,2236
12000,10000,2219
12100,10000,2169
12200,10000,2154
12300,10000,2158
12400,10000,2142
12500,10000,2122
12600,10000,2064
12700,10000,2041
12800,10000,2023
12900,10000,2004
13000,10000,2017
13100,10000,1990
13200,10000,1946
13300,10000,1934
13400,10000,1910
13500,10000,1890
13600,10000,1871
13700,10000,1834
13800,10000,1806
13900,10000,1785
14000,10000,1786
14100,10000,1760
14200,10000,1729
14300,10000,1698
14400,10000,1696
14500,10000,1684
14600,10000,1673
14700,10000,1633
14800,10000,1596
14900,10000,1583
15000,10000,1566
15100,10000,1549
15200,10000,1531
15300,10000,1507
15400,10000,1484
15500,10000,1458
15600,10000,1441
15700,10000,1423
15800,10000,1405
15900,10000,1384
16000,10000,1353
16100,10000,1336
16200,10000,1338
16300,10000,1317
16400,10000,1305
16500,10000,1290
16600,10000,1271
16700,10000,1262
16800,10000,1260
16900,10000,1240
17000,10000,1243
17100,10000,1226
17200,10000,1221
17300,10000,1222
17400,10000,1210
17500,10000,1203
17600,10000,1190
17700,10000,1179
17800,10000,1174
17900,10000,1152
18000,10000,1139
18100,10000,1127
18200,10000,1116
18300,10000,1106
18400,10000,1088
18500,10000,1088
18600,10000,1056
18700,10000,1059
18800,10000,1052
18900,10000,1045
19000,10000,1033
19100,10000,1026
19200,10000,1017
19300,10000,1015
19400,10000,1006
19500,10000,981
19600,10000,976
19700,10000,958
19800,10000,950
19900,10000,941
20000,10000,934
20100,10000,919
20200,10000,912
20300,10000,901
20400,10000,885
20500,10000,887
20600,10000,879
20700,10000,865
20800,10000,861
20900,10000,863
21000,10000,846
21100,10000,838
21200,10000,830
21300,10000,821
21400,10000,818
21500,10000,808
21600,10000,795
21700,10000,782
21800,10000,773
21900,10000,782
22000,10000,780
22100,10000,779
22200,10000,777
22300,10000,778
22400,10000,771
22500,10000,767
22600,10000,753
22700,10000,745
22800,10000,753
22900,10000,741
23000,10000,735
23100,10000,728
23200,10000,725
23300,10000,718
23400,10000,713
23500,10000,701
23600,10000,707
23700,10000,696
23800,10000,694
23900,10000,692
24000,10000,677
24100,10000,678
24200,10000,673
24300,10000,655
24400,10000,653
24500,10000,653
24600,10000,645
24700,10000,633
24800,10000,624
24900,10000,618
25000,10000,615
25100,10000,612
25200,10000,611
25300,10000,615
25400,10000,613
25500,10000,612
25600,10000,608
25700,10000,603
25800,10000,604
25900,10000,602
26000,10000,587
26100,10000,578
26200,10000,564
26300,10000,565
26400,10000,546
26500,10000,543
26600,10000,543
26700,10000,539
26800,10000,533
26900,10000,532
27000,10000,538
27100,10000,533
27200,10000,529
27300,10000,526
27400,10000,525
27500,10000,532
27600,10000,524
