update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9995,40000,0,0,4,2,0,0,2,6,1,3,0,0,0,0,0,0
200,9993,40000,0,0,4,10,1,2,2,6,0,4,0,0,0,0,0,0
300,9990,40000,0,0,5,7,1,5,2,6,2,4,0,0,0,0,0,0
400,9992,40000,0,0,2,5,1,8,3,7,2,2,0,0,0,0,0,0
500,9994,40000,0,0,1,14,1,3,2,9,2,2,0,0,0,0,0,0
600,9992,35884,2,0,3,9,2,4,1,8,0,4,0,0,0,0,0,0
700,9991,34555,0,1,2,10,0,1,5,8,2,4,0,0,0,0,0,0
800,9992,34553,0,3,1,11,1,7,5,4,1,5,0,0,0,0,0,0
900,9996,34554,0,0,2,6,0,3,2,12,0,5,0,0,0,0,0,0
1000,9993,34547,1,0,2,11,1,5,3,7,0,2,0,0,0,0,0,0
1100,9995,32355,0,2,1,4,1,3,2,7,1,2,0,0,0,0,0,0
1200,9994,30204,0,7,1,8,1,3,3,7,1,4,0,0,0,0,0,0
1300,9997,30191,0,9,1,2,0,3,1,4,1,1,0,0,0,0,0,0
1400,9994,30194,0,5,2,4,0,1,4,5,0,1,0,0,0,0,0,0
1500,9993,30186,0,7,3,4,4,2,0,9,0,2,0,0,0,0,0,0
1600,9998,29247,0,6,0,10,0,5,1,8,1,0,0,0,0,0,0,0
1700,9989,26571,1,5,2,4,0,6,7,5,1,2,0,0,0,0,0,0
1800,9992,26556,1,7,4,2,2,5,1,10,0,4,0,0,0,0,0,0
1900,9994,26561,1,8,2,4,1,5,1,7,1,4,0,0,0,0,0,0
2000,9992,26554,0,6,1,6,4,0,2,5,1,1,0,0,0,0,0,0
2100,9988,26503,2,7,3,7,4,8,0,7,3,3,0,0,0,0,0,0
2200,9987,23550,4,9,3,4,2,9,4,5,0,1,0,0,0,0,0,0
2300,9989,23552,3,8,3,2,1,5,4,4,0,2,0,0,0,0,0,0
2400,9982,23547,6,10,1,4,3,6,6,10,2,2,0,0,0,0,0,0
2500,9993,23533,5,5,1,6,1,3,0,8,0,1,0,0,0,0,0,0
2600,9986,23529,5,5,1,6,3,3,3,5,2,5,0,0,0,0,0,0
2700,9980,21578,11,10,3,6,2,5,1,5,3,2,0,0,0,0,0,0
2800,9978,20954,15,22,3,5,1,7,2,14,1,3,0,1,0,0,0,0
2900,9978,20954,14,11,1,4,3,4,3,7,1,1,0,0,0,0,0,0
3000,9980,20940,13,18,4,2,3,9,0,5,0,1,0,0,0,0,0,0
3100,9975,20924,14,12,3,6,4,5,2,4,2,4,0,0,0,0,0,0
3200,9974,19817,17,13,1,5,3,4,3,1,2,0,0,0,0,0,0,0
3300,9973,18796,15,16,3,5,2,4,5,4,2,1,0,0,0,0,0,0
3400,9977,18799,14,14,1,1,4,10,4,8,0,0,0,0,0,0,0,0
3500,9975,18792,16,13,4,3,3,6,2,11,0,3,0,0,0,0,0,0
3600,9977,18768,14,14,5,4,1,3,2,8,1,1,0,0,0,0,0,0
3700,9974,18241,14,11,1,4,5,3,5,5,1,0,0,0,0,0,0,0
3800,9956,16810,27,5,5,4,4,7,7,4,1,7,0,0,0,0,0,0
3900,9966,16790,22,6,3,4,2,5,6,4,1,1,0,0,0,0,0,0
4000,9969,16805,28,10,0,5,2,5,1,9,0,6,0,0,0,0,0,0
4100,9963,16803,24,8,3,8,3,4,4,6,3,2,0,0,0,0,0,0
4200,9966,16724,24,14,3,1,1,2,6,3,0,0,0,0,0,0,0,0
4300,9967,15270,24,13,1,3,1,3,6,8,1,3,0,0,0,0,0,0
4400,9970,15245,24,8,0,5,3,5,2,5,1,2,0,0,0,0,0,0
4500,9962,15233,24,8,3,2,6,7,4,8,1,5,0,0,0,0,0,0
4600,9974,15213,20,8,0,5,2,1,3,9,1,2,0,0,0,0,0,0
4700,9963,15188,28,8,1,4,2,6,6,6,0,3,0,0,0,0,0,0
4800,9969,14093,24,17,2,6,3,2,2,5,0,1,0,1,0,0,0,0
4900,9971,13745,21,20,1,6,4,5,2,10,1,2,0,1,0,0,0,0
5000,9962,13735,27,16,2,0,2,4,7,8,0,2,0,0,0,0,0,0
5100,9964,13714,23,16,4,2,3,8,5,8,1,2,0,0,0,0,0,0
5200,9965,13699,20,24,2,5,10,7,2,7,1,1,0,1,0,0,0,0
5300,9962,13080,25,16,0,1,5,8,6,9,2,0,0,0,0,0,0,0
5400,9952,12497,30,21,1,4,5,11,8,5,3,1,1,0,0,0,0,0
5500,9950,12485,31,20,5,0,4,6,8,10,2,2,0,0,0,0,0,0
5600,9955,12444,29,23,3,7,3,7,9,8,0,0,1,0,0,0,0,0
5700,9956,12426,31,23,2,1,4,9,3,4,2,0,2,0,0,0,0,0
5800,9960,12101,34,24,1,3,2,6,2,5,0,3,1,1,0,0,0,0
5900,9939,11325,42,31,1,6,7,3,11,2,0,0,0,0,0,0,0,0
6000,9944,11265,43,29,2,2,5,4,5,2,1,1,0,1,0,0,0,0
6100,9949,11245,40,27,4,4,2,3,3,5,2,6,0,0,0,0,0,0
6200,9951,11235,44,28,1,0,2,3,0,4,2,1,0,0,0,0,0,0
6300,9938,11193,47,26,2,4,2,9,10,2,1,0,0,0,0,0,0,0
6400,9935,10075,53,18,1,2,7,5,4,7,0,3,0,0,0,0,0,0
6500,9923,10067,56,16,4,3,6,7,7,4,4,1,0,1,0,0,0,0
6600,9923,10037,52,19,6,5,11,4,4,11,4,0,0,0,0,0,0,0
6700,9934,9998,54,15,0,3,7,2,3,4,2,2,0,2,0,0,0,0
6800,9933,9997,52,13,2,1,11,4,0,6,2,1,0,2,0,0,0,0
6900,9925,9369,52,13,1,2,12,5,8,4,2,4,0,0,0,0,0,0
7000,9923,9154,48,14,2,3,17,4,6,6,3,0,1,0,0,0,0,0
7100,9932,9103,49,16,4,4,9,4,4,8,2,2,0,1,0,0,0,0
7200,9930,9090,49,17,1,5,13,5,6,9,1,3,0,0,0,0,0,0
7300,9925,9061,53,13,2,4,15,8,4,5,1,4,0,0,0,0,0,0
7400,9922,8661,51,9,6,2,15,3,5,8,1,1,0,0,0,0,0,0
7500,9923,8373,55,18,3,1,10,2,8,5,1,2,0,2,0,0,0,0
7600,9918,8327,55,7,5,0,13,5,5,6,4,1,0,1,0,0,0,0
7700,9937,8264,50,9,0,1,9,8,4,4,0,2,0,0,0,0,0,0
7800,9928,8194,52,12,1,4,10,2,5,5,4,1,0,1,0,0,0,0
7900,9912,7982,66,8,3,1,10,3,5,6,4,0,0,0,0,0,0,0
8000,9895,7559,70,8,4,0,25,5,6,10,0,2,0,0,0,0,0,0
8100,9897,7502,70,13,1,3,27,2,3,7,1,0,1,0,0,0,0,0
8200,9893,7438,73,13,6,5,23,8,3,7,1,1,1,0,0,0,0,0
8300,9885,7385,79,17,0,4,30,2,6,5,0,0,0,2,0,0,0,0
8400,9892,7318,81,16,1,5,20,13,3,9,2,3,1,0,0,0,0,0
8500,9886,6789,78,17,4,2,25,12,6,5,0,1,1,0,0,0,0,0
8600,9885,6757,76,17,7,4,25,7,6,6,1,2,0,0,0,0,0,0
8700,9882,6684,79,19,8,3,22,9,7,4,2,0,0,0,0,0,0,0
8800,9892,6652,81,16,5,3,17,6,3,4,2,1,0,0,0,0,0,0
8900,9892,6565,74,19,5,2,18,9,9,3,2,3,0,0,0,0,0,0
9000,9897,6175,83,30,6,4,7,9,6,6,1,1,0,0,0,0,0,0
9100,9889,6036,82,32,9,2,9,8,10,2,1,5,0,0,0,0,0,0
9200,9882,6002,85,34,9,5,15,7,7,4,1,2,1,0,0,0,0,0
9300,9889,5998,87,28,5,9,11,8,6,9,2,4,0,0,0,0,0,0
9400,9875,5916,90,30,7,3,17,1,7,6,3,1,1,0,0,0,0,0
9500,9878,5676,95,36,9,1,16,0,0,8,2,0,0,0,0,0,0,0
9600,9842,5501,124,37,7,9,18,3,4,3,4,3,1,2,0,0,0,0
9700,9844,5422,127,37,5,5,13,5,7,8,4,3,0,0,0,0,0,0
9800,9836,5421,139,38,6,4,14,7,4,5,1,1,0,0,0,0,0,0
9900,9831,5355,140,38,12,6,9,2,7,8,1,4,0,0,0,0,0,0
10000,9831,5190,140,38,7,7,14,9,6,7,2,0,0,0,0,0,0,0
10100,9802,4966,156,39,8,3,15,6,16,7,3,0,0,0,0,0,0,0
10200,9791,4840,174,38,6,5,24,2,5,9,0,2,0,0,0,0,0,0
10300,9794,4775,163,27,12,5,20,4,9,10,2,2,0,0,0,0,0,0
10400,9776,4700,186,25,11,4,16,5,9,9,2,3,0,1,0,0,0,0
10500,9787,4610,179,28,9,6,16,4,8,4,1,5,0,0,0,0,0,0
10600,9813,4405,158,29,10,7,12,7,6,7,1,3,0,0,0,0,0,0
10700,9810,4328,148,33,9,4,19,5,8,7,6,2,0,0,0,0,0,0
10800,9816,4213,147,41,7,6,21,6,8,4,0,0,1,0,0,0,0,0
10900,9838,4148,132,43,5,2,19,6,5,8,1,3,0,1,0,0,0,0
11000,9840,4035,121,43,8,6,22,5,9,8,0,2,0,0,0,0,0,0
11100,9831,3797,125,33,12,3,24,5,7,4,1,1,0,0,0,0,0,0
11200,9857,3645,118,32,3,6,18,9,4,10,0,1,0,1,0,0,0,0
11300,9858,3579,107,33,5,6,19,5,6,9,5,2,0,0,0,0,0,0
11400,9855,3492,108,48,8,4,20,13,7,8,2,3,0,0,0,0,0,0
11500,9859,3418,105,51,6,4,21,1,7,13,2,6,0,0,0,0,0,0
11600,9877,3460,96,53,3,7,16,8,4,11,4,2,0,0,0,0,0,0
11700,9858,3409,105,56,7,3,21,1,7,9,2,4,0,0,0,0,0,0
11800,9827,3347,93,62,5,11,69,4,3,14,3,4,0,0,0,0,0,0
11900,9780,3228,99,78,5,5,102,6,7,9,7,6,0,1,0,0,0,0
12000,9827,3160,91,96,8,7,66,6,7,11,1,4,0,0,0,0,0,0
12100,9796,3108,120,93,11,5,61,10,7,5,5,2,0,0,0,0,0,0
12200,9798,3086,138,82,5,10,51,6,6,11,2,2,0,0,0,0,0,0
12300,9801,3038,131,129,7,10,49,2,8,11,3,2,1,0,0,0,0,0
12400,9838,2937,118,137,7,4,30,3,6,8,1,2,0,0,0,0,0,0
12500,9840,2852,108,148,4,3,41,16,5,6,2,4,0,0,0,0,0,0
12600,9842,2774,107,158,5,8,35,7,8,9,3,6,0,1,0,0,0,0
12700,9829,2651,106,170,6,3,43,4,11,17,4,5,1,1,0,0,0,0
12800,9859,2539,98,173,9,7,26,6,6,15,2,5,0,0,0,0,0,0
12900,9857,2536,92,151,8,6,33,7,6,13,4,7,0,0,0,0,0,0
13000,9836,2466,124,161,6,7,23,5,10,10,1,4,0,0,0,0,0,0
13100,9827,2419,138,187,6,15,21,3,6,19,1,6,1,0,0,0,0,0
13200,9781,2357,181,179,8,8,20,11,7,11,3,4,0,0,0,0,0,0
13300,9794,2361,172,177,7,2,22,2,4,4,1,2,0,0,0,0,0,0
13400,9795,2286,171,161,4,5,19,4,7,7,4,3,0,0,0,0,0,0
13500,9765,2259,160,172,9,11,53,11,8,10,5,7,0,0,0,0,0,0
13600,9778,2231,138,174,12,11,64,6,6,10,2,11,0,0,0,0,0,0
13700,9747,2213,180,202,4,15,57,7,8,12,4,6,0,0,0,0,0,0
13800,9734,2183,194,208,6,9,56,4,9,7,1,2,0,0,0,0,0,0
13900,9718,2174,205,193,5,8,64,3,7,16,1,5,0,1,0,0,0,0
14000,9741,2124,204,217,8,12,40,5,5,5,2,3,0,0,0,0,0,0
14100,9777,2079,200,219,2,7,18,9,3,4,0,2,0,2,0,0,0,0
14200,9768,2045,205,230,8,12,15,5,2,12,2,6,0,0,0,0,0,0
14300,9753,1978,223,218,5,7,13,6,4,8,2,5,0,1,0,0,0,0
14400,9751,1934,217,240,10,10,12,11,8,12,2,5,0,0,0,0,0,0
14500,9740,1856,218,242,7,17,21,8,10,11,4,3,0,1,0,0,0,0
14600,9750,1828,210,230,3,15,29,7,5,13,3,6,0,0,0,0,0,0
14700,9758,1801,207,257,5,23,22,11,5,11,3,4,0,0,0,0,0,0
14800,9735,1764,231,248,2,20,20,7,7,9,5,3,0,0,0,0,0,0
14900,9729,1702,232,250,10,24,24,5,3,13,1,10,1,0,0,0,0,0
15000,9715,1649,249,243,5,25,21,8,5,12,5,6,0,0,0,1,0,0
15100,9744,1613,215,224,9,22,22,6,5,16,5,4,0,0,0,0,0,0
