update,count,hosted_syms
0,10000,10000
100,10000,10000
200,10000,10000
300,10000,10000
400,10000,10000
500,10000,9968
600,10000,8162
700,10000,8171
800,10000,8170
900,10000,8170
1000,10000,8170
1100,10000,6781
1200,10000,6814
1300,10000,6812
1400,10000,6813
1500,10000,6809
1600,10000,5528
1700,10000,5741
1800,10000,5744
1900,10000,5744
2000,10000,5743
2100,10000,4639
2200,10000,4927
2300,10000,4942
2400,10000,4946
2500,10000,4944
2600,10000,4873
2700,10000,4265
2800,10000,4355
2900,10000,4357
3000,10000,4357
3100,10000,4348
3200,10000,3767
3300,10000,3900
3400,10000,3912
3500,10000,3916
3600,10000,3911
3700,10000,3289
3800,10000,3569
3900,10000,3615
4000,10000,3615
4100,10000,3612
4200,10000,3033
4300,10000,3301
4400,10000,3366
4500,10000,3387
4600,10000,3392
4700,10000,3329
4800,10000,3016
4900,10000,3153
5000,10000,3200
5100,10000,3205
5200,10000,3203
5300,10000,2825
5400,10000,3006
5500,10000,3063
5600,10000,3072
5700,10000,3071
5800,10000,2631
5900,10000,2868
6000,10000,2949
6100,10000,2996
6200,10000,3010
6300,10000,2577
6400,10000,2729
6500,10000,2839
6600,10000,2879
6700,10000,2903
6800,10000,2843
6900,10000,2641
7000,10000,2774
7100,10000,2833
7200,10000,2862
7300,10000,2852
7400,10000,2498
7500,10000,2650
7600,10000,2721
7700,10000,2772
7800,10000,2789
7900,10000,2449
8000,10000,2609
8100,10000,2695
8200,10000,2750
8300,10000,2771
8400,10000,2443
8500,10000,2527
8600,10000,2663
8700,10000,2715
8800,10000,2755
8900,10000,2711
9000,10000,2488
9100,10000,2618
9200,10000,2687
9300,10000,2712
9400,10000,2726
9500,10000,2438
9600,10000,2540
9700,10000,2626
9800,10000,2672
9900,10000,2703
10000,10000,2468
10100,10000,2515
10200,10000,2581
10300,10000,2630
10400,10000,2640
10500,10000,2506
10600,10000,2492
10700,10000,2574
10800,10000,2631
10900,10000,2669
11000,10000,2683
11100,10000,2492
11200,10000,2550
11300,10000,2602
11400,10000,2619
11500,10000,2631
11600,10000,2516
11700,10000,2551
11800,10000,2595
11900,10000,2624
12000,10000,2647
12100,10000,2550
12200,10000,2532
12300,10000,2547
12400,10000,2559
12500,10000,2566
12600,10000,2530
12700,10000,2450
12800,10000,2479
12900,10000,2502
13000,10000,2495
13100,10000,2477
13200,10000,2410
13300,10000,2437
13400,10000,2431
13500,10000,2414
13600,10000,2387
13700,10000,2329
13800,10000,2305
13900,10000,2307
14000,10000,2294
14100,10000,2265
14200,10000,2225
14300,10000,2186
14400,10000,2155
14500,10000,2155
14600,10000,2141
14700,10000,2093
14800,10000,2038
14900,10000,2018
15000,10000,2010
15100,10000,1986
15200,10000,1960
15300,10000,1900
15400,10000,1880
15500,10000,1854
15600,10000,1817
15700,10000,1824
15800,10000,1795
15900,10000,1774
16000,10000,1769
16100,10000,1748
16200,10000,1733
16300,10000,1690
16400,10000,1654
16500,10000,1636
16600,10000,1630
16700,10000,1621
16800,10000,1590
16900,10000,1560
17000,10000,1551
17100,10000,1537
17200,10000,1517
17300,10000,1497
17400,10000,1486
17500,10000,1483
17600,10000,1471
17700,10000,1449
17800,10000,1435
17900,10000,1408
18000,10000,1380
18100,10000,1354
18200,10000,1348
18300,10000,1328
18400,10000,1314
18500,10000,1299
18600,10000,1293
18700,10000,1284
18800,10000,1266
18900,10000,1247
19000,10000,1222
19100,10000,1211
19200,10000,1171
19300,10000,1163
19400,10000,1146
19500,10000,1142
19600,10000,1134
19700,10000,1132
19800,10000,1115
19900,10000,1099
20000,10000,1087
20100,10000,1076
20200,10000,1075
20300,10000,1055
20400,10000,1054
20500,10000,1059
20600,10000,1046
20700,10000,1033
20800,10000,1027
20900,10000,1009
21000,10000,997
21100,10000,984
21200,10000,966
21300,10000,933
21400,10000,916
21500,10000,913
21600,10000,909
21700,10000,901
21800,10000,885
21900,10000,874
22000,10000,865
22100,10000,861
22200,10000,874
22300,10000,871
22400,10000,862
22500,10000,860
22600,10000,866
22700,10000,857
22800,10000,855
22900,10000,844
23000,10000,830
23100,10000,840
23200,10000,843
23300,10000,838
23400,10000,838
23500,10000,841
23600,10000,827
23700,10000,806
23800,10000,815
23900,10000,806
24000,10000,789
24100,10000,791
24200,10000,787
24300,10000,766
24400,10000,760
24500,10000,766
24600,10000,757
24700,10000,757
24800,10000,751
24900,10000,748
25000,10000,748
25100,10000,749
25200,10000,745
25300,10000,737
25400,10000,723
25500,10000,725
25600,10000,724
25700,10000,726
25800,10000,719
25900,10000,716
26000,10000,710
26100,10000,704
26200,10000,703
26300,10000,712
26400,10000,726
26500,10000,728
26600,10000,725
26700,10000,718
26800,10000,709
26900,10000,697
27000,10000,697
27100,10000,695
27200,10000,701
27300,10000,698
27400,10000,691
