update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10015,0,0,0
200,20017,0,0,0
300,20012,0,0,0
400,20023,0,0,0
500,20031,0,0,0
600,16240,179,0,0
700,16133,12,0,0
800,16134,0,0,0
900,16137,0,0,0
1000,16131,0,0,0
1100,14461,234,0,0
1200,13047,31,0,0
1300,13059,0,0,0
1400,13057,2,0,0
1500,13055,1,0,0
1600,11957,29,0,0
1700,10561,256,0,0
1800,10636,5,0,0
1900,10626,0,0,0
2000,10627,0,0,0
2100,10532,4,0,0
2200,8670,307,0,0
2300,8786,13,0,0
2400,8795,3,0,0
2500,8792,4,0,0
2600,8773,4,0,0
2700,7288,269,0,0
2800,7265,85,0,0
2900,7308,6,0,0
3000,7299,3,0,0
3100,7294,2,0,0
3200,6568,246,0,0
3300,6135,114,0,0
3400,6170,11,0,0
3500,6166,5,0,0
3600,6165,3,0,0
3700,5706,63,0,0
3800,5128,267,0,0
3900,5244,43,0,0
4000,5270,13,0,0
4100,5267,8,0,0
4200,5169,16,0,0
4300,4319,307,0,0
4400,4416,74,0,0
4500,4450,21,0,0
4600,4451,8,0,0
4700,4428,13,0,0
4800,3727,255,0,0
4900,3782,110,0,0
5000,3838,46,0,0
5100,3856,14,0,0
5200,3856,14,0,0
5300,3446,172,0,0
5400,3284,182,0,0
5500,3361,45,0,0
5600,3390,29,0,0
5700,3380,14,0,0
5800,3152,71,0,0
5900,2856,216,0,0
6000,2951,96,0,0
6100,2985,33,0,0
6200,2996,32,0,0
6300,2942,22,0,0
6400,2538,220,0,0
6500,2632,106,0,0
6600,2663,51,0,0
6700,2679,40,0,0
6800,2675,21,0,0
6900,2319,195,0,0
7000,2353,128,0,0
7100,2430,82,0,0
7200,2467,36,0,0
7300,2474,36,0,0
7400,2254,126,0,0
7500,2166,177,0,0
7600,2247,87,0,0
7700,2283,50,0,0
7800,2290,43,0,0
7900,2141,64,0,0
8000,1968,194,0,0
8100,2061,131,0,0
8200,2118,53,0,0
8300,2139,46,0,0
8400,2102,42,0,0
8500,1871,190,0,0
8600,1930,111,0,0
8700,1989,80,0,0
8800,2019,62,0,0
8900,2039,46,0,0
9000,1792,151,0,0
