update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,200070,0,0,0,0
200,200090,0,0,0,0
300,200125,0,0,0,0
400,200135,0,0,0,0
500,200125,0,0,0,0
600,170500,0,0,0,0
700,161590,0,0,0,0
800,161595,0,0,0,0
900,161565,0,0,0,0
1000,161530,0,0,0,0
1100,146020,0,0,0,0
1200,131535,0,0,0,0
1300,131570,0,0,0,0
1400,131535,0,0,0,0
1500,131495,0,0,0,0
1600,125050,0,0,0,0
1700,108055,0,0,0,0
1800,108470,0,0,0,0
1900,108455,0,0,0,0
2000,108465,0,0,0,0
2100,108070,0,0,0,0
2200,88980,0,0,0,0
2300,89635,0,0,0,0
2400,89655,0,0,0,0
2500,89625,0,0,0,0
2600,89620,0,0,0,0
2700,77525,0,0,0,0
2800,75295,0,0,0,0
2900,75435,0,0,0,0
3000,75430,0,0,0,0
3100,75405,0,0,0,0
3200,68480,0,0,0,0
3300,63490,0,0,0,0
3400,63860,0,0,0,0
3500,63920,0,0,0,0
3600,63890,0,0,0,0
3700,60590,0,0,0,0
3800,52935,0,0,0,0
3900,53900,0,0,0,0
4000,53965,0,0,0,0
4100,53930,0,0,0,0
4200,53710,0,0,0,0
4300,44860,0,0,0,0
4400,46025,0,0,0,0
4500,46235,0,0,0,0
4600,46360,0,0,0,0
4700,46355,0,0,0,0
4800,40410,0,0,0,0
4900,39820,0,0,0,0
5000,40460,0,0,0,0
5100,40495,0,0,0,0
5200,40545,0,0,0,0
5300,36560,0,0,0,0
5400,34340,0,0,0,0
5500,34970,0,0,0,0
5600,35085,0,0,0,0
5700,35060,0,0,0,0
5800,33320,0,0,0,0
5900,30210,0,0,0,0
6000,31375,0,0,0,0
6100,31615,0,0,0,0
6200,31825,0,0,0,0
6300,31515,0,0,0,0
6400,27230,0,0,0,0
6500,28490,0,0,0,0
6600,28960,0,0,0,0
6700,29215,0,0,0,0
6800,29125,0,0,0,0
6900,25630,0,0,0,0
7000,25855,0,0,0,0
7100,26855,0,0,0,0
7200,27175,0,0,0,0
7300,27280,0,0,0,0
7400,25255,0,0,0,0
7500,24165,0,0,0,0
7600,25200,0,0,0,0
7700,25615,0,0,0,0
7800,25850,0,0,0,0
7900,24705,0,0,0,0
8000,22585,0,0,0,0
8100,23455,0,0,0,0
8200,24015,0,0,0,0
8300,24155,0,0,0,0
8400,23970,0,0,0,0
8500,20850,0,0,0,0
8600,21905,0,0,0,0
8700,22495,0,0,0,0
8800,22780,0,0,0,0
8900,22715,0,0,0,0
9000,20510,0,0,0,0
9100,21040,0,0,0,0
9200,21545,0,0,0,0
9300,21900,0,0,0,0
9400,22090,0,0,0,0
9500,20470,0,0,0,0
9600,19320,0,0,0,0
9700,20010,0,0,0,0
9800,20645,0,0,0,0
9900,20860,0,0,0,0
10000,20445,0,0,0,0
10100,18975,0,0,0,0
10200,19755,0,0,0,0
10300,20345,0,0,0,0
10400,20770,0,0,0,0
10500,20795,0,0,0,0
10600,19130,0,0,0,0
10700,19925,0,0,0,0
10800,20260,0,0,0,0
10900,20230,0,0,0,0
11000,20045,0,0,0,0
11100,18180,0,0,0,0
11200,17865,0,0,0,0
11300,18035,0,0,0,0
11400,18250,0,0,0,0
11500,18365,0,0,0,0
11600,17960,0,0,0,0
11700,17575,0,0,0,0
11800,17845,0,0,0,0
11900,18040,0,0,0,0
12000,17970,0,0,0,0
12100,17895,0,0,0,0
12200,17700,0,0,0,0
12300,18190,0,0,0,0
12400,18105,0,0,0,0
12500,17970,0,0,0,0
12600,17850,0,0,0,0
12700,16865,0,0,0,0
12800,16620,0,0,0,0
12900,16975,0,0,0,0
13000,17100,0,0,0,0
13100,17105,0,0,0,0
13200,16760,0,0,0,0
13300,16565,0,0,0,0
13400,16575,0,0,0,0
13500,16670,0,0,0,0
13600,16510,0,0,0,0
13700,16315,0,0,0,0
13800,16150,0,0,0,0
13900,16270,0,0,0,0
14000,16230,0,0,0,0
14100,16045,0,0,0,0
14200,15725,0,0,0,0
14300,15470,0,0,0,0
14400,15675,0,0,0,0
14500,15990,0,0,0,0
14600,15825,0,0,0,0
14700,15780,0,0,0,0
14800,14895,0,0,0,0
14900,14705,0,0,0,0
15000,14665,0,0,0,0
15100,14505,0,0,0,0
15200,14745,0,0,0,0
15300,14450,0,0,0,0
15400,14195,0,0,0,0
15500,13890,0,0,0,0
15600,13605,0,0,0,0
15700,13370,0,0,0,0
15800,12805,0,0,0,0
15900,12630,0,0,0,0
16000,12685,0,0,0,0
16100,12440,0,0,0,0
16200,12280,0,0,0,0
16300,12060,0,0,0,0
16400,11940,0,0,0,0
16500,11700,0,0,0,0
16600,11725,0,0,0,0
16700,11780,0,0,0,0
16800,11855,0,0,0,0
16900,12075,0,0,0,0
17000,12200,0,0,0,0
17100,11990,0,0,0,0
17200,12190,0,0,0,0
17300,11955,0,0,0,0
17400,12170,0,0,0,0
17500,12015,0,0,0,0
17600,11740,0,0,0,0
17700,11555,0,0,0,0
17800,11440,0,0,0,0
17900,11680,0,0,0,0
18000,11910,0,0,0,0
18100,11935,0,0,0,0
18200,11315,0,0,0,0
18300,11365,0,0,0,0
18400,11595,0,0,0,0
18500,11735,0,0,0,0
18600,11505,0,0,0,0
18700,11625,0,0,0,0
18800,11875,0,0,0,0
18900,11835,0,0,0,0
19000,12490,0,0,0,0
19100,13425,0,0,0,0
19200,13365,0,0,0,0
19300,13260,0,0,0,0
19400,13515,0,0,0,0
19500,13785,0,0,0,0
19600,13635,0,0,0,0
19700,13635,0,0,0,0
19800,13790,0,0,0,0
19900,14240,0,0,0,0
20000,14050,0,0,0,0
20100,14075,0,0,0,0
20200,13775,0,0,0,0
20300,13340,0,0,0,0
20400,12765,0,0,0,0
20500,12385,0,0,0,0
20600,12205,0,0,0,0
20700,12225,0,0,0,0
20800,12420,0,0,0,0
20900,12605,0,0,0,0
21000,12945,0,0,0,0
21100,14000,0,0,0,0
21200,14190,0,0,0,0
21300,13865,0,0,0,0
21400,13720,0,0,0,0
21500,13910,0,0,0,0
21600,14100,0,0,0,0
21700,13925,0,0,0,0
21800,13670,0,0,0,0
21900,13305,0,0,0,0
22000,13240,0,0,0,0
22100,12890,0,0,0,0
22200,12515,0,0,0,0
22300,12785,0,0,0,0
22400,12875,0,0,0,0
22500,13070,0,0,0,0
22600,13575,0,0,0,0
22700,14100,0,0,0,0
22800,14255,0,0,0,0
22900,14220,0,0,0,0
23000,14495,0,0,0,0
23100,14695,0,0,0,0
23200,14265,0,0,0,0
23300,14365,0,0,0,0
23400,14265,0,0,0,0
23500,14265,0,0,0,0
23600,14585,0,0,0,0
23700,14480,0,0,0,0
23800,14560,0,0,0,0
23900,14520,0,0,0,0
24000,14465,0,0,0,0
24100,14465,0,0,0,0
24200,14805,0,0,0,0
24300,14945,0,0,0,0
24400,15365,0,0,0,0
24500,15550,0,0,0,0
24600,15530,0,0,0,0
24700,15590,0,0,0,0
24800,15275,0,0,0,0
24900,14550,0,0,0,0
25000,14930,0,0,0,0
25100,14850,0,0,0,0
25200,14840,0,0,0,0
25300,14535,0,0,0,0
25400,14080,0,0,0,0
25500,14000,0,0,0,0
25600,13985,0,0,0,0
25700,14235,0,0,0,0
25800,14195,0,0,0,0
25900,13650,0,0,0,0
26000,13930,0,0,0,0
26100,14120,0,0,0,0
26200,14005,0,0,0,0
26300,13890,0,0,0,0
26400,13910,0,0,0,0
26500,14285,0,0,0,0
26600,14225,0,0,0,0
26700,13930,0,0,0,0
26800,13450,0,0,0,0
26900,13095,0,0,0,0
27000,12590,0,0,0,0
27100,13240,0,0,0,0
27200,13520,0,0,0,0
27300,13055,0,0,0,0
27400,13235,0,0,0,0
27500,13150,0,0,0,0
27600,13165,0,0,0,0
27700,12980,0,0,0,0
27800,13215,0,0,0,0
27900,13540,0,0,0,0
28000,13180,0,0,0,0
28100,13600,0,0,0,0
28200,14420,0,0,0,0
28300,14360,0,0,0,0
28400,14635,0,0,0,0
28500,14315,0,0,0,0
28600,14075,0,0,0,0
28700,14700,0,0,0,0
28800,14575,0,0,0,0
28900,14785,0,0,0,0
29000,14630,0,0,0,0
29100,14315,0,0,0,0
29200,13880,0,0,0,0
29300,13430,0,0,0,0
29400,13250,0,0,0,0
29500,13605,0,0,0,0
29600,13815,0,0,0,0
29700,13965,0,0,0,0
29800,13985,0,0,0,0
29900,13720,0,0,0,0
30000,13045,0,0,0,0
30100,12700,0,0,0,0
30200,12640,0,0,0,0
30300,12500,0,0,0,0
30400,12240,0,0,0,0
30500,12135,0,0,0,0
30600,11985,0,0,0,0
30700,11545,0,0,0,0
30800,11190,0,0,0,0
30900,11125,0,0,0,0
31000,10940,0,0,0,0
31100,10680,0,0,0,0
31200,10245,0,0,0,0
31300,10255,0,0,0,0
31400,10670,0,0,0,0
31500,10560,0,0,0,0
31600,10770,0,0,0,0
31700,10740,0,0,0,0
31800,10660,0,0,0,0
31900,10230,0,0,0,0
32000,9940,0,0,0,0
32100,9545,0,0,0,0
32200,9340,0,0,0,0
32300,8875,0,0,0,0
32400,8445,0,0,0,0
32500,8780,0,0,0,0
32600,8635,0,0,0,0
32700,9045,0,0,0,0
32800,8865,0,0,0,0
32900,8580,0,0,0,0
33000,8130,0,0,0,0
33100,8290,0,0,0,0
33200,8055,0,0,0,0
33300,7650,0,0,0,0
33400,7330,0,0,0,0
33500,7210,0,0,0,0
33600,7205,0,0,0,0
33700,7085,0,0,0,0
33800,6990,0,0,0,0
33900,7125,0,0,0,0
34000,6780,0,0,0,0
34100,7070,0,0,0,0
34200,7195,0,0,0,0
34300,6960,0,0,0,0
34400,6630,0,0,0,0
34500,6320,0,0,0,0
34600,6635,0,0,0,0
34700,6955,0,0,0,0
34800,6425,0,0,0,0
34900,6300,0,0,0,0
35000,6040,0,0,0,0
35100,6290,0,0,0,0
35200,6220,0,0,0,0
35300,5980,0,0,0,0
35400,5990,0,0,0,0
35500,6020,0,0,0,0
35600,6260,0,0,0,0
35700,6405,0,0,0,0
35800,6415,0,0,0,0
35900,6540,0,0,0,0
36000,6665,0,0,0,0
36100,6710,0,0,0,0
36200,6850,0,0,0,0
36300,6855,0,0,0,0
36400,6720,0,0,0,0
36500,6455,0,0,0,0
36600,6155,0,0,0,0
36700,5855,0,0,0,0
36800,5575,0,0,0,0
36900,5715,0,0,0,0
37000,6055,0,0,0,0
37100,6370,0,0,0,0
37200,6535,0,0,0,0
37300,6295,0,0,0,0
