update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10001,40000,0,0,0,3,0,3,1,4,0,2,0,0,0,0,0,0
200,9995,40000,0,0,1,10,0,6,2,4,2,4,0,0,0,0,0,0
300,9998,40000,0,0,2,14,0,4,0,10,0,8,0,0,0,0,0,0
400,9993,40000,0,0,1,10,0,2,2,9,4,6,0,0,0,0,0,0
500,9992,40000,0,0,2,8,1,1,2,9,3,3,0,0,0,0,0,0
600,9995,35968,0,1,0,8,1,3,3,10,1,3,0,0,0,0,0,0
700,9997,34640,0,2,0,9,1,9,0,8,2,3,0,0,0,0,0,0
800,9991,34636,1,2,4,7,3,8,1,9,0,4,0,0,0,0,0,0
900,9993,34630,1,3,1,9,3,5,1,10,1,6,0,0,0,0,0,0
1000,9995,34629,0,1,0,7,1,9,3,8,1,2,0,0,0,0,0,0
1100,9994,32429,1,3,0,4,0,7,4,6,1,0,0,0,0,0,0,0
1200,9990,30278,1,4,0,8,6,7,2,7,1,0,0,0,0,0,0,0
1300,9985,30261,0,2,0,11,8,6,5,7,2,1,0,0,0,0,0,0
1400,9986,30257,2,0,3,4,3,5,6,5,0,6,0,0,0,0,0,0
1500,9994,30256,1,2,1,6,1,7,3,7,0,6,0,0,0,0,0,0
1600,9994,29294,1,5,4,7,0,10,0,3,1,3,0,0,0,0,0,0
1700,9997,26570,0,8,1,9,0,6,1,5,1,4,0,0,0,0,0,0
1800,9987,26550,4,0,1,5,1,7,4,10,3,4,0,0,0,0,0,0
1900,9992,26556,1,1,1,4,0,8,5,6,1,1,0,0,0,0,0,0
2000,9991,26547,0,2,2,6,0,8,6,3,1,1,0,0,0,0,0,0
2100,9992,26494,0,3,2,7,1,10,5,9,0,3,0,0,0,0,0,0
2200,9993,23395,0,3,1,4,2,7,3,7,1,2,0,1,0,0,0,0
2300,9990,23366,2,3,2,6,2,8,2,5,2,4,0,0,0,0,0,0
2400,9991,23360,1,6,0,4,5,7,2,7,1,4,0,0,0,0,0,0
2500,9989,23344,1,12,2,6,3,5,5,14,0,2,0,0,0,0,0,0
2600,9992,23331,2,2,1,3,1,11,3,3,1,4,0,0,0,0,0,0
2700,9987,21420,7,6,2,3,1,6,3,2,0,2,0,0,0,0,0,0
2800,9980,20802,9,3,4,6,2,8,3,12,1,2,1,0,0,0,0,0
2900,9967,20784,12,4,3,3,4,8,11,3,2,5,1,0,0,0,0,0
3000,9984,20781,8,3,0,3,2,13,3,2,2,0,1,0,0,0,0,0
3100,9981,20776,8,3,5,6,3,9,3,5,0,1,0,0,0,0,0,0
3200,9976,19707,10,5,4,5,3,10,6,4,1,4,0,0,0,0,0,0
3300,9978,18698,14,12,2,3,5,8,1,6,0,0,0,0,0,0,0,0
3400,9977,18685,12,12,2,0,4,10,3,9,2,3,0,0,0,0,0,0
3500,9977,18680,16,7,3,4,3,12,1,7,0,1,0,0,0,0,0,0
3600,9973,18653,17,9,3,4,3,11,4,6,0,0,0,0,0,0,0,0
3700,9979,18139,15,12,0,4,3,9,3,4,0,2,0,1,0,0,0,0
