update,count,hosted_syms
0,10000,10000
100,10000,10000
200,10000,10000
300,10000,10000
400,10000,10000
500,10000,9978
600,10000,8161
700,10000,8178
800,10000,8178
900,10000,8178
1000,10000,8178
1100,10000,6766
1200,10000,6794
1300,10000,6796
1400,10000,6795
1500,10000,6795
1600,10000,5506
1700,10000,5744
1800,10000,5747
1900,10000,5750
2000,10000,5745
2100,10000,4691
2200,10000,4979
2300,10000,4996
2400,10000,4997
2500,10000,4995
2600,10000,4934
2700,10000,4341
2800,10000,4413
2900,10000,4417
3000,10000,4418
3100,10000,4413
3200,10000,3788
3300,10000,3917
3400,10000,3929
3500,10000,3927
3600,10000,3927
3700,10000,3308
3800,10000,3541
3900,10000,3589
4000,10000,3601
4100,10000,3601
4200,10000,3022
4300,10000,3289
4400,10000,3352
4500,10000,3368
4600,10000,3375
4700,10000,3308
4800,10000,3039
4900,10000,3158
5000,10000,3192
5100,10000,3208
5200,10000,3193
5300,10000,2816
5400,10000,3015
5500,10000,3073
5600,10000,3086
5700,10000,3093
5800,10000,2623
5900,10000,2860
6000,10000,2953
6100,10000,2989
6200,10000,2995
6300,10000,2551
6400,10000,2718
6500,10000,2837
6600,10000,2890
6700,10000,2907
6800,10000,2861
6900,10000,2598
7000,10000,2755
7100,10000,2826
7200,10000,2871
7300,10000,2871
7400,10000,2488
7500,10000,2640
7600,10000,2714
7700,10000,2764
7800,10000,2784
7900,10000,2440
8000,10000,2571
8100,10000,2676
8200,10000,2729
8300,10000,2746
8400,10000,2440
8500,10000,2512
8600,10000,2615
8700,10000,2670
8800,10000,2709
8900,10000,2666
9000,10000,2397
9100,10000,2530
9200,10000,2594
9300,10000,2624
9400,10000,2638
9500,10000,2394
9600,10000,2489
9700,10000,2562
9800,10000,2599
9900,10000,2617
10000,10000,2390
10100,10000,2444
10200,10000,2517
10300,10000,2542
10400,10000,2562
10500,10000,2486
10600,10000,2415
10700,10000,2474
10800,10000,2512
10900,10000,2527
11000,10000,2511
11100,10000,2430
11200,10000,2447
11300,10000,2438
11400,10000,2424
11500,10000,2408
11600,10000,2327
11700,10000,2299
11800,10000,2283
11900,10000,2261
12000,10000,2242
12100,10000,2181
12200,10000,2135
12300,10000,2093
12400,10000,2041
12500,10000,2006
12600,10000,1947
12700,10000,1891
12800,10000,1868
12900,10000,1835
13000,10000,1785
13100,10000,1761
13200,10000,1716
13300,10000,1678
13400,10000,1639
13500,10000,1606
13600,10000,1594
13700,10000,1551
13800,10000,1517
13900,10000,1487
14000,10000,1450
14100,10000,1431
14200,10000,1386
14300,10000,1360
14400,10000,1329
14500,10000,1302
14600,10000,1271
14700,10000,1246
14800,10000,1219
14900,10000,1193
15000,10000,1165
15100,10000,1128
15200,10000,1102
15300,10000,1081
15400,10000,1058
15500,10000,1033
15600,10000,1006
15700,10000,980
15800,10000,954
15900,10000,925
16000,10000,915
16100,10000,910
16200,10000,878
16300,10000,873
16400,10000,854
16500,10000,846
16600,10000,832
16700,10000,820
16800,10000,800
16900,10000,777
17000,10000,762
17100,10000,746
17200,10000,727
17300,10000,712
17400,10000,690
17500,10000,678
17600,10000,659
17700,10000,643
17800,10000,639
17900,10000,634
18000,10000,618
18100,10000,609
18200,10000,604
18300,10000,598
18400,10000,585
18500,10000,571
18600,10000,563
18700,10000,555
18800,10000,545
18900,10000,545
19000,10000,543
19100,10000,535
19200,10000,534
19300,10000,518
19400,10000,517
19500,10000,514
19600,10000,503
19700,10000,499
19800,10000,494
19900,10000,493
20000,10000,494
20100,10000,484
20200,10000,476
20300,10000,471
20400,10000,460
20500,10000,445
20600,10000,435
20700,10000,428
20800,10000,423
20900,10000,420
21000,10000,418
21100,10000,414
21200,10000,400
21300,10000,394
21400,10000,383
21500,10000,383
21600,10000,378
21700,10000,371
21800,10000,373
21900,10000,367
22000,10000,366
22100,10000,366
22200,10000,366
22300,10000,362
22400,10000,352
22500,10000,348
22600,10000,343
22700,10000,349
22800,10000,349
22900,10000,348
23000,10000,340
23100,10000,337
23200,10000,329
23300,10000,327
23400,10000,316
23500,10000,314
23600,10000,312
23700,10000,313
23800,10000,311
23900,10000,305
24000,10000,313
24100,10000,318
24200,10000,325
24300,10000,319
24400,10000,320
24500,10000,321
24600,10000,321
24700,10000,317
24800,10000,312
24900,10000,311
25000,10000,307
25100,10000,306
25200,10000,301
25300,10000,287
25400,10000,288
25500,10000,295
25600,10000,286
25700,10000,296
25800,10000,297
25900,10000,300
26000,10000,296
26100,10000,297
26200,10000,300
26300,10000,300
26400,10000,310
26500,10000,305
26600,10000,303
26700,10000,311
26800,10000,311
26900,10000,311
27000,10000,311
27100,10000,308
27200,10000,307
27300,10000,311
27400,10000,307
27500,10000,314
27600,10000,314
27700,10000,309
27800,10000,308
27900,10000,304
28000,10000,308
28100,10000,312
