update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10016,0,0,0
200,20023,0,0,0
300,20022,0,0,0
400,20016,0,0,0
500,20025,0,0,0
600,16264,190,0,0
700,16155,11,0,0
800,16172,1,0,0
900,16163,0,0,0
1000,16163,0,0,0
1100,14526,201,0,0
1200,13137,42,0,0
1300,13157,1,0,0
1400,13145,0,0,0
1500,13147,1,0,0
1600,12065,38,0,0
1700,10639,249,0,0
1800,10695,5,0,0
1900,10701,3,0,0
2000,10700,2,0,0
2100,10592,7,0,0
2200,8712,283,0,0
2300,8805,19,0,0
2400,8815,3,0,0
2500,8804,2,0,0
2600,8787,4,0,0
2700,7366,276,0,0
2800,7339,66,0,0
2900,7366,5,0,0
3000,7363,4,0,0
3100,7359,2,0,0
3200,6570,245,0,0
3300,6115,120,0,0
3400,6163,17,0,0
3500,6167,5,0,0
3600,6157,4,0,0
3700,5698,68,0,0
3800,5081,296,0,0
3900,5207,50,0,0
4000,5232,8,0,0
4100,5215,5,0,0
4200,5131,9,0,0
4300,4356,318,0,0
4400,4440,73,0,0
4500,4458,21,0,0
4600,4465,6,0,0
4700,4441,9,0,0
4800,3768,234,0,0
4900,3795,156,0,0
5000,3852,47,0,0
5100,3873,16,0,0
5200,3860,15,0,0
5300,3466,183,0,0
5400,3283,172,0,0
5500,3363,66,0,0
5600,3383,29,0,0
5700,3384,17,0,0
5800,3155,68,0,0
5900,2865,255,0,0
6000,2985,81,0,0
6100,3027,42,0,0
6200,3041,29,0,0
6300,2977,23,0,0
6400,2557,239,0,0
6500,2643,105,0,0
6600,2668,63,0,0
6700,2679,30,0,0
6800,2657,33,0,0
6900,2335,134,0,0
7000,2339,133,0,0
7100,2384,68,0,0
7200,2362,50,0,0
7300,2337,56,0,0
7400,2264,67,0,0
7500,2207,77,0,0
7600,2165,78,0,0
7700,2129,56,0,0
7800,2079,48,0,0
7900,2032,34,0,0
8000,1966,47,0,0
8100,1914,43,0,0
8200,1856,21,0,0
8300,1820,32,0,0
8400,1757,17,0,0
8500,1688,19,0,0
8600,1628,23,0,0
8700,1571,23,0,0
8800,1513,27,0,0
8900,1453,18,0,0
9000,1400,18,0,0
9100,1344,23,0,0
9200,1325,30,0,0
9300,1290,14,0,0
9400,1249,15,0,0
9500,1202,20,0,0
9600,1169,12,0,0
9700,1138,16,0,0
9800,1090,14,0,0
9900,1061,16,0,0
10000,1030,12,0,0
10100,996,17,0,0
10200,960,16,0,0
10300,932,16,0,0
10400,909,9,0,0
10500,887,20,0,0
10600,867,21,0,0
10700,847,12,0,0
10800,836,13,0,0
10900,817,11,0,0
11000,789,17,0,0
11100,761,12,0,0
11200,728,9,0,0
11300,696,21,0,0
11400,678,13,0,0
11500,657,6,0,0
11600,635,13,0,0
11700,620,12,0,0
11800,610,9,0,0
11900,596,9,0,0
12000,572,10,0,0
12100,551,11,0,0
12200,526,12,0,0
12300,514,5,0,0
12400,505,13,0,0
12500,483,7,0,0
12600,476,11,0,0
12700,457,12,0,0
12800,449,12,0,0
12900,442,9,0,0
13000,437,14,0,0
13100,426,7,0,0
13200,423,8,0,0
13300,418,7,0,0
13400,413,11,0,0
13500,401,9,0,0
13600,390,12,0,0
13700,386,14,0,0
13800,374,9,0,0
13900,366,7,0,0
14000,353,12,0,0
14100,343,12,0,0
