update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10016,0,0,0
200,20023,0,0,0
300,20022,0,0,0
400,20016,0,0,0
500,20025,0,25,25
600,16716,0,2204,2204
700,17070,0,0,0
800,17058,0,1,1
900,17062,0,1,1
1000,17067,0,4,4
1100,15222,0,2174,2174
1200,14698,0,1,1
1300,14692,0,4,4
1400,14685,0,6,6
1500,14684,0,1,1
1600,13471,0,2141,2141
1700,12752,0,4,4
1800,12793,0,4,4
1900,12795,0,3,3
2000,12795,0,4,4
2100,12613,0,2091,2091
2200,10774,0,35,35
2300,11184,0,3,3
2400,11179,0,5,5
2500,11164,0,5,5
2600,11146,0,113,113
2700,9516,0,1992,1992
2800,9824,0,4,4
2900,9817,0,6,6
3000,9818,0,13,13
3100,9798,0,15,15
3200,8702,0,2033,2033
3300,8618,0,10,10
3400,8615,0,6,6
3500,8606,0,11,11
3600,8600,0,7,7
3700,7949,0,1994,1994
3800,7678,0,15,15
3900,7710,0,15,15
4000,7708,0,8,8
4100,7705,0,10,10
4200,7511,0,1894,1894
4300,6615,0,126,126
4400,6882,0,14,14
4500,6873,0,14,14
4600,6868,0,15,15
4700,6831,0,199,199
4800,6050,0,1808,1808
4900,6238,0,18,18
5000,6245,0,16,16
5100,6235,0,19,19
5200,6211,0,50,50
5300,5543,0,1943,1943
5400,5614,0,23,23
5500,5617,0,18,18
5600,5616,0,33,33
5700,5598,0,32,32
5800,5196,0,1866,1866
5900,5038,0,82,82
6000,5029,0,28,28
6100,5038,0,26,26
6200,5028,0,37,37
6300,4888,0,1656,1656
6400,4387,0,266,266
6500,4555,0,27,27
6600,4539,0,35,35
6700,4529,0,40,40
6800,4496,0,295,295
6900,3968,0,1586,1586
7000,4060,0,38,38
7100,4049,0,31,31
7200,4043,0,41,41
7300,4019,0,87,87
7400,3606,0,1773,1773
7500,3630,0,60,60
7600,3619,0,47,47
7700,3617,0,54,54
7800,3597,0,71,71
7900,3349,0,1682,1682
8000,3173,0,157,157
8100,3195,0,69,69
8200,3180,0,59,59
8300,3172,0,78,78
8400,3100,0,1377,1377
8500,2787,0,430,430
8600,2847,0,75,75
8700,2833,0,67,67
8800,2817,0,83,83
8900,2777,0,289,289
9000,2453,0,1456,1456
9100,2499,0,88,88
9200,2483,0,91,91
9300,2453,0,105,105
9400,2432,0,125,125
9500,2243,0,1546,1546
9600,2218,0,132,132
9700,2199,0,123,123
9800,2176,0,120,120
9900,2153,0,137,137
10000,2029,0,1324,1324
10100,1963,0,284,284
10200,1979,0,161,161
10300,1965,0,146,146
10400,1936,0,172,172
10500,1936,0,919,919
10600,1806,0,581,581
10700,1793,0,210,210
10800,1774,0,199,199
10900,1745,0,208,208
11000,1719,0,304,304
11100,1601,0,1036,1036
11200,1564,0,219,219
11300,1538,0,255,255
11400,1513,0,266,266
11500,1478,0,263,263
11600,1431,0,791,791
11700,1365,0,308,308
11800,1334,0,292,292
11900,1320,0,290,290
12000,1305,0,273,273
12100,1281,0,572,572
12200,1231,0,466,466
12300,1206,0,307,307
12400,1178,0,298,298
12500,1180,0,319,319
12600,1140,0,378,378
12700,1110,0,597,597
12800,1108,0,328,328
12900,1095,0,311,311
13000,1081,0,327,327
13100,1042,0,336,336
13200,1000,0,617,617
13300,995,0,350,350
13400,964,0,338,338
