update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9997,40000,0,0,2,6,0,3,2,3,1,1,0,0,0,0,0,0
200,9995,40000,0,0,1,7,1,1,2,4,1,3,0,0,0,0,0,0
300,9996,40000,0,0,3,14,0,2,1,9,0,4,0,0,0,0,0,0
400,9991,40000,0,0,1,7,2,4,4,8,2,3,0,0,0,0,0,0
500,9997,40000,0,0,0,13,0,4,2,17,1,1,0,0,0,0,0,0
600,9999,34093,0,0,0,9,0,3,1,5,0,2,0,0,0,0,0,0
700,9991,32317,0,4,5,10,1,1,3,3,0,3,0,0,0,0,0,0
800,9994,32319,0,4,0,15,1,3,3,9,2,4,0,0,0,0,0,0
900,9996,32314,0,4,1,8,0,4,3,9,0,6,0,0,0,0,0,0
1000,9991,32307,0,4,5,8,0,3,2,8,2,5,0,0,0,0,0,0
1100,9987,29139,0,4,2,7,3,1,5,6,3,2,0,0,0,0,0,0
1200,9994,26198,0,4,3,2,0,0,3,8,0,2,0,0,0,0,0,0
1300,9993,26198,0,4,1,7,3,3,2,3,1,3,0,0,0,0,0,0
1400,9997,26192,0,4,1,3,0,1,1,5,1,7,0,0,0,0,0,0
1500,9997,26180,0,4,0,6,2,3,0,5,1,3,0,0,0,0,0,0
1600,9997,24840,1,4,1,2,0,2,1,3,0,2,0,0,0,0,0,0
1700,9986,21311,5,4,4,7,1,1,3,1,1,3,0,0,0,0,0,0
1800,9983,21395,8,4,2,5,2,1,2,5,3,1,0,0,0,0,0,0
1900,9985,21395,4,4,1,5,3,5,6,6,1,1,0,0,0,0,0,0
2000,9988,21381,7,4,1,3,2,1,1,5,1,1,0,0,0,0,0,0
2100,9987,21310,5,4,4,3,2,2,2,8,0,5,0,0,0,0,0,0
2200,9993,17607,1,4,1,8,1,1,2,1,2,5,0,0,0,0,0,0
2300,9993,17710,0,5,1,1,4,5,1,6,0,3,1,0,0,0,0,0
2400,9990,17698,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0
2500,9990,17689,0,4,5,5,2,1,0,4,3,2,0,0,0,0,0,0
2600,9988,17655,0,4,3,6,4,2,4,5,1,4,0,0,0,0,0,0
2700,9988,15134,3,7,0,5,1,2,7,4,1,1,0,0,0,0,0,0
2800,9985,14623,6,4,2,1,2,2,3,4,2,1,0,0,0,0,0,0
2900,9984,14665,5,6,3,6,2,3,5,0,1,2,0,0,0,0,0,0
3000,9989,14647,4,4,1,5,2,5,3,0,1,4,0,0,0,0,0,0
3100,9985,14642,5,4,5,1,0,2,4,3,1,1,0,0,0,0,0,0
3200,9990,13323,5,4,2,1,2,1,1,4,0,0,0,0,0,0,0,0
3300,9987,12311,8,4,1,5,2,0,2,3,0,2,0,0,0,0,0,0
3400,9980,12395,9,4,0,0,4,0,5,0,2,1,0,0,0,0,0,0
3500,9980,12396,10,5,0,5,2,2,6,2,1,1,1,0,0,0,0,0
3600,9976,12371,15,4,1,2,3,2,4,3,1,1,0,0,0,0,0,0
3700,9973,11744,15,4,2,3,4,4,4,1,2,1,0,0,0,0,0,0
3800,9961,10390,23,5,3,3,6,2,7,1,0,0,0,0,0,0,0,0
3900,9975,10541,17,5,2,2,2,2,1,2,2,1,1,0,0,0,0,0
4000,9966,10560,18,4,4,2,3,0,9,2,0,1,0,0,0,0,0,0
4100,9974,10555,17,5,3,0,0,4,5,0,1,1,0,0,0,0,0,0
4200,9973,10473,17,5,3,2,5,2,2,0,0,2,0,0,0,0,0,0
4300,9975,8863,17,4,2,5,2,2,4,2,0,1,0,0,0,0,0,0
4400,9970,9091,18,5,3,3,3,1,5,2,1,0,0,0,0,0,0,0
4500,9970,9138,21,10,2,4,1,2,5,0,1,1,0,0,0,0,0,0
4600,9969,9133,18,4,0,2,3,2,8,3,2,2,0,0,0,0,0,0
4700,9972,9084,18,4,1,2,4,1,5,1,0,2,0,0,0,0,0,0
4800,9962,7920,23,4,5,1,3,2,6,5,1,1,0,0,0,0,0,0
4900,9959,7842,23,6,4,2,8,5,6,2,0,0,0,0,0,0,0,0
5000,9973,7923,20,9,2,4,0,9,2,2,3,1,0,0,0,0,0,0
5100,9967,7955,22,8,3,0,3,5,5,4,0,0,0,0,0,0,0,0
5200,9959,7968,25,8,3,0,7,4,5,5,1,0,0,0,0,0,0,0
5300,9964,7233,31,8,1,2,2,2,2,1,0,0,0,0,0,0,0,0
