update,count,hosted_syms
0,10000,10000
100,10000,10000
200,10000,10000
300,10000,10000
400,10000,10000
500,10000,9986
600,10000,8179
700,10000,8187
800,10000,8186
900,10000,8186
1000,10000,8185
1100,10000,6782
1200,10000,6799
1300,10000,6798
1400,10000,6799
1500,10000,6795
1600,10000,5520
1700,10000,5747
1800,10000,5752
1900,10000,5753
2000,10000,5751
2100,10000,4666
2200,10000,4953
2300,10000,4973
2400,10000,4973
2500,10000,4970
2600,10000,4904
2700,10000,4307
2800,10000,4398
2900,10000,4403
3000,10000,4403
3100,10000,4392
3200,10000,3851
3300,10000,3968
3400,10000,3982
3500,10000,3986
3600,10000,3983
3700,10000,3313
3800,10000,3580
3900,10000,3637
4000,10000,3644
4100,10000,3643
4200,10000,3052
4300,10000,3290
4400,10000,3368
4500,10000,3381
4600,10000,3384
4700,10000,3343
4800,10000,3046
4900,10000,3171
5000,10000,3203
5100,10000,3211
5200,10000,3200
5300,10000,2836
5400,10000,2974
5500,10000,3017
5600,10000,3036
5700,10000,3044
5800,10000,2613
5900,10000,2780
6000,10000,2843
6100,10000,2873
6200,10000,2891
6300,10000,2537
6400,10000,2664
6500,10000,2738
6600,10000,2789
6700,10000,2806
6800,10000,2778
6900,10000,2557
7000,10000,2649
7100,10000,2688
7200,10000,2687
7300,10000,2698
7400,10000,2437
7500,10000,2534
7600,10000,2594
7700,10000,2615
7800,10000,2623
7900,10000,2424
8000,10000,2503
8100,10000,2534
8200,10000,2549
8300,10000,2537
8400,10000,2515
8500,10000,2483
8600,10000,2523
8700,10000,2544
8800,10000,2551
8900,10000,2566
9000,10000,2488
9100,10000,2505
9200,10000,2502
9300,10000,2480
9400,10000,2450
9500,10000,2356
9600,10000,2324
9700,10000,2291
9800,10000,2275
9900,10000,2234
10000,10000,2186
10100,10000,2113
10200,10000,2087
10300,10000,2058
10400,10000,2019
10500,10000,1970
10600,10000,1925
10700,10000,1891
10800,10000,1850
10900,10000,1809
11000,10000,1785
11100,10000,1752
11200,10000,1730
11300,10000,1716
11400,10000,1686
11500,10000,1636
11600,10000,1597
11700,10000,1575
11800,10000,1546
11900,10000,1513
12000,10000,1478
12100,10000,1438
12200,10000,1393
12300,10000,1358
12400,10000,1353
12500,10000,1328
12600,10000,1297
12700,10000,1289
12800,10000,1265
12900,10000,1228
13000,10000,1199
13100,10000,1167
13200,10000,1140
13300,10000,1121
13400,10000,1107
13500,10000,1085
13600,10000,1077
13700,10000,1049
13800,10000,1013
13900,10000,1003
14000,10000,977
14100,10000,954
14200,10000,946
14300,10000,928
14400,10000,913
14500,10000,895
14600,10000,886
14700,10000,862
14800,10000,848
14900,10000,836
15000,10000,830
15100,10000,823
15200,10000,803
15300,10000,795
15400,10000,778
15500,10000,771
15600,10000,755
15700,10000,741
15800,10000,736
15900,10000,726
16000,10000,717
16100,10000,713
16200,10000,703
16300,10000,689
16400,10000,680
16500,10000,671
16600,10000,669
16700,10000,663
16800,10000,651
16900,10000,635
17000,10000,633
17100,10000,625
17200,10000,619
17300,10000,609
17400,10000,606
17500,10000,602
17600,10000,594
17700,10000,575
17800,10000,561
17900,10000,556
18000,10000,550
18100,10000,545
18200,10000,537
18300,10000,529
18400,10000,527
18500,10000,525
18600,10000,519
18700,10000,499
18800,10000,501
18900,10000,495
19000,10000,477
19100,10000,471
19200,10000,467
19300,10000,454
19400,10000,445
19500,10000,437
19600,10000,437
19700,10000,428
19800,10000,421
19900,10000,421
20000,10000,415
20100,10000,415
20200,10000,416
20300,10000,409
20400,10000,403
20500,10000,398
20600,10000,398
20700,10000,385
20800,10000,378
20900,10000,376
21000,10000,361
21100,10000,354
21200,10000,353
21300,10000,361
21400,10000,354
21500,10000,353
21600,10000,355
21700,10000,355
21800,10000,352
21900,10000,352
22000,10000,350
22100,10000,352
22200,10000,358
22300,10000,357
22400,10000,346
22500,10000,339
22600,10000,332
22700,10000,325
22800,10000,328
22900,10000,322
23000,10000,322
23100,10000,315
23200,10000,327
23300,10000,324
23400,10000,324
23500,10000,328
23600,10000,329
23700,10000,325
23800,10000,329
23900,10000,326
24000,10000,321
24100,10000,313
24200,10000,315
24300,10000,319
24400,10000,321
24500,10000,314
24600,10000,314
24700,10000,316
24800,10000,316
24900,10000,314
25000,10000,317
25100,10000,311
25200,10000,307
25300,10000,315
25400,10000,318
25500,10000,315
25600,10000,307
25700,10000,313
25800,10000,312
25900,10000,311
26000,10000,318
26100,10000,310
26200,10000,311
26300,10000,311
26400,10000,304
26500,10000,301
26600,10000,298
26700,10000,291
26800,10000,287
26900,10000,293
27000,10000,294
27100,10000,293
27200,10000,285
27300,10000,289
27400,10000,294
27500,10000,294
27600,10000,293
27700,10000,285
27800,10000,287
27900,10000,290
28000,10000,288
28100,10000,288
28200,10000,286
28300,10000,292
