update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10009,0,0,0
200,20028,0,0,0
300,20022,0,0,0
400,20016,0,0,0
500,20021,0,0,0
600,16248,176,0,0
700,16117,9,0,0
800,16108,0,0,0
900,16113,0,0,0
1000,16112,1,0,0
1100,14476,212,0,0
1200,13058,20,0,0
1300,13059,1,0,0
1400,13057,2,0,0
1500,13048,0,0,0
1600,11969,32,0,0
1700,10585,232,0,0
1800,10663,7,0,0
1900,10659,4,0,0
2000,10657,4,0,0
2100,10552,4,0,0
2200,8665,308,0,0
2300,8756,22,0,0
2400,8752,3,0,0
2500,8752,6,0,0
2600,8724,6,0,0
2700,7261,269,0,0
2800,7240,95,0,0
2900,7269,7,0,0
3000,7263,3,0,0
3100,7251,2,0,0
3200,6523,233,0,0
3300,6107,127,0,0
3400,6143,19,0,0
3500,6151,5,0,0
3600,6156,6,0,0
3700,5718,61,0,0
3800,5101,274,0,0
3900,5215,61,0,0
4000,5230,11,0,0
4100,5235,7,0,0
4200,5141,14,0,0
4300,4347,280,0,0
4400,4465,86,0,0
4500,4495,20,0,0
4600,4492,11,0,0
4700,4481,13,0,0
4800,3825,230,0,0
4900,3871,143,0,0
5000,3925,45,0,0
5100,3920,22,0,0
5200,3900,15,0,0
5300,3471,174,0,0
5400,3303,158,0,0
5500,3361,60,0,0
5600,3385,38,0,0
5700,3388,23,0,0
5800,3159,65,0,0
5900,2837,193,0,0
6000,2928,93,0,0
6100,2950,48,0,0
6200,2962,36,0,0
6300,2914,27,0,0
6400,2548,198,0,0
6500,2621,103,0,0
6600,2658,69,0,0
6700,2664,37,0,0
6800,2646,28,0,0
6900,2340,145,0,0
7000,2358,127,0,0
7100,2409,63,0,0
7200,2406,40,0,0
7300,2404,44,0,0
7400,2226,92,0,0
7500,2137,127,0,0
7600,2190,91,0,0
7700,2194,61,0,0
7800,2196,56,0,0
7900,2097,69,0,0
8000,1969,149,0,0
8100,2005,80,0,0
8200,2017,75,0,0
8300,2008,69,0,0
8400,1969,74,0,0
8500,1886,94,0,0
8600,1901,106,0,0
8700,1896,106,0,0
8800,1886,83,0,0
8900,1891,82,0,0
9000,1834,75,0,0
9100,1798,87,0,0
9200,1779,74,0,0
9300,1769,67,0,0
9400,1760,53,0,0
9500,1704,43,0,0
9600,1654,57,0,0
9700,1615,49,0,0
9800,1597,61,0,0
9900,1588,32,0,0
10000,1530,40,0,0
10100,1485,37,0,0
10200,1469,36,0,0
10300,1441,49,0,0
10400,1412,43,0,0
10500,1371,44,0,0
10600,1324,39,0,0
10700,1288,34,0,0
10800,1262,27,0,0
10900,1213,39,0,0
11000,1190,35,0,0
11100,1170,32,0,0
11200,1142,39,0,0
11300,1125,42,0,0
11400,1105,25,0,0
11500,1075,23,0,0
11600,1058,35,0,0
11700,1047,24,0,0
11800,1032,30,0,0
11900,1003,31,0,0
12000,978,20,0,0
12100,962,13,0,0
12200,925,24,0,0
12300,897,19,0,0
12400,882,26,0,0
12500,862,23,0,0
12600,844,21,0,0
12700,835,28,0,0
12800,809,26,0,0
12900,787,13,0,0
13000,772,20,0,0
13100,742,17,0,0
13200,713,19,0,0
13300,709,21,0,0
13400,712,30,0,0
13500,694,24,0,0
13600,677,30,0,0
13700,675,21,0,0
13800,653,13,0,0
13900,626,19,0,0
14000,615,11,0,0
14100,600,19,0,0
14200,583,31,0,0
14300,585,14,0,0
14400,575,24,0,0
14500,562,17,0,0
14600,550,17,0,0
14700,539,11,0,0
14800,524,17,0,0
14900,519,21,0,0
15000,502,19,0,0
15100,495,20,0,0
15200,487,12,0,0
15300,476,23,0,0
15400,451,16,0,0
15500,441,16,0,0
15600,440,15,0,0
15700,438,15,0,0
15800,428,24,0,0
15900,421,21,0,0
16000,414,17,0,0
16100,415,16,0,0
16200,410,15,0,0
16300,404,15,0,0
16400,388,23,0,0
16500,367,15,0,0
16600,368,15,0,0
16700,363,16,0,0
16800,360,11,0,0
16900,358,16,0,0
17000,359,16,0,0
17100,355,13,0,0
17200,352,18,0,0
17300,351,14,0,0
17400,346,17,0,0
17500,347,12,0,0
17600,351,17,0,0
17700,351,9,0,0
17800,346,9,0,0
17900,323,15,0,0
18000,326,14,0,0
18100,309,11,0,0
18200,299,8,0,0
18300,292,14,0,0
18400,286,15,0,0
18500,298,15,0,0
18600,292,11,0,0
18700,288,5,0,0
18800,280,14,0,0
18900,280,13,0,0
19000,274,11,0,0
19100,273,9,0,0
19200,272,11,0,0
19300,261,11,0,0
19400,258,14,0,0
19500,250,11,0,0
19600,246,15,0,0
19700,237,10,0,0
19800,242,16,0,0
19900,247,12,0,0
20000,250,12,0,0
20100,255,15,0,0
20200,257,16,0,0
20300,243,8,0,0
20400,241,13,0,0
20500,244,13,0,0
20600,247,12,0,0
20700,234,3,0,0
20800,227,9,0,0
20900,220,16,0,0
21000,210,7,0,0
21100,209,10,0,0
21200,208,14,0,0
21300,210,15,0,0
21400,212,7,0,0
21500,216,8,0,0
21600,209,16,0,0
21700,219,12,0,0
21800,228,7,0,0
21900,228,12,0,0
22000,217,11,0,0
22100,211,15,0,0
22200,220,16,0,0
22300,223,12,0,0
22400,227,10,0,0
22500,218,10,0,0
22600,211,6,0,0
22700,199,9,0,0
22800,200,10,0,0
22900,192,9,0,0
23000,191,10,0,0
23100,199,13,0,0
23200,202,21,0,0
23300,214,14,0,0
23400,210,12,0,0
23500,210,18,0,0
23600,208,16,0,0
23700,205,7,0,0
23800,204,13,0,0
23900,201,6,0,0
24000,201,9,0,0
24100,199,5,0,0
24200,191,16,0,0
24300,186,13,0,0
24400,187,18,0,0
24500,179,9,0,0
24600,190,9,0,0
24700,190,11,0,0
24800,182,8,0,0
24900,190,9,0,0
25000,191,10,0,0
25100,187,9,0,0
25200,191,11,0,0
25300,193,16,0,0
25400,201,10,0,0
25500,198,13,0,0
25600,197,10,0,0
25700,192,12,0,0
25800,197,10,0,0
25900,203,10,0,0
26000,210,16,0,0
26100,208,6,0,0
26200,205,12,0,0
26300,201,13,0,0
26400,200,7,0,0
26500,195,9,0,0
26600,199,8,0,0
26700,206,8,0,0
26800,195,9,0,0
26900,198,15,0,0
27000,200,13,0,0
27100,197,5,0,0
27200,196,6,0,0
27300,191,10,0,0
27400,189,14,0,0
27500,194,7,0,0
27600,191,10,0,0
27700,188,7,0,0
27800,182,11,0,0
27900,175,18,0,0
28000,172,8,0,0
28100,170,12,0,0
28200,174,9,0,0
28300,171,12,0,0
28400,178,14,0,0
28500,178,8,0,0
28600,182,9,0,0
28700,184,13,0,0
28800,194,8,0,0
28900,189,13,0,0
29000,185,11,0,0
29100,188,8,0,0
29200,194,13,0,0
29300,191,13,0,0
29400,192,8,0,0
29500,200,5,0,0
29600,201,10,0,0
29700,204,13,0,0
29800,198,10,0,0
29900,194,13,0,0
30000,205,14,0,0
30100,207,16,0,0
30200,212,12,0,0
30300,209,7,0,0
30400,203,6,0,0
30500,215,10,0,0
30600,220,12,0,0
30700,232,14,0,0
30800,225,7,0,0
30900,222,7,0,0
31000,221,9,0,0
31100,223,12,0,0
31200,218,8,0,0
31300,216,10,0,0
31400,213,6,0,0
31500,211,12,0,0
31600,214,11,0,0
31700,225,16,0,0
31800,218,11,0,0
31900,218,9,0,0
32000,214,12,0,0
32100,216,4,0,0
32200,217,8,0,0
32300,215,13,0,0
32400,217,10,0,0
32500,222,11,0,0
32600,222,15,0,0
32700,227,8,0,0
32800,220,11,0,0
32900,219,8,0,0
33000,208,14,0,0
33100,217,8,0,0
33200,207,12,0,0
33300,198,11,0,0
33400,210,10,0,0
33500,218,15,0,0
33600,206,11,0,0
33700,198,6,0,0
33800,183,10,0,0
33900,183,5,0,0
34000,187,7,0,0
34100,190,11,0,0
34200,195,15,0,0
34300,193,11,0,0
34400,187,5,0,0
34500,192,9,0,0
34600,184,10,0,0
34700,184,6,0,0
34800,184,10,0,0
34900,192,9,0,0
35000,195,15,0,0
35100,204,9,0,0
35200,198,7,0,0
35300,202,9,0,0
35400,201,12,0,0
35500,192,4,0,0
35600,176,14,0,0
35700,185,15,0,0
35800,186,11,0,0
35900,185,6,0,0
36000,191,8,0,0
36100,179,10,0,0
36200,175,6,0,0
36300,179,8,0,0
36400,187,11,0,0
36500,195,12,0,0
36600,205,10,0,0
36700,198,13,0,0
36800,191,9,0,0
36900,197,12,0,0
37000,189,8,0,0
37100,192,9,0,0
37200,187,7,0,0
37300,184,11,0,0
37400,188,11,0,0
37500,191,7,0,0
37600,191,16,0,0
37700,208,9,0,0
37800,216,9,0,0
37900,223,7,0,0
38000,242,12,0,0
38100,254,8,0,0
38200,250,11,0,0
38300,239,5,0,0
38400,229,12,0,0
38500,241,7,0,0
38600,235,12,0,0
38700,239,9,0,0
38800,245,9,0,0
38900,245,17,0,0
39000,255,12,0,0
39100,281,11,0,0
39200,304,7,0,0
39300,299,12,0,0
39400,303,8,0,0
39500,285,6,0,0
39600,268,9,0,0
39700,279,9,0,0
39800,288,10,0,0
39900,269,11,0,0
40000,271,9,0,0
40100,258,11,0,0
40200,248,11,0,0
40300,255,13,0,0
40400,282,14,0,0
40500,264,12,0,0
40600,262,7,0,0
40700,282,17,0,0
40800,295,12,0,0
40900,310,12,0,0
41000,323,9,0,0
41100,305,5,0,0
41200,305,11,0,0
41300,310,11,0,0
41400,309,8,0,0
41500,317,11,0,0
41600,313,10,0,0
41700,304,7,0,0
41800,299,10,0,0
41900,300,7,0,0
42000,312,12,0,0
42100,318,11,0,0
42200,318,15,0,0
42300,327,11,0,0
42400,326,11,0,0
42500,338,12,0,0
42600,341,14,0,0
42700,358,15,0,0
42800,360,6,0,0
42900,370,9,0,0
43000,364,12,0,0
43100,375,10,0,0
43200,350,9,0,0
43300,362,9,0,0
43400,363,13,0,0
43500,380,10,0,0
43600,407,14,0,0
43700,386,11,0,0
43800,396,13,0,0
43900,399,13,0,0
44000,418,11,0,0
44100,435,14,0,0
44200,449,6,0,0
44300,450,6,0,0
44400,435,10,0,0
44500,453,9,0,0
44600,439,3,0,0
44700,415,9,0,0
44800,393,12,0,0
