update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,200070,0,0,0,0
200,200090,0,0,0,0
300,200125,0,0,0,0
400,200135,0,0,0,0
500,200125,0,0,0,0
600,179495,0,0,0,0
700,172685,0,0,0,0
800,172635,0,0,0,0
900,172625,0,0,0,0
1000,172640,0,0,0,0
1100,161765,0,0,0,0
1200,151055,0,0,0,0
1300,151025,0,0,0,0
1400,151040,0,0,0,0
1500,150985,0,0,0,0
1600,146140,0,0,0,0
1700,132520,0,0,0,0
1800,132340,0,0,0,0
1900,132355,0,0,0,0
2000,132355,0,0,0,0
2100,132055,0,0,0,0
2200,117435,0,0,0,0
2300,117430,0,0,0,0
2400,117405,0,0,0,0
2500,117250,0,0,0,0
2600,117175,0,0,0,0
2700,107615,0,0,0,0
2800,104535,0,0,0,0
2900,104390,0,0,0,0
3000,104410,0,0,0,0
3100,104330,0,0,0,0
3200,98970,0,0,0,0
3300,93880,0,0,0,0
3400,93830,0,0,0,0
3500,93835,0,0,0,0
3600,93765,0,0,0,0
3700,91410,0,0,0,0
3800,85085,0,0,0,0
3900,84825,0,0,0,0
4000,84745,0,0,0,0
4100,84535,0,0,0,0
4200,84290,0,0,0,0
4300,77555,0,0,0,0
4400,77385,0,0,0,0
4500,77225,0,0,0,0
4600,77210,0,0,0,0
4700,77035,0,0,0,0
4800,72365,0,0,0,0
4900,70945,0,0,0,0
5000,70635,0,0,0,0
5100,70655,0,0,0,0
5200,70370,0,0,0,0
5300,67485,0,0,0,0
5400,64830,0,0,0,0
5500,64605,0,0,0,0
5600,64600,0,0,0,0
5700,64320,0,0,0,0
5800,62805,0,0,0,0
5900,59070,0,0,0,0
6000,58905,0,0,0,0
6100,58610,0,0,0,0
6200,58380,0,0,0,0
6300,58015,0,0,0,0
6400,53545,0,0,0,0
6500,53315,0,0,0,0
6600,52965,0,0,0,0
6700,52685,0,0,0,0
6800,52405,0,0,0,0
6900,48770,0,0,0,0
7000,47445,0,0,0,0
7100,47155,0,0,0,0
7200,46840,0,0,0,0
7300,46430,0,0,0,0
7400,44290,0,0,0,0
7500,42505,0,0,0,0
7600,42325,0,0,0,0
7700,41890,0,0,0,0
7800,41465,0,0,0,0
7900,40465,0,0,0,0
8000,38675,0,0,0,0
8100,38280,0,0,0,0
8200,37710,0,0,0,0
8300,37260,0,0,0,0
8400,36865,0,0,0,0
8500,34250,0,0,0,0
8600,33750,0,0,0,0
8700,33305,0,0,0,0
8800,33220,0,0,0,0
8900,32910,0,0,0,0
9000,31680,0,0,0,0
9100,30930,0,0,0,0
9200,30330,0,0,0,0
9300,29905,0,0,0,0
9400,29205,0,0,0,0
9500,27955,0,0,0,0
9600,26840,0,0,0,0
9700,26155,0,0,0,0
9800,25550,0,0,0,0
9900,24650,0,0,0,0
10000,23785,0,0,0,0
10100,22670,0,0,0,0
10200,22380,0,0,0,0
10300,21885,0,0,0,0
10400,21435,0,0,0,0
10500,20935,0,0,0,0
10600,20100,0,0,0,0
10700,19610,0,0,0,0
10800,18975,0,0,0,0
10900,18680,0,0,0,0
11000,18050,0,0,0,0
11100,17505,0,0,0,0
11200,16740,0,0,0,0
11300,16200,0,0,0,0
11400,15730,0,0,0,0
11500,15390,0,0,0,0
11600,14860,0,0,0,0
11700,14180,0,0,0,0
11800,13850,0,0,0,0
11900,13410,0,0,0,0
12000,12990,0,0,0,0
12100,12660,0,0,0,0
12200,12425,0,0,0,0
12300,12245,0,0,0,0
12400,11885,0,0,0,0
12500,11525,0,0,0,0
12600,11260,0,0,0,0
12700,11195,0,0,0,0
12800,10845,0,0,0,0
12900,10395,0,0,0,0
13000,10185,0,0,0,0
13100,10075,0,0,0,0
13200,10030,0,0,0,0
13300,9950,0,0,0,0
13400,9540,0,0,0,0
13500,9280,0,0,0,0
13600,9000,0,0,0,0
13700,8985,0,0,0,0
13800,8940,0,0,0,0
13900,8980,0,0,0,0
14000,8990,0,0,0,0
14100,8845,0,0,0,0
14200,8815,0,0,0,0
14300,8715,0,0,0,0
14400,8415,0,0,0,0
14500,8045,0,0,0,0
14600,8045,0,0,0,0
14700,7630,0,0,0,0
14800,7650,0,0,0,0
14900,7760,0,0,0,0
15000,7710,0,0,0,0
15100,7365,0,0,0,0
15200,7355,0,0,0,0
15300,7335,0,0,0,0
15400,7310,0,0,0,0
15500,7305,0,0,0,0
15600,7425,0,0,0,0
15700,7130,0,0,0,0
15800,7190,0,0,0,0
15900,7125,0,0,0,0
16000,7115,0,0,0,0
16100,7110,0,0,0,0
16200,7390,0,0,0,0
16300,7325,0,0,0,0
16400,7330,0,0,0,0
16500,6755,0,0,0,0
16600,6800,0,0,0,0
16700,6745,0,0,0,0
16800,6730,0,0,0,0
16900,6575,0,0,0,0
17000,6085,0,0,0,0
17100,5930,0,0,0,0
17200,6120,0,0,0,0
17300,6130,0,0,0,0
17400,6355,0,0,0,0
17500,6275,0,0,0,0
17600,6095,0,0,0,0
17700,6105,0,0,0,0
17800,5910,0,0,0,0
17900,5945,0,0,0,0
18000,5655,0,0,0,0
18100,5395,0,0,0,0
18200,5780,0,0,0,0
18300,5465,0,0,0,0
18400,5465,0,0,0,0
18500,5615,0,0,0,0
18600,5560,0,0,0,0
18700,5510,0,0,0,0
18800,5530,0,0,0,0
18900,5585,0,0,0,0
19000,5640,0,0,0,0
19100,5655,0,0,0,0
19200,5630,0,0,0,0
19300,5515,0,0,0,0
19400,5475,0,0,0,0
19500,5705,0,0,0,0
19600,5500,0,0,0,0
19700,5620,0,0,0,0
19800,5210,0,0,0,0
19900,5165,0,0,0,0
20000,5085,0,0,0,0
20100,5225,0,0,0,0
20200,5280,0,0,0,0
20300,5270,0,0,0,0
20400,5275,0,0,0,0
20500,4925,0,0,0,0
20600,5170,0,0,0,0
20700,5165,0,0,0,0
20800,4990,0,0,0,0
20900,5065,0,0,0,0
21000,5025,0,0,0,0
21100,5030,0,0,0,0
21200,5055,0,0,0,0
21300,5230,0,0,0,0
21400,4995,0,0,0,0
21500,5045,0,0,0,0
21600,4665,0,0,0,0
21700,4700,0,0,0,0
21800,4550,0,0,0,0
21900,4540,0,0,0,0
22000,4685,0,0,0,0
22100,4560,0,0,0,0
22200,4495,0,0,0,0
22300,4225,0,0,0,0
22400,4230,0,0,0,0
22500,3965,0,0,0,0
22600,3945,0,0,0,0
22700,4105,0,0,0,0
22800,4125,0,0,0,0
22900,4450,0,0,0,0
23000,4490,0,0,0,0
23100,4520,0,0,0,0
23200,4555,0,0,0,0
23300,4410,0,0,0,0
23400,4035,0,0,0,0
23500,4140,0,0,0,0
23600,4045,0,0,0,0
23700,3965,0,0,0,0
23800,3910,0,0,0,0
23900,4010,0,0,0,0
24000,4080,0,0,0,0
24100,4375,0,0,0,0
24200,4160,0,0,0,0
24300,4120,0,0,0,0
24400,4200,0,0,0,0
24500,4280,0,0,0,0
24600,4420,0,0,0,0
24700,4365,0,0,0,0
24800,4340,0,0,0,0
24900,4055,0,0,0,0
25000,4155,0,0,0,0
25100,4105,0,0,0,0
25200,4270,0,0,0,0
25300,4095,0,0,0,0
25400,4240,0,0,0,0
25500,4240,0,0,0,0
25600,4330,0,0,0,0
25700,4385,0,0,0,0
25800,4230,0,0,0,0
25900,4390,0,0,0,0
26000,4380,0,0,0,0
26100,4250,0,0,0,0
26200,4090,0,0,0,0
26300,4065,0,0,0,0
26400,4210,0,0,0,0
26500,3980,0,0,0,0
26600,3760,0,0,0,0
26700,3975,0,0,0,0
26800,3980,0,0,0,0
26900,3725,0,0,0,0
27000,3620,0,0,0,0
27100,3440,0,0,0,0
27200,3195,0,0,0,0
27300,3430,0,0,0,0
27400,3325,0,0,0,0
27500,3325,0,0,0,0
27600,3160,0,0,0,0
27700,2990,0,0,0,0
27800,3090,0,0,0,0
27900,3070,0,0,0,0
28000,3150,0,0,0,0
28100,2900,0,0,0,0
28200,2860,0,0,0,0
28300,2700,0,0,0,0
28400,2785,0,0,0,0
28500,2880,0,0,0,0
28600,2885,0,0,0,0
28700,2895,0,0,0,0
28800,2820,0,0,0,0
28900,2855,0,0,0,0
29000,2805,0,0,0,0
29100,2915,0,0,0,0
29200,3075,0,0,0,0
29300,3105,0,0,0,0
29400,3215,0,0,0,0
29500,3415,0,0,0,0
29600,3320,0,0,0,0
29700,3390,0,0,0,0
29800,3630,0,0,0,0
29900,3540,0,0,0,0
30000,3450,0,0,0,0
30100,3370,0,0,0,0
30200,3425,0,0,0,0
30300,3345,0,0,0,0
30400,3235,0,0,0,0
30500,3190,0,0,0,0
30600,3035,0,0,0,0
30700,3085,0,0,0,0
30800,3190,0,0,0,0
30900,3240,0,0,0,0
31000,3325,0,0,0,0
31100,3370,0,0,0,0
31200,3515,0,0,0,0
31300,3375,0,0,0,0
31400,3420,0,0,0,0
31500,3555,0,0,0,0
31600,3560,0,0,0,0
31700,3340,0,0,0,0
31800,3485,0,0,0,0
31900,3330,0,0,0,0
32000,3255,0,0,0,0
32100,3195,0,0,0,0
32200,2945,0,0,0,0
32300,3045,0,0,0,0
32400,3195,0,0,0,0
32500,3150,0,0,0,0
32600,2935,0,0,0,0
32700,2895,0,0,0,0
32800,2815,0,0,0,0
32900,2755,0,0,0,0
33000,2955,0,0,0,0
33100,2775,0,0,0,0
33200,2690,0,0,0,0
33300,2750,0,0,0,0
33400,2650,0,0,0,0
33500,2640,0,0,0,0
33600,2750,0,0,0,0
33700,2930,0,0,0,0
33800,3040,0,0,0,0
33900,3035,0,0,0,0
34000,3030,0,0,0,0
34100,3060,0,0,0,0
34200,2990,0,0,0,0
34300,3140,0,0,0,0
34400,3165,0,0,0,0
34500,3400,0,0,0,0
34600,3405,0,0,0,0
34700,3440,0,0,0,0
34800,3325,0,0,0,0
34900,3375,0,0,0,0
35000,3365,0,0,0,0
35100,3250,0,0,0,0
35200,3295,0,0,0,0
35300,3160,0,0,0,0
35400,3270,0,0,0,0
35500,3270,0,0,0,0
35600,3310,0,0,0,0
35700,3565,0,0,0,0
35800,3090,0,0,0,0
35900,3105,0,0,0,0
36000,3155,0,0,0,0
36100,3175,0,0,0,0
36200,3155,0,0,0,0
36300,3035,0,0,0,0
36400,3180,0,0,0,0
36500,3245,0,0,0,0
36600,3235,0,0,0,0
36700,3360,0,0,0,0
36800,3080,0,0,0,0
36900,3025,0,0,0,0
37000,3105,0,0,0,0
37100,3155,0,0,0,0
37200,3220,0,0,0,0
37300,3290,0,0,0,0
