update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10017,0,0,0
200,20024,0,0,0
300,20020,0,0,0
400,20014,0,0,0
500,20035,0,0,0
600,16253,183,0,0
700,16125,11,0,0
800,16132,0,0,0
900,16119,0,0,0
1000,16119,0,0,0
1100,14481,209,0,0
1200,13123,34,0,0
1300,13132,1,0,0
1400,13128,2,0,0
1500,13129,0,0,0
1600,12043,37,0,0
1700,10619,235,0,0
1800,10699,6,0,0
1900,10698,1,0,0
2000,10705,4,0,0
2100,10583,5,0,0
2200,8715,291,0,0
2300,8806,21,0,0
2400,8821,2,0,0
2500,8817,3,0,0
2600,8805,3,0,0
2700,7310,278,0,0
2800,7322,79,0,0
2900,7353,8,0,0
3000,7349,2,0,0
3100,7346,3,0,0
3200,6545,229,0,0
3300,6032,122,0,0
3400,6070,19,0,0
3500,6082,11,0,0
3600,6080,7,0,0
3700,5637,71,0,0
3800,5072,286,0,0
3900,5196,49,0,0
4000,5212,13,0,0
4100,5206,9,0,0
4200,5118,18,0,0
4300,4345,310,0,0
4400,4450,79,0,0
4500,4472,20,0,0
4600,4481,10,0,0
4700,4473,13,0,0
4800,3791,222,0,0
4900,3825,152,0,0
5000,3887,35,0,0
5100,3893,20,0,0
5200,3885,10,0,0
5300,3494,192,0,0
5400,3321,158,0,0
5500,3393,60,0,0
5600,3406,15,0,0
5700,3395,15,0,0
5800,3183,95,0,0
5900,2885,244,0,0
6000,3006,97,0,0
6100,3064,30,0,0
6200,3073,23,0,0
6300,3006,36,0,0
6400,2616,237,0,0
6500,2700,106,0,0
6600,2752,45,0,0
6700,2774,31,0,0
6800,2755,28,0,0
6900,2387,175,0,0
7000,2421,146,0,0
7100,2506,80,0,0
7200,2545,38,0,0
7300,2542,26,0,0
7400,2301,133,0,0
7500,2229,161,0,0
7600,2296,93,0,0
7700,2320,52,0,0
7800,2310,37,0,0
7900,2204,76,0,0
8000,2035,168,0,0
8100,2101,111,0,0
8200,2162,59,0,0
8300,2172,43,0,0
8400,2114,50,0,0
8500,1862,149,0,0
8600,1917,119,0,0
8700,1926,77,0,0
8800,1945,47,0,0
8900,1926,51,0,0
9000,1724,120,0,0
9100,1733,112,0,0
9200,1788,83,0,0
9300,1799,86,0,0
9400,1808,77,0,0
9500,1744,67,0,0
9600,1702,123,0,0
9700,1742,97,0,0
9800,1744,97,0,0
9900,1756,66,0,0
10000,1725,73,0,0
10100,1677,99,0,0
10200,1663,97,0,0
10300,1691,69,0,0
10400,1664,71,0,0
10500,1655,73,0,0
10600,1612,64,0,0
10700,1606,77,0,0
10800,1604,56,0,0
10900,1593,59,0,0
11000,1577,50,0,0
11100,1540,37,0,0
11200,1506,55,0,0
11300,1481,40,0,0
11400,1462,36,0,0
11500,1422,57,0,0
11600,1400,46,0,0
11700,1364,42,0,0
11800,1335,39,0,0
11900,1324,38,0,0
12000,1280,29,0,0
12100,1232,26,0,0
12200,1194,30,0,0
12300,1153,31,0,0
12400,1124,31,0,0
12500,1094,27,0,0
12600,1067,30,0,0
12700,1046,23,0,0
12800,1018,20,0,0
12900,997,27,0,0
13000,984,30,0,0
13100,963,26,0,0
13200,924,18,0,0
13300,902,19,0,0
13400,860,29,0,0
13500,855,24,0,0
13600,843,20,0,0
13700,829,13,0,0
13800,812,18,0,0
13900,807,20,0,0
14000,797,12,0,0
14100,783,20,0,0
14200,770,14,0,0
14300,749,19,0,0
14400,739,16,0,0
14500,733,18,0,0
14600,717,18,0,0
14700,709,19,0,0
14800,703,20,0,0
14900,687,15,0,0
15000,671,16,0,0
15100,659,18,0,0
15200,637,17,0,0
15300,601,14,0,0
15400,593,6,0,0
15500,582,17,0,0
15600,567,14,0,0
15700,567,11,0,0
15800,547,14,0,0
15900,526,12,0,0
16000,512,14,0,0
16100,499,16,0,0
16200,497,5,0,0
16300,478,15,0,0
16400,468,11,0,0
16500,456,11,0,0
16600,445,13,0,0
16700,425,12,0,0
16800,433,15,0,0
16900,414,14,0,0
17000,417,17,0,0
