update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9997,40000,0,0,3,3,0,0,2,0,0,1,0,0,0,0,0,0
200,9994,40000,0,0,2,14,0,3,3,7,1,5,0,0,0,0,0,0
300,9996,40000,0,0,0,5,1,3,0,7,3,3,0,0,0,0,0,0
400,9992,40000,0,0,1,10,1,1,4,5,2,2,0,0,0,0,0,0
500,9990,39999,0,0,8,8,1,2,1,3,0,2,0,0,0,0,0,0
600,9990,33986,0,0,1,7,2,6,5,10,2,1,0,0,0,0,0,0
700,9999,32163,0,0,0,11,1,6,0,5,0,5,0,0,0,0,0,0
800,9988,32164,0,0,5,4,2,2,2,3,3,3,0,0,0,0,0,0
900,9991,32162,1,0,4,5,0,3,3,2,1,4,0,0,0,0,0,0
1000,9995,32161,0,0,0,9,1,0,3,4,1,4,0,0,0,0,0,0
1100,9993,29049,3,1,1,7,1,4,2,5,0,3,0,0,0,0,0,0
1200,9987,26188,5,0,1,8,3,2,4,7,0,3,0,0,0,0,0,0
1300,9992,26202,4,1,1,5,2,5,0,6,1,2,0,0,0,0,0,0
1400,9990,26200,4,0,0,3,0,3,5,12,1,3,0,0,0,0,0,0
1500,9983,26197,4,1,4,7,1,3,7,6,1,1,0,0,0,0,0,0
1600,9983,24843,7,0,1,8,2,1,5,10,2,0,0,0,0,0,0,0
1700,9990,21339,4,0,1,7,1,2,3,5,1,1,0,0,0,0,0,0
1800,9994,21433,5,0,0,0,0,1,0,7,1,1,0,0,0,0,0,0
1900,9985,21433,6,0,2,2,2,1,3,10,2,1,0,0,0,0,0,0
2000,9984,21431,5,0,1,10,2,2,6,4,2,4,0,0,0,0,0,0
2100,9985,21365,4,0,2,7,5,3,3,6,1,2,0,0,0,0,0,0
2200,9990,17504,0,0,5,2,3,3,2,6,0,2,0,0,0,0,0,0
2300,9987,17638,0,0,3,2,6,2,2,6,2,2,0,0,0,0,0,0
2400,9984,17641,1,0,2,3,5,2,8,0,0,2,0,0,0,0,0,0
2500,9988,17634,0,1,0,3,6,2,5,2,1,2,0,0,0,0,0,0
2600,9990,17613,2,0,0,4,5,3,2,8,1,3,0,0,0,0,0,0
2700,9986,15195,3,2,2,1,4,0,4,5,1,1,0,0,0,0,0,0
2800,9989,14736,2,1,1,2,0,3,7,6,1,0,0,0,0,0,0,0
2900,9990,14787,4,0,3,0,1,0,2,5,0,0,0,0,0,0,0,0
3000,9984,14795,1,0,3,4,6,3,6,3,0,0,0,0,0,0,0,0
3100,9982,14785,3,0,1,5,7,2,6,5,1,2,0,0,0,0,0,0
3200,9986,13410,2,0,1,2,3,1,7,3,0,2,1,0,0,0,0,0
3300,9983,12432,2,0,5,3,4,3,4,3,1,2,1,0,0,0,0,0
3400,9995,12495,2,0,2,3,0,4,1,1,0,0,0,0,0,0,0,0
3500,9988,12496,2,0,0,4,5,2,5,1,0,0,0,0,0,0,0,0
3600,9983,12486,4,1,4,2,6,3,3,4,0,0,0,0,0,0,0,0
3700,9991,11858,2,0,1,3,1,1,3,4,2,1,0,0,0,0,0,0
3800,9989,10497,3,1,1,0,2,1,2,4,3,2,0,0,0,0,0,0
3900,9992,10705,0,3,1,2,6,1,1,3,0,3,0,0,0,0,0,0
4000,9987,10706,2,0,3,1,5,0,1,2,2,1,0,0,0,0,0,0
4100,9983,10696,6,0,1,0,0,2,6,2,4,2,0,0,0,0,0,0
4200,9985,10638,5,0,4,2,2,0,2,1,2,0,0,0,0,0,0,0
4300,9994,9012,1,2,1,1,0,2,3,1,1,1,0,0,0,0,0,0
4400,9988,9258,0,4,4,2,2,5,4,1,2,0,0,0,0,0,0,0
4500,9993,9312,0,6,2,0,1,1,4,4,0,2,0,0,0,0,0,0
4600,9988,9328,2,5,1,1,4,1,4,1,1,0,0,0,0,0,0,0
4700,9989,9312,0,8,1,5,1,1,8,4,1,1,0,0,0,0,0,0
4800,9982,8096,7,5,3,2,3,2,3,5,2,0,0,0,0,0,0,0
4900,9977,8054,11,4,3,1,1,2,6,1,2,0,0,0,0,0,0,0
5000,9984,8162,10,4,2,1,1,3,3,3,0,0,0,0,0,0,0,0
5100,9981,8189,9,5,0,3,5,1,4,3,1,0,0,0,0,0,0,0
5200,9984,8183,9,6,1,2,3,2,2,1,1,0,0,0,0,0,0,0
5300,9973,7494,12,4,3,1,2,2,9,0,1,1,0,0,0,0,0,0
5400,9976,7116,15,4,1,3,4,2,3,0,1,0,0,0,0,0,0,0
5500,9976,7259,13,5,1,0,1,0,8,2,1,0,0,0,0,0,0,0
5600,9974,7302,13,4,1,0,5,1,5,2,2,2,0,0,0,0,0,0
5700,9973,7297,12,6,6,0,2,4,6,3,1,0,0,0,0,0,0,0
5800,9980,6944,11,9,5,1,0,1,3,2,1,1,0,0,0,0,0,0
5900,9971,6320,15,4,2,0,4,1,8,2,0,0,0,0,0,0,0,0
6000,9977,6509,14,4,0,0,5,0,4,1,0,1,0,0,0,0,0,0
6100,9968,6554,18,4,2,2,4,3,7,1,1,0,0,0,0,0,0,0
6200,9972,6567,16,7,1,3,5,1,5,0,1,1,0,0,0,0,0,0
6300,9974,6510,14,4,2,3,4,1,5,2,1,0,0,0,0,0,0,0
6400,9964,5553,25,4,2,1,1,0,6,2,2,0,0,0,0,0,0,0
6500,9968,5751,24,4,1,1,5,1,2,1,0,1,0,0,0,0,0,0
6600,9969,5808,24,4,0,1,4,2,3,1,0,0,0,1,0,0,0,0
6700,9966,5841,27,4,2,0,3,0,2,0,0,0,0,0,0,0,0,0
6800,9966,5854,26,4,2,0,3,5,3,0,0,1,0,0,0,0,0,0
6900,9958,5235,31,4,2,2,5,2,3,0,1,0,0,0,0,0,0,0
7000,9957,5299,33,4,0,1,2,2,6,0,2,1,0,0,0,0,0,0
7100,9959,5415,34,5,2,1,1,1,3,1,1,0,0,0,0,0,0,0
7200,9958,5461,30,4,2,0,4,1,4,4,2,1,0,0,0,0,0,0
7300,9959,5475,31,5,1,1,6,3,3,2,0,0,0,0,0,0,0,0
7400,9967,5004,26,4,1,1,2,2,2,2,2,0,0,0,0,0,0,0
7500,9954,4754,28,4,6,0,3,2,7,2,2,0,0,0,0,0,0,0
7600,9961,4914,31,5,3,0,2,0,2,0,1,0,0,0,0,0,0,0
7700,9950,5014,32,5,5,1,6,3,6,1,1,1,0,0,0,0,0,0
7800,9952,5042,34,5,4,1,2,1,8,0,0,0,0,0,0,0,0,0
7900,9952,4843,38,4,5,0,2,1,3,0,0,0,0,0,0,0,0,0
8000,9934,4430,44,7,4,1,11,2,3,0,4,0,0,0,0,0,0,0
8100,9935,4587,43,10,5,3,13,1,4,1,0,0,0,0,0,0,0,0
8200,9935,4680,49,12,3,0,9,3,3,1,1,1,0,0,0,0,0,0
8300,9928,4724,49,12,7,0,12,1,4,1,0,1,0,0,0,0,0,0
8400,9920,4663,48,13,3,0,13,1,9,1,7,0,0,0,0,0,0,0
8500,9929,4088,49,13,7,1,7,2,6,1,2,0,0,0,0,0,0,0
8600,9930,4298,50,14,6,1,7,1,7,0,0,0,0,0,0,0,0,0
8700,9938,4405,44,14,3,1,8,1,6,0,1,1,0,0,0,0,0,0
8800,9929,4435,42,18,4,1,18,1,5,1,2,0,0,0,0,0,0,0
8900,9934,4444,48,16,2,1,11,0,4,0,1,1,0,0,0,0,0,0
9000,9914,3976,68,14,2,2,10,1,3,1,3,2,0,0,0,0,0,0
9100,9898,3971,74,13,5,2,12,0,10,3,1,1,0,0,0,0,0,0
9200,9905,4051,77,12,2,1,7,0,7,2,1,0,1,0,0,0,0,0
9300,9922,4107,65,14,3,0,5,4,5,2,0,0,0,0,0,0,0,0
9400,9912,4127,65,12,4,2,10,0,5,1,3,0,1,0,0,0,0,0
9500,9922,3871,64,12,5,1,5,2,4,1,0,0,0,0,0,0,0,0
9600,9893,3693,82,12,1,2,10,2,12,0,2,0,0,0,0,0,0,0
9700,9898,3857,84,15,3,2,10,1,4,2,1,0,0,0,0,0,0,0
9800,9884,3934,94,12,3,1,9,4,6,3,4,0,0,0,0,0,0,0
9900,9878,3991,102,12,2,0,8,2,6,1,4,0,0,0,0,0,0,0
10000,9878,3903,102,12,2,1,11,2,5,4,2,0,0,0,0,0,0,0
10100,9866,3657,111,10,1,1,9,0,12,3,1,0,0,0,0,0,0,0
10200,9843,3771,134,10,1,1,10,0,6,1,5,0,1,0,0,0,0,0
10300,9805,3850,172,8,9,0,8,0,5,1,1,0,0,0,0,0,0,0
10400,9778,3912,178,10,29,0,10,0,4,2,1,0,0,0,0,0,0,0
10500,9752,3898,203,12,24,2,12,3,8,1,1,1,0,0,0,0,0,0
10600,9822,3630,160,27,2,4,11,2,3,0,2,0,0,0,0,0,0,0
10700,9807,3734,166,28,5,1,12,0,7,1,2,0,1,0,0,0,0,0
10800,9798,3799,174,33,7,2,11,0,8,4,1,0,1,0,0,0,0,0
10900,9823,3857,156,37,3,1,9,2,2,1,4,0,3,0,0,0,0,0
11000,9814,3901,161,36,2,1,10,9,10,2,2,0,1,0,0,0,0,0
11100,9809,3670,166,40,6,1,9,7,6,1,3,0,1,0,0,0,0,0
11200,9807,3627,170,37,7,1,8,4,4,3,3,1,1,0,0,0,0,0
11300,9782,3712,179,41,8,1,14,5,12,1,2,0,3,0,0,0,0,0
11400,9751,3775,222,43,4,0,14,4,7,3,2,1,0,0,0,0,0,0
11500,9736,3843,239,42,3,1,13,7,7,0,2,0,0,0,0,0,0,0
11600,9740,3732,236,41,3,0,13,7,5,0,3,0,0,0,0,0,0,0
11700,9736,3597,238,44,3,1,13,6,9,2,1,1,0,0,0,0,0,0
11800,9767,3659,203,42,6,1,15,4,6,3,3,2,0,0,0,0,0,0
11900,9745,3660,231,46,4,1,12,5,4,1,3,0,1,0,0,0,0,0
12000,9726,3700,245,47,5,0,13,7,7,2,4,0,0,0,0,0,0,0
12100,9721,3674,251,38,3,0,11,6,10,1,4,0,0,0,0,0,0,0
12200,9701,3470,269,32,6,0,13,4,9,0,2,1,0,0,0,0,0,0
12300,9726,3496,250,42,3,2,11,4,9,1,0,0,1,0,0,0,0,0
12400,9732,3503,234,42,5,0,20,5,7,2,2,1,0,0,0,0,0,0
12500,9729,3508,229,45,6,1,24,5,9,3,3,0,0,1,0,0,0,0
12600,9709,3483,253,43,6,0,20,5,11,4,1,2,0,0,0,0,0,0
12700,9712,3348,264,43,7,1,11,6,5,2,1,0,0,0,0,0,0,0
12800,9686,3386,278,46,7,2,20,4,6,2,3,0,0,0,0,0,0,0
12900,9700,3412,259,89,5,4,26,6,6,0,4,0,0,0,0,0,0,0
13000,9679,3447,269,87,5,5,34,6,11,1,0,0,2,0,0,0,0,0
13100,9728,3458,240,87,2,4,22,5,1,0,6,1,1,0,0,0,0,0
13200,9704,3350,257,87,1,5,27,3,5,2,6,0,0,0,0,0,0,0
13300,9693,3379,266,93,10,4,25,0,4,1,2,0,0,0,0,0,0,0
13400,9702,3378,266,89,2,5,21,1,6,1,3,0,0,0,0,0,0,0
13500,9713,3379,255,103,9,4,20,4,2,1,1,1,0,0,0,0,0,0
13600,9706,3344,255,105,4,5,27,1,6,1,1,1,1,0,0,0,0,0
