update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10011,0,0,0
200,20020,0,0,0
300,20017,0,0,0
400,20026,0,0,0
500,20027,0,27,27
600,16736,0,2213,2213
700,17061,0,0,0
800,17062,0,1,1
900,17062,0,0,0
1000,17052,0,2,2
1100,15236,0,2179,2179
1200,14697,0,2,2
1300,14697,0,2,2
1400,14703,0,1,1
1500,14708,0,1,1
1600,13482,0,2130,2130
1700,12758,0,4,4
1800,12793,0,4,4
1900,12779,0,9,9
2000,12781,0,3,3
2100,12578,0,2060,2060
2200,10853,0,53,53
2300,11252,0,7,7
2400,11239,0,10,10
2500,11245,0,4,4
2600,11222,0,137,137
2700,9730,0,1972,1972
2800,9975,0,10,10
2900,9970,0,17,17
3000,9960,0,14,14
3100,9943,0,32,32
3200,8848,0,2024,2024
3300,8797,0,16,16
3400,8796,0,12,12
3500,8780,0,19,19
3600,8770,0,14,14
3700,8106,0,1980,1980
3800,7806,0,45,45
3900,7835,0,12,12
4000,7811,0,27,27
4100,7809,0,21,21
4200,7598,0,1830,1830
4300,6744,0,179,179
4400,6985,0,27,27
4500,6977,0,27,27
4600,6963,0,28,28
4700,6923,0,233,233
4800,6137,0,1704,1704
4900,6323,0,41,41
5000,6306,0,29,29
5100,6296,0,39,39
5200,6265,0,77,77
5300,5608,0,1856,1856
5400,5650,0,54,54
5500,5637,0,36,36
5600,5619,0,57,57
5700,5590,0,55,55
5800,5213,0,1763,1763
5900,4994,0,136,136
6000,5010,0,50,50
6100,4987,0,55,55
6200,4966,0,67,67
6300,4830,0,1518,1518
6400,4417,0,291,291
6500,4571,0,49,49
6600,4573,0,71,71
6700,4524,0,85,85
6800,4462,0,290,290
6900,3992,0,1504,1504
7000,4061,0,85,85
7100,4043,0,82,82
7200,4005,0,107,107
7300,3980,0,139,139
7400,3618,0,1549,1549
7500,3618,0,125,125
7600,3599,0,92,92
7700,3583,0,134,134
7800,3543,0,129,129
7900,3336,0,1395,1395
8000,3197,0,237,237
8100,3229,0,133,133
8200,3199,0,185,185
8300,3145,0,163,163
8400,3033,0,860,860
8500,2816,0,560,560
8600,2774,0,200,200
8700,2695,0,262,262
8800,2630,0,286,286
8900,2554,0,330,330
9000,2432,0,650,650
9100,2377,0,332,332
9200,2324,0,323,323
9300,2262,0,347,347
9400,2202,0,337,337
9500,2140,0,562,562
9600,2099,0,389,389
9700,2070,0,349,349
9800,2015,0,345,345
9900,1937,0,350,350
10000,1867,0,459,459
10100,1785,0,430,430
10200,1718,0,356,356
10300,1674,0,367,367
10400,1611,0,377,377
10500,1568,0,443,443
10600,1523,0,451,451
10700,1464,0,383,383
10800,1448,0,366,366
10900,1421,0,384,384
11000,1375,0,372,372
11100,1342,0,468,468
11200,1308,0,379,379
11300,1270,0,363,363
11400,1241,0,380,380
11500,1193,0,374,374
11600,1153,0,447,447
11700,1117,0,401,401
11800,1087,0,391,391
11900,1048,0,387,387
12000,1016,0,371,371
