update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10010,0,0,0
200,20026,0,0,0
300,20026,0,0,0
400,20031,0,0,0
500,20030,0,0,0
600,16242,178,0,0
700,16126,6,0,0
800,16118,0,0,0
900,16125,0,0,0
1000,16112,0,0,0
1100,14443,210,0,0
1200,13045,34,0,0
1300,13056,3,0,0
1400,13061,0,0,0
1500,13059,0,0,0
1600,11966,32,0,0
1700,10568,249,0,0
1800,10654,10,0,0
1900,10654,1,0,0
2000,10659,0,0,0
2100,10559,4,0,0
2200,8655,297,0,0
2300,8768,26,0,0
2400,8780,2,0,0
2500,8788,3,0,0
2600,8768,5,0,0
2700,7235,271,0,0
2800,7216,77,0,0
2900,7239,7,0,0
3000,7245,2,0,0
3100,7245,0,0,0
3200,6474,238,0,0
3300,6008,132,0,0
3400,6072,15,0,0
3500,6070,4,0,0
3600,6066,2,0,0
3700,5618,56,0,0
3800,5022,277,0,0
3900,5125,40,0,0
4000,5150,12,0,0
4100,5159,7,0,0
4200,5057,11,0,0
4300,4309,329,0,0
4400,4443,85,0,0
4500,4492,24,0,0
4600,4501,14,0,0
4700,4493,10,0,0
4800,3822,224,0,0
4900,3824,168,0,0
5000,3888,32,0,0
5100,3885,16,0,0
5200,3883,15,0,0
5300,3453,158,0,0
5400,3269,175,0,0
5500,3337,64,0,0
5600,3340,22,0,0
5700,3344,23,0,0
5800,3111,65,0,0
5900,2829,198,0,0
6000,2922,98,0,0
6100,2948,45,0,0
6200,2953,24,0,0
6300,2878,41,0,0
6400,2515,215,0,0
6500,2567,84,0,0
6600,2573,65,0,0
6700,2597,45,0,0
6800,2574,31,0,0
6900,2256,145,0,0
7000,2267,119,0,0
7100,2293,79,0,0
7200,2297,58,0,0
7300,2286,55,0,0
7400,2131,100,0,0
7500,2048,134,0,0
7600,2096,83,0,0
7700,2080,88,0,0
7800,2080,67,0,0
7900,2021,71,0,0
8000,1930,102,0,0
8100,1920,92,0,0
8200,1906,85,0,0
8300,1873,72,0,0
8400,1855,84,0,0
8500,1793,79,0,0
8600,1797,78,0,0
8700,1809,60,0,0
8800,1779,59,0,0
8900,1760,57,0,0
9000,1705,52,0,0
9100,1658,48,0,0
9200,1648,54,0,0
9300,1629,33,0,0
9400,1584,35,0,0
