update,count,hosted_syms
0,10000,10000
100,10000,10000
200,10000,10000
300,10000,10000
400,10000,10000
500,10000,9974
600,10000,8188
700,10000,8201
800,10000,8201
900,10000,8199
1000,10000,8198
1100,10000,6782
1200,10000,6816
1300,10000,6815
1400,10000,6812
1500,10000,6812
1600,10000,5508
1700,10000,5742
1800,10000,5752
1900,10000,5749
2000,10000,5746
2100,10000,4699
2200,10000,4964
2300,10000,4975
2400,10000,4978
2500,10000,4977
2600,10000,4901
2700,10000,4254
2800,10000,4334
2900,10000,4338
3000,10000,4338
3100,10000,4333
3200,10000,3748
3300,10000,3869
3400,10000,3881
3500,10000,3885
3600,10000,3874
3700,10000,3254
3800,10000,3503
3900,10000,3563
4000,10000,3571
4100,10000,3571
4200,10000,2992
4300,10000,3232
4400,10000,3303
4500,10000,3322
4600,10000,3326
4700,10000,3251
4800,10000,2956
4900,10000,3090
5000,10000,3131
5100,10000,3145
5200,10000,3143
5300,10000,2765
5400,10000,2940
5500,10000,3005
5600,10000,3021
5700,10000,3020
5800,10000,2648
5900,10000,2832
6000,10000,2911
6100,10000,2944
6200,10000,2957
6300,10000,2564
6400,10000,2702
6500,10000,2803
6600,10000,2853
6700,10000,2861
6800,10000,2823
6900,10000,2599
7000,10000,2717
7100,10000,2797
7200,10000,2828
7300,10000,2820
7400,10000,2517
7500,10000,2624
7600,10000,2714
7700,10000,2742
7800,10000,2745
7900,10000,2426
8000,10000,2513
8100,10000,2582
8200,10000,2608
8300,10000,2646
8400,10000,2437
8500,10000,2430
8600,10000,2502
8700,10000,2531
8800,10000,2547
8900,10000,2533
9000,10000,2379
9100,10000,2415
9200,10000,2447
9300,10000,2462
9400,10000,2461
9500,10000,2408
9600,10000,2404
9700,10000,2388
9800,10000,2379
9900,10000,2343
10000,10000,2275
10100,10000,2245
10200,10000,2234
10300,10000,2186
10400,10000,2146
10500,10000,2100
10600,10000,2046
10700,10000,2026
10800,10000,2005
10900,10000,1969
11000,10000,1936
11100,10000,1867
11200,10000,1834
11300,10000,1805
11400,10000,1779
11500,10000,1746
11600,10000,1693
11700,10000,1662
11800,10000,1635
11900,10000,1603
12000,10000,1566
12100,10000,1530
12200,10000,1491
12300,10000,1458
12400,10000,1427
12500,10000,1398
12600,10000,1354
12700,10000,1310
12800,10000,1277
12900,10000,1250
13000,10000,1221
13100,10000,1197
13200,10000,1159
13300,10000,1133
13400,10000,1110
13500,10000,1086
13600,10000,1049
13700,10000,1018
13800,10000,994
13900,10000,975
14000,10000,963
14100,10000,948
14200,10000,917
14300,10000,901
14400,10000,872
14500,10000,851
14600,10000,828
14700,10000,809
14800,10000,790
14900,10000,777
15000,10000,759
15100,10000,750
15200,10000,734
15300,10000,709
15400,10000,693
15500,10000,677
15600,10000,664
15700,10000,646
15800,10000,642
15900,10000,635
16000,10000,621
16100,10000,609
16200,10000,598
16300,10000,596
16400,10000,581
16500,10000,565
16600,10000,561
16700,10000,553
16800,10000,542
16900,10000,535
17000,10000,522
17100,10000,514
17200,10000,503
17300,10000,505
17400,10000,493
17500,10000,491
17600,10000,482
17700,10000,477
17800,10000,468
17900,10000,461
18000,10000,457
18100,10000,436
18200,10000,430
18300,10000,425
18400,10000,426
18500,10000,421
18600,10000,415
18700,10000,408
18800,10000,408
18900,10000,403
19000,10000,393
19100,10000,388
19200,10000,387
19300,10000,377
19400,10000,371
19500,10000,371
19600,10000,363
19700,10000,356
19800,10000,353
19900,10000,349
20000,10000,347
20100,10000,346
20200,10000,339
20300,10000,328
20400,10000,327
20500,10000,329
20600,10000,325
20700,10000,323
20800,10000,318
20900,10000,313
21000,10000,314
21100,10000,308
21200,10000,304
21300,10000,295
21400,10000,290
21500,10000,283
21600,10000,276
21700,10000,269
21800,10000,269
21900,10000,266
22000,10000,265
22100,10000,268
22200,10000,262
22300,10000,261
22400,10000,253
22500,10000,252
22600,10000,248
22700,10000,242
22800,10000,240
22900,10000,237
23000,10000,236
23100,10000,237
23200,10000,236
23300,10000,232
23400,10000,234
23500,10000,230
23600,10000,232
23700,10000,229
23800,10000,225
23900,10000,219
24000,10000,209
24100,10000,208
24200,10000,204
24300,10000,203
24400,10000,208
24500,10000,202
24600,10000,212
24700,10000,207
24800,10000,211
24900,10000,217
25000,10000,216
25100,10000,217
25200,10000,215
25300,10000,215
25400,10000,213
25500,10000,225
25600,10000,228
25700,10000,229
25800,10000,237
25900,10000,236
26000,10000,243
26100,10000,243
26200,10000,237
26300,10000,234
26400,10000,232
26500,10000,229
26600,10000,226
26700,10000,228
26800,10000,219
26900,10000,225
27000,10000,225
27100,10000,222
27200,10000,222
27300,10000,220
27400,10000,215
27500,10000,210
27600,10000,213
27700,10000,217
27800,10000,215
27900,10000,213
28000,10000,215
28100,10000,208
28200,10000,202
28300,10000,207
