update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10012,0,0,0
200,20025,0,0,0
300,20033,0,0,0
400,20029,0,0,0
500,20023,0,22,22
600,16756,0,2214,2214
700,17093,0,1,1
800,17100,0,0,0
900,17105,0,1,1
1000,17092,0,1,1
1100,15283,0,2186,2186
1200,14801,0,0,0
1300,14793,0,1,1
1400,14787,0,1,1
1500,14791,0,0,0
1600,13562,0,2155,2155
1700,12828,0,3,3
1800,12860,0,4,4
1900,12869,0,5,5
2000,12854,0,1,1
2100,12642,0,2107,2107
2200,10824,0,43,43
2300,11251,0,6,6
2400,11254,0,3,3
2500,11244,0,5,5
2600,11236,0,124,124
2700,9661,0,1995,1995
2800,9964,0,7,7
2900,9962,0,7,7
3000,9971,0,7,7
3100,9970,0,16,16
3200,8842,0,2087,2087
3300,8917,0,6,6
3400,8925,0,7,7
3500,8919,0,7,7
3600,8903,0,10,10
3700,8269,0,2029,2029
3800,7859,0,31,31
3900,7882,0,11,11
4000,7879,0,13,13
4100,7849,0,18,18
4200,7657,0,1892,1892
4300,6681,0,141,141
4400,6935,0,13,13
4500,6939,0,13,13
4600,6914,0,27,27
4700,6892,0,205,205
4800,6056,0,1816,1816
4900,6242,0,22,22
5000,6219,0,20,20
5100,6221,0,35,35
5200,6187,0,57,57
5300,5522,0,1909,1909
5400,5570,0,40,40
5500,5573,0,25,25
5600,5558,0,40,40
5700,5545,0,48,48
5800,5115,0,1863,1863
5900,4875,0,92,92
6000,4901,0,44,44
6100,4879,0,59,59
6200,4854,0,63,63
6300,4710,0,1596,1596
6400,4288,0,305,305
6500,4447,0,64,64
6600,4418,0,69,69
6700,4402,0,74,74
6800,4356,0,278,278
6900,3886,0,1573,1573
7000,3985,0,72,72
7100,3951,0,85,85
7200,3921,0,98,98
7300,3880,0,116,116
7400,3515,0,1641,1641
7500,3505,0,105,105
7600,3482,0,90,90
7700,3450,0,121,121
7800,3423,0,137,137
7900,3204,0,1378,1378
8000,3066,0,233,233
8100,3049,0,136,136
8200,3015,0,189,189
8300,2963,0,201,201
8400,2881,0,804,804
8500,2653,0,517,517
8600,2603,0,255,255
8700,2569,0,275,275
8800,2522,0,311,311
8900,2456,0,316,316
9000,2345,0,592,592
9100,2297,0,310,310
9200,2221,0,310,310
9300,2164,0,324,324
9400,2106,0,369,369
9500,2046,0,516,516
9600,1990,0,354,354
9700,1956,0,337,337
9800,1905,0,350,350
9900,1869,0,348,348
10000,1804,0,473,473
10100,1744,0,404,404
10200,1704,0,350,350
10300,1647,0,362,362
10400,1625,0,345,345
10500,1588,0,388,388
10600,1517,0,421,421
10700,1472,0,357,357
10800,1439,0,360,360
10900,1399,0,362,362
11000,1374,0,369,369
11100,1331,0,437,437
11200,1297,0,366,366
11300,1256,0,364,364
11400,1206,0,369,369
11500,1177,0,374,374
11600,1139,0,443,443
11700,1117,0,362,362
11800,1083,0,360,360
11900,1048,0,367,367
12000,1021,0,368,368
12100,993,0,445,445
12200,971,0,399,399
12300,931,0,386,386
12400,929,0,394,394
12500,903,0,377,377
12600,895,0,408,408
12700,879,0,414,414
12800,865,0,383,383
12900,837,0,383,383
13000,808,0,371,371
13100,762,0,391,391
13200,750,0,409,409
13300,737,0,364,364
13400,696,0,372,372
13500,685,0,383,383
13600,680,0,386,386
13700,662,0,428,428
13800,665,0,377,377
13900,661,0,385,385
14000,651,0,386,386
14100,643,0,395,395
14200,633,0,419,419
14300,628,0,397,397
14400,610,0,391,391
14500,644,0,388,388
14600,623,0,406,406
14700,624,0,399,399
14800,621,0,412,412
14900,610,0,380,380
15000,590,0,404,404
15100,573,0,395,395
15200,563,0,411,411
15300,535,0,404,404
15400,547,0,400,400
15500,539,0,396,396
15600,525,0,397,397
15700,523,0,398,398
15800,523,0,415,415
15900,530,0,383,383
16000,532,0,390,390
16100,520,0,388,388
16200,505,0,397,397
16300,518,0,404,404
16400,491,0,384,384
16500,501,0,382,382
16600,499,0,391,391
16700,506,0,396,396
16800,495,0,389,389
16900,464,0,388,388
17000,449,0,402,402
17100,471,0,376,376
17200,459,0,374,374
17300,450,0,406,406
17400,459,0,394,394
17500,454,0,398,398
17600,453,0,383,383
17700,467,0,380,380
17800,487,0,384,384
17900,486,0,398,398
18000,491,0,385,385
18100,476,0,380,380
18200,469,0,377,377
18300,474,0,396,396
18400,438,0,396,396
18500,447,0,404,404
18600,414,0,400,400
18700,400,0,394,394
18800,412,0,388,388
18900,433,0,385,385
19000,440,0,420,420
19100,419,0,389,389
19200,430,0,385,385
19300,419,0,386,386
19400,404,0,404,404
19500,399,0,384,384
19600,385,0,398,398
19700,382,0,380,380
19800,379,0,394,394
19900,370,0,389,389
20000,402,0,394,394
20100,391,0,396,396
20200,354,0,402,402
20300,364,0,403,403
20400,367,0,390,390
20500,349,0,405,405
20600,323,0,391,391
20700,314,0,385,385
20800,321,0,388,388
20900,293,0,398,398
21000,288,0,387,387
21100,270,0,401,401
21200,294,0,392,392
21300,299,0,400,400
21400,300,0,403,403
21500,302,0,395,395
21600,318,0,388,388
21700,315,0,398,398
21800,316,0,389,389
21900,314,0,397,397
22000,285,0,384,384
22100,284,0,385,385
22200,326,0,379,379
22300,311,0,395,395
22400,327,0,387,387
22500,333,0,388,388
22600,338,0,408,408
22700,305,0,397,397
22800,317,0,397,397
22900,318,0,392,392
23000,283,0,387,387
23100,270,0,400,400
23200,264,0,400,400
23300,255,0,381,381
23400,267,0,398,398
23500,234,0,404,404
23600,223,0,396,396
