update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,40000,0,0,0,9,2,1,2,2,0,2,0,0,0,0,0,0
200,9994,40000,0,0,3,7,0,3,3,5,0,3,0,0,0,0,0,0
300,9997,40000,0,0,1,9,1,5,1,7,0,4,0,0,0,0,0,0
400,9993,40000,0,0,5,9,1,5,1,7,0,6,0,0,0,0,0,0
500,9994,40000,0,0,1,12,0,2,4,5,1,6,0,0,0,0,0,0
600,9996,34077,0,0,2,5,1,3,1,10,0,5,0,0,0,0,0,0
700,9994,32293,0,0,3,7,0,5,0,11,3,2,0,0,0,0,0,0
800,9999,32293,0,0,0,9,1,5,0,6,0,6,0,0,0,0,0,0
900,9995,32292,0,0,2,9,1,2,1,6,1,4,0,0,0,0,0,0
1000,9993,32290,0,0,2,5,1,5,4,4,0,2,0,0,0,0,0,0
1100,9989,29183,1,0,3,7,1,6,4,5,2,3,0,0,0,0,0,0
1200,9991,26295,1,0,4,7,0,2,3,1,1,2,0,0,0,0,0,0
1300,9990,26293,1,0,2,9,4,2,2,7,1,3,0,0,0,0,0,0
1400,9991,26287,0,0,3,5,2,8,3,6,1,1,0,0,0,0,0,0
1500,9996,26281,0,0,1,8,1,3,1,4,1,3,0,0,0,0,0,0
1600,9987,24995,1,0,6,6,2,3,3,4,1,2,0,0,0,0,0,0
1700,9989,21592,0,3,3,4,5,3,2,5,1,4,0,0,0,0,0,0
1800,9990,21680,2,4,1,2,3,0,3,6,1,2,0,0,0,0,0,0
1900,9980,21678,1,4,6,2,5,1,8,5,0,1,0,0,0,0,0,0
2000,9992,21674,1,7,0,5,2,2,3,4,2,1,0,0,0,0,0,0
2100,9990,21599,0,4,3,3,2,1,3,5,2,2,0,0,0,0,0,0
2200,9983,17780,0,7,6,4,7,0,1,4,3,1,0,0,0,0,0,0
2300,9983,17902,2,8,2,4,4,1,7,7,0,5,2,0,0,0,0,0
2400,9991,17908,1,9,2,6,3,2,2,3,1,3,0,0,0,0,0,0
2500,9990,17907,1,8,3,2,3,3,3,2,0,3,0,0,0,0,0,0
2600,9986,17901,4,9,3,3,4,5,3,2,0,4,0,0,0,0,0,0
2700,9983,15492,2,8,5,3,2,1,6,1,2,0,0,0,0,0,0,0
2800,9988,15038,5,9,0,4,5,3,2,4,0,1,0,0,0,0,0,0
2900,9991,15065,2,9,1,4,5,4,1,3,0,2,0,0,0,0,0,0
3000,9986,15067,5,9,4,3,2,2,3,4,0,1,0,0,0,0,0,0
3100,9987,15061,1,9,1,6,9,4,2,0,0,1,0,0,0,0,0,0
3200,9980,13683,2,7,7,1,2,1,6,2,3,2,0,0,0,0,0,0
3300,9988,12678,2,9,3,4,3,2,2,3,2,2,0,0,0,0,0,0
3400,9990,12758,0,8,4,1,4,2,1,1,1,2,0,0,0,0,0,0
3500,9988,12763,1,9,1,6,6,0,4,5,0,1,0,0,0,0,0,0
3600,9986,12762,0,10,2,0,4,2,6,1,2,3,0,0,0,0,0,0
3700,9984,12103,1,8,4,0,11,1,0,6,0,0,0,0,0,0,0,0
3800,9986,10582,5,0,2,2,5,2,2,0,0,1,0,0,0,0,0,0
3900,9991,10764,3,3,1,3,3,2,2,6,0,2,0,0,0,0,0,0
4000,9984,10785,5,1,2,3,8,1,1,1,0,2,0,0,0,0,0,0
4100,9992,10782,5,0,1,0,1,2,1,1,0,1,0,0,0,0,0,0
4200,9988,10731,5,0,1,4,2,3,3,3,1,1,0,0,0,0,0,0
4300,9988,8964,4,2,0,2,5,0,2,3,1,1,0,0,0,0,0,0
4400,9984,9197,7,2,2,0,3,0,3,5,1,1,0,0,0,0,0,0
4500,9981,9241,6,0,2,5,2,0,7,0,2,1,0,0,0,0,0,0
4600,9980,9268,6,2,2,0,6,0,3,1,2,1,1,0,0,0,0,0
4700,9977,9261,10,3,3,3,2,0,7,4,1,0,0,0,0,0,0,0
4800,9984,8078,8,2,1,0,6,0,1,2,0,0,0,0,0,0,0,0
4900,9974,7953,11,5,0,0,9,2,4,4,2,0,0,0,0,0,0,0
5000,9977,8083,9,4,4,3,9,1,1,0,0,1,0,0,0,0,0,0
5100,9973,8089,9,6,4,0,9,1,2,2,3,1,0,0,0,0,0,0
