update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10011,0,0,0
200,20020,0,0,0
300,20017,0,0,0
400,20026,0,0,0
500,20027,0,0,0
600,16217,178,0,0
700,16076,12,0,0
800,16078,1,0,0
900,16075,0,0,0
1000,16082,0,0,0
1100,14430,181,0,0
1200,13024,25,0,0
1300,13033,0,0,0
1400,13032,0,0,0
1500,13029,1,0,0
1600,11930,30,0,0
1700,10521,264,0,0
1800,10602,4,0,0
1900,10590,3,0,0
2000,10584,1,0,0
2100,10502,3,0,0
2200,8577,312,0,0
2300,8680,30,0,0
2400,8697,1,0,0
2500,8689,1,0,0
2600,8682,5,0,0
2700,7173,284,0,0
2800,7154,78,0,0
2900,7184,12,0,0
3000,7188,2,0,0
3100,7188,1,0,0
3200,6433,226,0,0
3300,5961,115,0,0
3400,5994,12,0,0
3500,5999,4,0,0
3600,5992,4,0,0
3700,5524,62,0,0
3800,4927,314,0,0
3900,5066,41,0,0
4000,5078,19,0,0
4100,5087,9,0,0
4200,5015,7,0,0
4300,4257,276,0,0
4400,4373,102,0,0
4500,4414,23,0,0
4600,4417,11,0,0
4700,4403,10,0,0
4800,3714,228,0,0
4900,3758,150,0,0
5000,3839,40,0,0
5100,3837,17,0,0
5200,3841,13,0,0
5300,3466,172,0,0
5400,3275,174,0,0
5500,3345,65,0,0
5600,3377,31,0,0
5700,3380,16,0,0
5800,3138,73,0,0
5900,2854,226,0,0
6000,2949,78,0,0
6100,2980,44,0,0
6200,2988,34,0,0
6300,2922,32,0,0
6400,2537,192,0,0
6500,2605,125,0,0
6600,2640,60,0,0
6700,2629,30,0,0
6800,2622,36,0,0
6900,2317,149,0,0
7000,2317,145,0,0
7100,2361,65,0,0
7200,2358,55,0,0
7300,2342,49,0,0
7400,2157,92,0,0
7500,2041,143,0,0
7600,2081,82,0,0
7700,2089,87,0,0
7800,2092,62,0,0
7900,2016,79,0,0
8000,1915,131,0,0
8100,1923,123,0,0
8200,1913,87,0,0
8300,1903,104,0,0
8400,1902,93,0,0
8500,1850,117,0,0
8600,1860,112,0,0
8700,1852,92,0,0
8800,1864,79,0,0
8900,1853,102,0,0
9000,1802,64,0,0
9100,1753,82,0,0
9200,1736,76,0,0
9300,1733,65,0,0
9400,1705,56,0,0
9500,1651,54,0,0
9600,1607,69,0,0
9700,1598,61,0,0
9800,1595,54,0,0
9900,1573,63,0,0
10000,1545,53,0,0
10100,1494,55,0,0
10200,1475,57,0,0
10300,1448,58,0,0
10400,1412,35,0,0
10500,1367,68,0,0
10600,1344,54,0,0
10700,1306,50,0,0
10800,1281,53,0,0
10900,1259,47,0,0
11000,1232,53,0,0
11100,1213,40,0,0
11200,1172,48,0,0
11300,1160,39,0,0
11400,1150,44,0,0
11500,1138,38,0,0
11600,1103,43,0,0
11700,1058,42,0,0
11800,1056,42,0,0
11900,1043,29,0,0
12000,1028,52,0,0
12100,1019,36,0,0
12200,1014,51,0,0
