update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9999,40000,0,0,2,4,0,0,1,3,0,2,0,0,0,0,0,0
200,9993,40000,0,0,4,10,0,6,2,7,1,5,0,0,0,0,0,0
300,10000,40000,0,0,0,6,0,3,0,10,0,3,0,0,0,0,0,0
400,9998,40000,0,0,1,5,0,1,1,7,0,3,0,0,0,0,0,0
500,9997,39999,0,0,2,6,0,2,1,9,0,5,0,0,0,0,0,0
600,9994,34061,0,0,4,5,1,3,0,7,1,6,0,0,0,0,0,0
700,9992,32263,0,0,2,6,2,5,2,11,2,3,0,0,0,0,0,0
800,9993,32262,0,0,0,4,2,2,4,4,1,1,0,0,0,0,0,0
900,9991,32261,0,0,3,8,1,3,4,5,1,2,0,0,0,0,0,0
1000,9990,32263,0,0,3,5,3,4,4,5,0,1,0,0,0,0,0,0
1100,9987,29121,4,0,5,6,2,4,2,4,0,1,0,0,0,0,0,0
1200,9986,26190,9,0,0,4,1,3,4,7,0,4,0,0,0,0,0,0
1300,9984,26185,8,0,1,6,1,4,4,1,2,4,0,0,0,0,0,0
1400,9986,26183,8,0,1,11,0,1,5,4,0,2,0,0,0,0,0,0
1500,9982,26180,8,0,1,4,4,2,4,4,1,1,0,0,0,0,0,0
1600,9989,24855,8,0,1,4,2,2,0,5,0,4,0,0,0,0,0,0
1700,9989,21355,8,0,1,4,0,2,1,2,1,5,0,0,0,0,0,0
1800,9980,21440,10,1,3,3,0,1,6,8,0,2,1,0,0,0,0,0
1900,9987,21431,9,0,0,3,1,3,2,6,1,2,0,0,0,0,0,0
2000,9981,21417,8,4,2,2,4,3,4,5,1,4,0,0,0,0,0,0
2100,9984,21348,8,0,1,7,5,4,2,2,0,0,0,0,0,0,0,0
2200,9984,17548,7,0,2,3,2,1,4,3,1,1,0,0,0,0,0,0
2300,9990,17670,6,1,2,6,1,2,0,3,1,1,0,0,0,0,0,0
2400,9990,17666,4,2,1,1,0,0,4,4,1,1,0,0,0,0,0,0
2500,9981,17658,4,0,3,2,1,2,9,6,2,0,0,0,0,0,0,0
2600,9982,17629,5,0,2,5,4,1,6,4,1,1,0,0,0,0,0,0
2700,9984,15199,4,2,2,6,1,2,7,5,2,2,0,0,0,0,0,0
2800,9991,14692,5,1,0,3,3,0,1,7,0,3,0,0,0,0,0,0
2900,9989,14721,4,0,1,3,2,1,3,6,1,2,0,0,0,0,0,0
3000,9988,14710,4,0,3,2,0,4,4,1,1,3,0,0,0,0,0,0
3100,9981,14689,9,0,2,2,1,2,7,4,0,1,0,0,0,0,0,0
3200,9989,13410,8,1,0,3,1,1,1,2,1,2,0,0,0,0,0,0
3300,9978,12467,8,0,0,3,6,2,5,2,2,0,1,0,0,0,0,0
3400,9972,12510,18,1,4,2,2,6,4,2,0,0,0,0,0,0,0,0
3500,9982,12515,10,0,1,4,5,1,2,5,0,0,0,0,0,0,0,0
3600,9979,12520,10,0,2,7,2,4,6,2,1,2,0,0,0,0,0,0
3700,9972,11891,13,5,3,3,8,0,3,4,1,1,0,0,0,0,0,0
3800,9966,10500,18,1,4,2,6,2,6,6,0,1,0,0,0,0,0,0
3900,9972,10672,19,0,1,3,0,3,7,3,1,0,0,0,0,0,0,0
4000,9972,10681,19,0,2,1,2,2,4,4,1,3,0,0,0,0,0,0
4100,9965,10687,24,2,3,1,3,2,4,2,1,3,0,0,0,0,0,0
4200,9967,10621,26,2,0,1,1,3,5,0,1,1,0,0,0,0,0,0
4300,9970,9008,24,0,2,4,1,1,3,2,0,2,0,0,0,0,0,0
4400,9953,9202,26,0,6,0,8,3,7,1,0,2,0,0,0,0,0,0
4500,9969,9239,24,0,3,1,1,2,3,1,0,1,0,0,0,0,0,0
4600,9965,9241,23,0,1,0,1,1,5,1,1,0,4,0,0,0,0,0
4700,9963,9228,23,0,4,1,5,1,2,0,2,2,1,0,0,0,0,0
4800,9958,8142,30,0,0,1,6,4,5,4,1,0,0,0,0,0,0,0
4900,9956,8070,31,1,5,0,4,1,2,2,1,1,1,0,0,0,0,0
5000,9952,8143,32,1,4,4,7,1,3,2,2,1,0,0,0,0,0,0
5100,9950,8131,34,4,2,0,3,0,11,2,0,0,0,0,0,0,0,0
5200,9951,8100,38,1,2,1,3,0,5,2,1,2,0,0,0,0,0,0
5300,9950,7381,41,0,0,2,3,3,4,1,2,1,0,0,0,0,0,0
5400,9951,6986,40,3,1,1,3,5,4,4,1,2,0,0,0,0,0,0
5500,9952,7097,38,0,2,2,2,2,5,2,1,0,0,0,0,0,0,0
5600,9942,7133,42,1,3,1,6,2,5,1,2,0,0,0,0,0,0,0
5700,9947,7129,45,0,0,0,3,5,3,1,1,2,1,0,0,0,0,0
5800,9939,6788,48,1,1,2,7,4,4,2,1,0,0,0,0,0,0,0
5900,9931,6082,50,3,6,1,6,1,7,1,0,0,0,0,0,0,0,0
6000,9931,6249,54,5,3,2,8,3,4,2,0,1,0,0,0,0,0,0
6100,9936,6263,50,5,2,3,5,1,5,1,0,1,2,0,0,0,0,0
6200,9929,6283,50,5,2,2,6,1,11,1,2,1,0,0,0,0,0,0
6300,9932,6253,51,5,1,0,10,0,5,3,1,1,0,0,0,0,0,0
6400,9933,5466,49,10,4,0,5,1,7,1,2,1,0,0,0,0,0,0
6500,9929,5619,56,12,3,1,6,3,6,0,0,2,0,0,0,0,0,0
6600,9923,5667,62,14,0,2,7,1,6,2,0,1,2,0,0,0,0,0
