update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,200060,0,0,0,0
200,200120,0,0,0,0
300,200180,0,0,0,0
400,200135,0,0,0,0
500,200105,0,0,0,0
600,170035,0,0,0,0
700,160855,0,0,0,0
800,160810,0,0,0,0
900,160855,0,0,0,0
1000,160850,0,0,0,0
1100,145190,0,0,0,0
1200,130790,0,0,0,0
1300,130805,0,0,0,0
1400,130780,0,0,0,0
1500,130785,0,0,0,0
1600,124005,0,0,0,0
1700,106070,0,0,0,0
1800,106570,0,0,0,0
1900,106580,0,0,0,0
2000,106535,0,0,0,0
2100,106215,0,0,0,0
2200,87180,0,0,0,0
2300,87875,0,0,0,0
2400,87810,0,0,0,0
2500,87745,0,0,0,0
2600,87710,0,0,0,0
2700,75480,0,0,0,0
2800,73150,0,0,0,0
2900,73295,0,0,0,0
3000,73305,0,0,0,0
3100,73275,0,0,0,0
3200,66420,0,0,0,0
3300,61365,0,0,0,0
3400,61705,0,0,0,0
3500,61825,0,0,0,0
3600,61810,0,0,0,0
3700,58800,0,0,0,0
3800,52210,0,0,0,0
3900,53115,0,0,0,0
4000,53190,0,0,0,0
4100,53145,0,0,0,0
4200,52790,0,0,0,0
4300,44555,0,0,0,0
4400,45165,0,0,0,0
4500,45205,0,0,0,0
4600,45090,0,0,0,0
4700,45010,0,0,0,0
4800,39740,0,0,0,0
4900,39465,0,0,0,0
5000,39795,0,0,0,0
5100,39920,0,0,0,0
5200,39990,0,0,0,0
5300,36555,0,0,0,0
5400,34710,0,0,0,0
5500,35275,0,0,0,0
5600,35280,0,0,0,0
5700,35270,0,0,0,0
5800,33365,0,0,0,0
5900,30300,0,0,0,0
6000,30955,0,0,0,0
6100,30990,0,0,0,0
6200,30985,0,0,0,0
6300,30680,0,0,0,0
6400,27055,0,0,0,0
6500,27995,0,0,0,0
6600,28185,0,0,0,0
6700,28080,0,0,0,0
6800,27825,0,0,0,0
6900,25715,0,0,0,0
7000,25070,0,0,0,0
7100,24895,0,0,0,0
7200,24770,0,0,0,0
7300,24460,0,0,0,0
7400,24020,0,0,0,0
7500,23395,0,0,0,0
7600,23030,0,0,0,0
7700,22605,0,0,0,0
7800,22310,0,0,0,0
7900,21850,0,0,0,0
8000,21215,0,0,0,0
8100,20850,0,0,0,0
8200,20310,0,0,0,0
8300,19915,0,0,0,0
8400,19375,0,0,0,0
8500,18440,0,0,0,0
8600,17880,0,0,0,0
8700,17315,0,0,0,0
8800,17085,0,0,0,0
8900,16760,0,0,0,0
9000,16280,0,0,0,0
9100,15875,0,0,0,0
9200,15645,0,0,0,0
9300,15365,0,0,0,0
9400,15040,0,0,0,0
9500,14655,0,0,0,0
9600,14010,0,0,0,0
9700,13555,0,0,0,0
9800,13220,0,0,0,0
9900,13060,0,0,0,0
10000,12730,0,0,0,0
10100,12445,0,0,0,0
10200,12110,0,0,0,0
10300,11745,0,0,0,0
10400,11445,0,0,0,0
10500,11050,0,0,0,0
10600,10695,0,0,0,0
10700,10555,0,0,0,0
10800,10290,0,0,0,0
10900,10160,0,0,0,0
11000,9825,0,0,0,0
11100,9430,0,0,0,0
11200,9125,0,0,0,0
11300,8955,0,0,0,0
11400,8680,0,0,0,0
11500,8545,0,0,0,0
11600,8400,0,0,0,0
11700,8220,0,0,0,0
11800,8095,0,0,0,0
11900,7935,0,0,0,0
12000,7835,0,0,0,0
12100,7740,0,0,0,0
12200,7475,0,0,0,0
12300,7330,0,0,0,0
12400,7115,0,0,0,0
12500,7070,0,0,0,0
12600,7040,0,0,0,0
12700,6840,0,0,0,0
12800,6770,0,0,0,0
12900,6695,0,0,0,0
13000,6520,0,0,0,0
13100,6455,0,0,0,0
13200,6410,0,0,0,0
13300,6320,0,0,0,0
13400,6235,0,0,0,0
13500,6065,0,0,0,0
13600,5910,0,0,0,0
13700,5725,0,0,0,0
13800,5675,0,0,0,0
13900,5475,0,0,0,0
14000,5310,0,0,0,0
14100,5280,0,0,0,0
14200,5240,0,0,0,0
14300,5155,0,0,0,0
14400,5115,0,0,0,0
14500,5095,0,0,0,0
14600,4940,0,0,0,0
14700,4870,0,0,0,0
14800,4855,0,0,0,0
14900,4895,0,0,0,0
15000,4805,0,0,0,0
15100,4665,0,0,0,0
15200,4610,0,0,0,0
15300,4540,0,0,0,0
15400,4540,0,0,0,0
15500,4565,0,0,0,0
15600,4510,0,0,0,0
15700,4565,0,0,0,0
15800,4600,0,0,0,0
15900,4525,0,0,0,0
16000,4445,0,0,0,0
16100,4775,0,0,0,0
16200,5090,0,0,0,0
16300,4945,0,0,0,0
16400,4860,0,0,0,0
16500,4850,0,0,0,0
16600,4725,0,0,0,0
16700,4750,0,0,0,0
16800,4730,0,0,0,0
16900,4710,0,0,0,0
17000,4630,0,0,0,0
17100,4705,0,0,0,0
17200,4735,0,0,0,0
17300,4645,0,0,0,0
17400,4520,0,0,0,0
17500,4260,0,0,0,0
17600,4155,0,0,0,0
17700,4175,0,0,0,0
17800,4145,0,0,0,0
17900,4260,0,0,0,0
18000,4325,0,0,0,0
18100,4435,0,0,0,0
18200,4360,0,0,0,0
18300,4295,0,0,0,0
18400,4455,0,0,0,0
18500,4495,0,0,0,0
18600,4535,0,0,0,0
18700,4485,0,0,0,0
18800,4535,0,0,0,0
18900,4275,0,0,0,0
19000,3775,0,0,0,0
19100,3935,0,0,0,0
19200,3980,0,0,0,0
19300,4120,0,0,0,0
19400,4115,0,0,0,0
19500,4275,0,0,0,0
19600,4310,0,0,0,0
19700,4215,0,0,0,0
19800,4125,0,0,0,0
19900,4195,0,0,0,0
20000,4225,0,0,0,0
20100,4260,0,0,0,0
20200,4415,0,0,0,0
20300,4395,0,0,0,0
20400,4430,0,0,0,0
20500,4405,0,0,0,0
20600,4440,0,0,0,0
20700,4420,0,0,0,0
20800,4485,0,0,0,0
20900,4445,0,0,0,0
21000,4250,0,0,0,0
21100,4215,0,0,0,0
21200,4360,0,0,0,0
21300,4325,0,0,0,0
21400,4240,0,0,0,0
21500,3985,0,0,0,0
21600,4010,0,0,0,0
21700,3980,0,0,0,0
21800,4295,0,0,0,0
21900,4585,0,0,0,0
22000,4560,0,0,0,0
22100,4430,0,0,0,0
22200,4385,0,0,0,0
22300,4445,0,0,0,0
22400,4415,0,0,0,0
22500,4320,0,0,0,0
22600,4450,0,0,0,0
22700,4530,0,0,0,0
22800,4825,0,0,0,0
22900,5130,0,0,0,0
23000,5185,0,0,0,0
23100,5000,0,0,0,0
23200,5115,0,0,0,0
23300,5120,0,0,0,0
23400,4990,0,0,0,0
23500,4860,0,0,0,0
23600,5045,0,0,0,0
23700,5185,0,0,0,0
23800,5345,0,0,0,0
23900,5350,0,0,0,0
24000,5225,0,0,0,0
24100,5235,0,0,0,0
24200,5115,0,0,0,0
24300,5160,0,0,0,0
24400,5125,0,0,0,0
24500,5220,0,0,0,0
24600,5515,0,0,0,0
24700,5845,0,0,0,0
24800,6270,0,0,0,0
24900,6415,0,0,0,0
25000,6405,0,0,0,0
25100,6640,0,0,0,0
25200,6965,0,0,0,0
25300,7120,0,0,0,0
25400,7155,0,0,0,0
25500,6985,0,0,0,0
25600,7000,0,0,0,0
25700,6730,0,0,0,0
25800,6690,0,0,0,0
25900,6665,0,0,0,0
26000,6400,0,0,0,0
26100,6100,0,0,0,0
26200,6235,0,0,0,0
26300,6300,0,0,0,0
26400,5965,0,0,0,0
26500,6055,0,0,0,0
26600,6070,0,0,0,0
26700,6055,0,0,0,0
26800,5890,0,0,0,0
26900,5840,0,0,0,0
27000,5825,0,0,0,0
27100,5480,0,0,0,0
27200,5830,0,0,0,0
27300,6150,0,0,0,0
27400,6370,0,0,0,0
27500,6610,0,0,0,0
27600,6860,0,0,0,0
27700,6830,0,0,0,0
27800,7070,0,0,0,0
27900,7080,0,0,0,0
28000,7045,0,0,0,0
28100,7040,0,0,0,0
28200,7020,0,0,0,0
28300,6870,0,0,0,0
28400,6740,0,0,0,0
28500,6790,0,0,0,0
28600,6790,0,0,0,0
28700,6795,0,0,0,0
28800,6525,0,0,0,0
28900,6455,0,0,0,0
29000,6580,0,0,0,0
29100,6475,0,0,0,0
29200,6330,0,0,0,0
29300,6420,0,0,0,0
29400,6235,0,0,0,0
29500,6495,0,0,0,0
29600,6650,0,0,0,0
29700,6845,0,0,0,0
29800,7000,0,0,0,0
29900,6845,0,0,0,0
30000,7085,0,0,0,0
30100,7340,0,0,0,0
30200,7545,0,0,0,0
30300,7400,0,0,0,0
30400,7095,0,0,0,0
30500,7005,0,0,0,0
30600,7060,0,0,0,0
30700,7375,0,0,0,0
30800,7305,0,0,0,0
30900,7150,0,0,0,0
31000,7105,0,0,0,0
31100,6990,0,0,0,0
31200,7055,0,0,0,0
31300,7220,0,0,0,0
31400,7190,0,0,0,0
31500,7575,0,0,0,0
31600,7540,0,0,0,0
31700,7510,0,0,0,0
31800,7560,0,0,0,0
31900,7820,0,0,0,0
32000,7850,0,0,0,0
32100,7205,0,0,0,0
32200,7390,0,0,0,0
32300,7555,0,0,0,0
32400,7710,0,0,0,0
32500,7875,0,0,0,0
32600,7495,0,0,0,0
32700,7155,0,0,0,0
32800,6840,0,0,0,0
32900,6830,0,0,0,0
33000,6945,0,0,0,0
