update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,10011,0,0,0
200,20022,0,0,0
300,20022,0,0,0
400,20022,0,0,0
500,20026,0,0,0
600,16301,189,0,0
700,16152,7,0,0
800,16164,1,0,0
900,16158,0,0,0
1000,16158,1,0,0
1100,14492,162,0,0
1200,13027,34,0,0
1300,13037,0,0,0
1400,13031,0,0,0
1500,13031,0,0,0
1600,11924,31,0,0
1700,10499,214,0,0
1800,10559,3,0,0
1900,10561,3,0,0
2000,10552,1,0,0
2100,10472,7,0,0
2200,8612,296,0,0
2300,8699,17,0,0
2400,8706,2,0,0
2500,8702,4,0,0
2600,8688,3,0,0
2700,7185,261,0,0
2800,7151,85,0,0
2900,7173,7,0,0
3000,7169,5,0,0
3100,7159,4,0,0
3200,6438,257,0,0
3300,6018,131,0,0
3400,6078,18,0,0
3500,6086,7,0,0
3600,6080,6,0,0
3700,5597,75,0,0
3800,5026,275,0,0
3900,5139,43,0,0
4000,5150,15,0,0
4100,5159,9,0,0
4200,5057,9,0,0
4300,4295,319,0,0
4400,4409,80,0,0
4500,4443,23,0,0
4600,4427,7,0,0
4700,4403,20,0,0
4800,3752,240,0,0
4900,3792,141,0,0
5000,3856,39,0,0
5100,3856,20,0,0
5200,3840,10,0,0
5300,3424,155,0,0
5400,3215,185,0,0
5500,3295,71,0,0
5600,3315,22,0,0
5700,3327,19,0,0
5800,3113,77,0,0
5900,2834,227,0,0
6000,2932,102,0,0
6100,2962,49,0,0
6200,2996,23,0,0
6300,2922,21,0,0
6400,2484,277,0,0
6500,2620,131,0,0
6600,2692,66,0,0
6700,2718,22,0,0
6800,2698,21,0,0
6900,2294,197,0,0
7000,2314,159,0,0
7100,2380,73,0,0
7200,2401,40,0,0
7300,2410,23,0,0
7400,2172,135,0,0
7500,2096,154,0,0
7600,2179,87,0,0
7700,2220,61,0,0
7800,2253,35,0,0
7900,2122,79,0,0
8000,1925,205,0,0
8100,2022,124,0,0
8200,2086,50,0,0
8300,2117,55,0,0
8400,2077,39,0,0
8500,1799,192,0,0
8600,1876,132,0,0
8700,1919,62,0,0
8800,1949,52,0,0
8900,1948,33,0,0
9000,1721,143,0,0
9100,1738,161,0,0
9200,1796,89,0,0
9300,1849,53,0,0
9400,1864,35,0,0
9500,1677,110,0,0
9600,1611,132,0,0
9700,1669,83,0,0
9800,1714,78,0,0
9900,1730,57,0,0
10000,1648,74,0,0
10100,1512,176,0,0
10200,1589,115,0,0
10300,1647,95,0,0
10400,1692,61,0,0
10500,1681,59,0,0
10600,1516,159,0,0
10700,1588,139,0,0
10800,1653,93,0,0
10900,1694,75,0,0
11000,1718,75,0,0
11100,1575,124,0,0
11200,1585,122,0,0
11300,1649,100,0,0
11400,1677,77,0,0
11500,1692,65,0,0
11600,1616,93,0,0
11700,1588,148,0,0
11800,1644,111,0,0
11900,1672,95,0,0
12000,1693,70,0,0
12100,1671,87,0,0
12200,1595,148,0,0
