update,count,hosted_syms
0,10000,10000
100,10000,10000
200,10000,10000
300,10000,10000
400,10000,10000
500,10000,9973
600,10000,8179
700,10000,8185
800,10000,8185
900,10000,8184
1000,10000,8182
1100,10000,6774
1200,10000,6808
1300,10000,6811
1400,10000,6809
1500,10000,6809
1600,10000,5501
1700,10000,5749
1800,10000,5759
1900,10000,5760
2000,10000,5760
2100,10000,4658
2200,10000,4932
2300,10000,4956
2400,10000,4957
2500,10000,4958
2600,10000,4896
2700,10000,4286
2800,10000,4362
2900,10000,4368
3000,10000,4367
3100,10000,4356
3200,10000,3780
3300,10000,3909
3400,10000,3921
3500,10000,3923
3600,10000,3920
3700,10000,3281
3800,10000,3550
3900,10000,3587
4000,10000,3598
4100,10000,3603
4200,10000,3009
4300,10000,3296
4400,10000,3374
4500,10000,3394
4600,10000,3400
4700,10000,3339
4800,10000,3005
4900,10000,3166
5000,10000,3189
5100,10000,3194
5200,10000,3194
5300,10000,2795
5400,10000,2954
5500,10000,3006
5600,10000,3014
5700,10000,3016
5800,10000,2600
5900,10000,2757
6000,10000,2836
6100,10000,2859
6200,10000,2857
6300,10000,2497
6400,10000,2616
6500,10000,2668
6600,10000,2705
6700,10000,2716
6800,10000,2676
6900,10000,2465
7000,10000,2551
7100,10000,2590
7200,10000,2613
7300,10000,2614
7400,10000,2405
7500,10000,2494
7600,10000,2538
7700,10000,2568
7800,10000,2552
7900,10000,2478
8000,10000,2467
8100,10000,2478
8200,10000,2487
8300,10000,2480
8400,10000,2453
8500,10000,2415
8600,10000,2428
8700,10000,2412
8800,10000,2386
8900,10000,2362
9000,10000,2304
9100,10000,2260
9200,10000,2247
9300,10000,2208
9400,10000,2161
9500,10000,2096
9600,10000,2052
9700,10000,2009
9800,10000,1977
9900,10000,1947
10000,10000,1898
10100,10000,1844
10200,10000,1804
10300,10000,1774
10400,10000,1726
10500,10000,1681
10600,10000,1650
10700,10000,1612
10800,10000,1566
10900,10000,1519
11000,10000,1469
11100,10000,1429
11200,10000,1401
11300,10000,1362
11400,10000,1324
11500,10000,1299
11600,10000,1255
11700,10000,1221
11800,10000,1193
11900,10000,1157
12000,10000,1130
12100,10000,1109
12200,10000,1077
12300,10000,1044
12400,10000,1028
12500,10000,1004
12600,10000,980
12700,10000,956
12800,10000,927
12900,10000,903
13000,10000,881
13100,10000,862
13200,10000,846
13300,10000,834
13400,10000,806
13500,10000,801
13600,10000,777
13700,10000,764
13800,10000,751
13900,10000,746
14000,10000,728
14100,10000,718
14200,10000,703
14300,10000,678
14400,10000,675
14500,10000,662
14600,10000,647
14700,10000,633
14800,10000,611
14900,10000,582
15000,10000,566
15100,10000,561
15200,10000,545
15300,10000,524
15400,10000,523
15500,10000,513
15600,10000,504
15700,10000,490
15800,10000,490
15900,10000,479
16000,10000,476
16100,10000,468
16200,10000,453
16300,10000,432
16400,10000,427
16500,10000,413
16600,10000,406
16700,10000,401
16800,10000,394
16900,10000,390
17000,10000,381
17100,10000,370
17200,10000,364
17300,10000,359
17400,10000,348
17500,10000,344
17600,10000,338
17700,10000,326
17800,10000,318
17900,10000,320
18000,10000,321
18100,10000,328
18200,10000,326
18300,10000,322
18400,10000,323
18500,10000,311
18600,10000,306
18700,10000,298
18800,10000,299
18900,10000,287
19000,10000,284
19100,10000,275
19200,10000,276
19300,10000,272
19400,10000,267
19500,10000,264
19600,10000,260
19700,10000,254
19800,10000,245
19900,10000,244
20000,10000,241
20100,10000,236
20200,10000,229
20300,10000,223
20400,10000,216
20500,10000,210
20600,10000,203
20700,10000,203
20800,10000,202
20900,10000,201
21000,10000,203
21100,10000,202
21200,10000,201
21300,10000,202
21400,10000,207
21500,10000,199
21600,10000,195
21700,10000,197
21800,10000,197
21900,10000,198
22000,10000,200
22100,10000,199
22200,10000,198
22300,10000,193
22400,10000,189
22500,10000,187
22600,10000,190
22700,10000,189
22800,10000,190
22900,10000,189
23000,10000,189
23100,10000,190
23200,10000,190
23300,10000,190
23400,10000,191
23500,10000,187
23600,10000,182
23700,10000,186
23800,10000,182
23900,10000,180
24000,10000,174
24100,10000,169
24200,10000,168
24300,10000,168
24400,10000,167
24500,10000,166
24600,10000,163
24700,10000,154
24800,10000,156
24900,10000,148
25000,10000,143
25100,10000,140
25200,10000,135
25300,10000,132
25400,10000,129
25500,10000,133
25600,10000,131
25700,10000,129
25800,10000,136
25900,10000,135
26000,10000,137
26100,10000,140
26200,10000,143
26300,10000,149
26400,10000,146
26500,10000,146
26600,10000,142
26700,10000,144
26800,10000,141
26900,10000,140
27000,10000,140
27100,10000,142
27200,10000,140
27300,10000,141
27400,10000,142
27500,10000,142
27600,10000,144
27700,10000,144
27800,10000,141
27900,10000,141
28000,10000,142
28100,10000,141
28200,10000,144
28300,10000,148
28400,10000,148
28500,10000,148
