update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,40000,0,0,1,4,2,3,0,2,1,1,0,0,0,0,0,0
200,9994,40000,0,0,1,4,0,5,3,9,2,8,0,0,0,0,0,0
300,9991,40000,0,0,3,10,2,2,3,9,1,5,0,0,0,0,0,0
400,9995,40000,0,0,2,9,0,8,3,9,0,5,0,0,0,0,0,0
500,9997,40000,0,0,2,7,0,7,1,12,0,4,0,0,0,0,0,0
600,9995,34040,0,0,1,5,1,7,2,5,1,8,0,0,0,0,0,0
700,9991,32254,0,0,5,9,1,11,2,5,1,1,0,0,0,0,0,0
800,9992,32253,2,0,1,6,3,4,2,3,0,3,0,0,0,0,0,0
900,9997,32252,0,0,1,9,0,3,1,6,1,6,0,0,0,0,0,0
1000,9993,32249,0,0,3,4,0,1,3,5,1,2,0,0,0,0,0,0
1100,9992,29089,0,0,1,7,3,6,4,4,0,3,0,0,0,0,0,0
1200,9989,26199,0,0,3,3,1,4,5,2,2,2,0,0,0,0,0,0
1300,9991,26210,0,0,1,5,3,2,5,1,0,1,0,0,0,0,0,0
1400,9990,26212,1,0,1,7,5,1,2,3,1,2,0,0,0,0,0,0
1500,9994,26201,3,0,0,5,3,3,0,7,0,2,0,0,0,0,0,0
1600,9992,24861,2,0,2,3,2,4,1,6,1,2,0,0,0,0,0,0
1700,9995,21315,1,0,1,6,1,2,1,3,1,1,0,0,0,0,0,0
1800,9993,21426,0,0,1,6,2,1,4,2,0,1,0,0,0,0,0,0
1900,9993,21431,0,0,0,1,2,2,5,2,0,3,0,0,0,0,0,0
2000,9987,21429,0,0,2,1,4,2,4,9,3,2,0,0,0,0,0,0
2100,9993,21359,0,0,2,1,2,2,2,5,1,0,0,0,0,0,0,0
2200,9984,17556,7,0,4,4,2,0,3,1,0,2,0,0,0,0,0,0
2300,9986,17721,5,0,2,4,2,2,2,2,3,1,0,0,0,0,0,0
2400,9989,17739,5,0,4,0,1,1,0,2,1,0,0,0,0,0,0,0
2500,9985,17729,5,0,1,3,2,4,5,4,2,4,0,0,0,0,0,0
2600,9989,17705,4,0,1,2,2,4,3,3,1,2,0,0,0,0,0,0
2700,9991,15207,6,0,1,1,1,2,1,4,0,1,0,0,0,0,0,0
2800,9982,14665,9,0,2,4,4,1,3,6,0,1,0,0,0,0,0,0
2900,9979,14703,13,0,1,2,2,2,4,3,0,1,1,0,0,0,0,0
3000,9989,14706,9,1,1,2,0,0,0,3,1,0,0,0,0,0,0,0
3100,9981,14700,8,1,0,2,2,0,7,4,2,3,0,0,0,0,0,0
3200,9978,13333,10,1,2,3,4,0,2,0,3,1,1,0,0,0,0,0
3300,9974,12312,11,1,3,0,3,4,6,1,2,1,1,0,0,0,0,0
3400,9988,12382,9,0,0,4,2,2,0,2,1,1,0,0,0,0,0,0
3500,9984,12381,9,0,1,1,2,3,4,2,0,2,0,0,0,0,0,0
3600,9979,12372,10,1,2,4,3,1,6,1,0,1,0,0,0,0,0,0
3700,9983,11772,12,1,1,2,2,5,1,1,1,0,0,0,0,0,0,0
3800,9975,10396,14,0,2,1,1,2,7,1,1,0,0,0,0,0,0,0
3900,9976,10550,13,0,1,3,2,3,6,2,2,0,0,0,0,0,0,0
4000,9981,10580,12,0,1,0,1,2,4,4,1,3,0,0,0,0,0,0
4100,9975,10595,15,0,2,2,2,4,4,1,2,0,0,0,0,0,0,0
4200,9977,10526,14,0,3,1,2,0,3,0,1,1,0,0,0,0,0,0
4300,9963,8968,28,0,2,1,4,2,3,3,0,3,0,0,0,0,0,0
4400,9956,9233,37,1,1,2,2,3,4,3,0,1,0,0,0,0,0,0
4500,9957,9287,34,0,2,6,1,2,3,6,3,0,0,0,0,0,0,0
4600,9952,9317,37,0,2,4,5,2,4,2,0,0,0,0,0,0,0,0
4700,9952,9311,38,0,2,0,3,4,4,2,1,0,0,0,0,0,0,0
4800,9966,8132,21,0,4,3,4,2,5,0,0,1,0,0,0,0,0,0
4900,9965,8033,18,0,3,1,5,0,8,4,1,3,0,0,0,0,0,0
5000,9969,8106,22,2,1,3,3,0,3,3,1,0,1,0,0,0,0,0
5100,9961,8097,22,1,1,2,6,1,8,5,2,1,0,0,0,0,0,0
5200,9969,8088,20,1,3,1,2,4,5,2,1,1,0,0,0,0,0,0
5300,9972,7374,23,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0
