update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10001,40000,0,0,0,3,0,3,1,4,0,2,0,0,0,0,0,0
200,9995,40000,0,0,1,10,0,6,2,4,2,4,0,0,0,0,0,0
300,9998,40000,0,0,2,14,0,4,0,10,0,8,0,0,0,0,0,0
400,9993,40000,0,0,1,10,0,2,2,9,4,6,0,0,0,0,0,0
500,9992,40000,0,0,2,8,1,1,2,9,3,3,0,0,0,0,0,0
600,9995,33986,0,0,1,5,1,4,2,7,1,5,0,0,0,0,0,0
700,9995,32147,1,0,1,9,0,4,2,4,1,7,0,0,0,0,0,0
800,9994,32148,1,0,2,5,1,2,1,3,1,4,0,0,0,0,0,0
900,9991,32148,0,0,0,2,6,4,2,10,1,7,0,0,0,0,0,0
1000,9994,32151,0,0,2,5,1,7,1,6,2,1,0,0,0,0,0,0
1100,9989,29020,2,0,5,5,1,4,2,4,1,5,0,0,0,0,0,0
1200,9989,26139,8,0,0,3,0,5,3,8,0,3,0,0,0,0,0,0
1300,9988,26144,5,0,1,4,3,3,3,8,0,2,0,0,0,0,0,0
1400,9987,26143,7,2,4,4,0,2,2,3,0,2,0,0,0,0,0,0
1500,9988,26137,5,1,2,4,2,6,3,7,0,2,0,0,0,0,0,0
1600,9982,24783,7,0,4,8,0,1,5,4,2,5,0,0,0,0,0,0
1700,9983,21196,8,0,3,3,3,6,2,6,1,3,0,0,0,0,0,0
1800,9979,21299,13,0,2,4,1,7,3,4,2,0,0,0,0,0,0,0
1900,9981,21296,11,0,3,4,3,8,2,6,0,2,0,0,0,0,0,0
2000,9980,21287,12,2,1,5,2,8,5,3,0,2,0,0,0,0,0,0
2100,9978,21221,12,0,3,11,2,6,4,5,1,0,0,0,0,0,0,0
2200,9975,17422,13,0,5,2,1,8,5,3,1,1,0,0,0,0,0,0
2300,9974,17551,12,2,1,9,4,6,8,5,1,2,0,0,0,0,0,0
2400,9973,17550,14,2,4,1,3,4,5,4,1,1,0,0,0,0,0,0
2500,9980,17533,12,1,1,2,2,7,5,4,0,2,0,0,0,0,0,0
2600,9981,17529,13,0,1,5,2,6,2,1,1,1,0,0,0,0,0,0
2700,9976,15084,14,2,3,3,1,3,5,4,1,0,0,0,0,0,0,0
2800,9978,14616,11,6,2,1,6,3,3,1,0,3,0,0,0,0,0,0
2900,9977,14651,12,4,2,1,3,0,4,2,2,1,0,0,0,0,0,0
3000,9977,14647,12,4,2,4,3,2,6,3,0,1,0,0,0,0,0,0
3100,9984,14642,12,4,0,3,0,0,2,2,2,4,0,0,0,0,0,0
3200,9971,13271,16,4,3,0,6,3,2,2,2,4,0,0,0,0,0,0
3300,9971,12263,17,5,1,1,5,1,5,3,1,0,0,0,0,0,0,0
3400,9975,12327,17,9,4,3,1,0,2,0,1,2,0,0,0,0,0,0
3500,9974,12351,16,8,1,4,5,1,3,1,1,0,0,0,0,0,0,0
3600,9968,12345,18,8,7,3,3,2,3,3,1,1,0,0,0,0,0,0
3700,9971,11743,20,7,5,2,0,3,4,3,0,2,0,0,0,0,0,0
