update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9999,40000,0,0,2,4,0,0,1,3,0,2,0,0,0,0,0,0
200,9993,40000,0,0,4,10,0,6,2,7,1,5,0,0,0,0,0,0
300,10000,40000,0,0,0,6,0,3,0,10,0,3,0,0,0,0,0,0
400,9998,40000,0,0,1,5,0,1,1,7,0,3,0,0,0,0,0,0
500,9997,39999,0,0,2,6,0,2,1,9,0,5,0,0,0,0,0,0
600,9992,35913,3,0,0,3,2,4,2,7,1,5,0,0,0,0,0,0
700,9987,34553,4,0,2,7,2,7,5,14,0,5,0,0,0,0,0,0
800,9987,34548,4,0,4,5,2,8,3,8,0,2,0,0,0,0,0,0
900,9990,34545,4,1,1,8,1,5,3,9,1,3,0,0,0,0,0,0
1000,9992,34541,4,2,0,2,1,5,3,17,0,1,0,0,0,0,0,0
1100,9988,32373,6,3,1,10,0,3,4,9,1,3,0,0,0,0,0,0
1200,9984,30244,8,5,1,9,1,1,3,10,3,2,0,0,0,0,0,0
1300,9981,30245,8,8,4,7,0,2,3,10,4,4,0,0,0,0,0,0
1400,9984,30246,8,9,2,1,1,3,5,7,0,1,0,0,0,0,0,0
1500,9978,30240,10,6,4,4,1,4,5,10,2,9,0,0,0,0,0,0
1600,9981,29298,8,5,2,3,4,3,4,8,1,3,0,0,0,0,0,0
1700,9982,26649,9,12,3,3,2,3,2,4,2,5,0,0,0,0,0,0
1800,9979,26647,11,14,3,5,4,2,1,3,2,5,0,0,0,0,0,0
1900,9983,26637,9,12,1,7,3,4,4,2,0,1,0,0,0,0,0,0
2000,9984,26633,8,12,2,4,4,4,1,9,1,2,0,0,0,0,0,0
2100,9981,26575,8,13,2,6,4,5,3,7,2,1,0,0,0,0,0,0
2200,9986,23791,9,16,0,8,4,4,0,6,1,0,0,0,0,0,0,0
2300,9982,23784,8,18,3,2,3,3,3,7,1,2,0,0,0,0,0,0
2400,9978,23760,8,19,1,1,8,4,5,2,0,3,0,0,0,0,0,0
2500,9980,23748,8,19,0,8,8,8,4,8,0,2,0,0,0,0,0,0
2600,9979,23727,11,17,2,4,5,0,3,5,0,2,0,1,0,0,0,0
2700,9978,21826,16,16,1,4,4,6,0,6,1,2,0,0,0,0,0,0
2800,9968,21185,19,17,3,4,4,9,4,3,2,0,0,0,0,0,0,0
2900,9964,21162,25,18,5,6,3,2,2,4,1,0,0,0,0,0,0,0
3000,9964,21151,24,20,3,8,3,2,4,5,2,1,0,0,0,0,0,0
3100,9967,21104,22,19,2,5,4,2,4,5,1,2,0,0,0,0,0,0
3200,9969,20048,23,18,2,7,3,2,1,12,2,2,0,1,0,0,0,0
3300,9957,19053,33,23,2,3,6,2,1,4,1,2,0,0,0,0,0,0
3400,9956,19018,31,20,4,1,6,3,3,8,0,3,0,0,0,0,0,0
3500,9952,18998,30,19,3,5,9,4,6,7,0,5,0,0,0,0,0,0
3600,9951,18937,33,21,2,0,8,0,5,4,1,1,0,1,0,0,0,0
3700,9961,18463,31,18,2,3,4,6,0,6,2,1,0,0,0,0,0,0
3800,9955,17271,30,23,5,5,3,3,4,4,2,2,1,0,0,0,0,0
3900,9954,17232,32,22,3,5,4,3,4,5,3,1,0,1,0,0,0,0
4000,9955,17216,31,17,1,1,5,1,7,10,1,1,0,0,0,0,0,0
4100,9954,17172,32,14,2,0,6,4,5,3,1,1,0,0,0,0,0,0
4200,9955,17071,32,23,3,4,6,5,3,4,1,2,0,0,0,0,0,0
4300,9946,15694,46,25,2,4,5,2,1,4,0,2,0,0,0,0,0,0
4400,9948,15619,43,26,1,3,3,5,4,11,1,1,0,0,0,0,0,0
4500,9942,15591,45,24,1,0,8,3,4,11,0,0,0,0,0,0,0,0
4600,9941,15512,47,24,4,2,3,5,5,6,0,1,0,0,0,0,0,0
4700,9941,15456,50,23,0,4,3,11,6,3,0,2,0,0,0,0,0,0
4800,9933,14362,56,24,0,1,5,1,5,10,1,2,0,0,0,0,0,0
4900,9921,13989,63,25,1,4,5,2,10,8,0,3,0,0,0,0,0,0
5000,9913,13923,61,25,3,5,10,5,10,10,3,2,0,0,0,0,0,0
5100,9921,13865,65,28,5,3,6,8,2,3,0,2,1,0,0,0,0,0
5200,9916,13795,63,30,2,4,10,6,8,10,1,2,0,0,0,0,0,0
5300,9915,13182,66,27,1,3,9,4,8,16,1,0,0,1,0,0,0,0
5400,9912,12562,73,26,1,6,6,5,6,9,1,1,1,0,0,0,0,0
5500,9908,12426,75,20,6,0,6,3,3,7,1,0,1,0,0,0,0,0
5600,9910,12338,73,26,2,1,9,2,5,8,1,1,0,1,0,0,0,0
5700,9899,12212,83,27,5,2,7,1,5,6,1,1,0,0,0,0,0,0
5800,9904,11887,82,27,5,0,4,5,4,4,1,5,0,0,0,0,0,0
5900,9903,11239,85,33,1,5,10,6,1,3,0,1,0,1,0,0,0,0
6000,9890,11115,97,35,1,1,9,2,3,7,0,2,0,0,0,0,0,0
6100,9882,10995,102,29,2,2,8,7,6,7,0,1,0,1,0,0,0,0
6200,9884,10866,104,25,1,1,7,7,3,4,1,1,0,0,0,0,0,0
6300,9866,10743,110,27,4,2,12,1,5,1,3,0,0,0,0,0,0,0
6400,9875,9960,100,36,3,3,14,3,7,6,0,4,1,0,0,0,0,0
6500,9882,9784,103,40,1,2,11,6,3,10,0,2,0,0,0,0,0,0
6600,9882,9637,100,32,3,3,12,10,3,10,0,2,0,0,0,0,0,0
