uid treatment rep update steal_count donate_count difference diff_per_org
VT0.25_20 VT0.25 20 43000 19773 14530 -5243 -0.8034017775053631
VT0.25_20 VT0.25 20 43100 20578 13867 -6711 -1.0334154604250076
VT0.25_20 VT0.25 20 43200 20615 14412 -6203 -0.9395637685549834
VT0.25_20 VT0.25 20 43300 18706 13398 -5308 -0.824607736523225
VT0.25_20 VT0.25 20 43400 19018 14134 -4884 -0.7681660899653979
VT0.25_20 VT0.25 20 43500 19556 15183 -4373 -0.663379854368932
VT0.25_20 VT0.25 20 43600 19174 15473 -3701 -0.5741545144275519
VT0.25_20 VT0.25 20 43700 19365 15277 -4088 -0.6303777949113338
VT0.25_20 VT0.25 20 43800 19750 14943 -4807 -0.7433122004020412
VT0.25_20 VT0.25 20 43900 20722 14462 -6260 -0.969640644361834
VT0.25_20 VT0.25 20 44000 20609 14050 -6559 -0.9934868221750984
VT0.25_20 VT0.25 20 44100 19214 13752 -5462 -0.8390168970814132
VT0.25_20 VT0.25 20 44200 19663 13708 -5955 -0.9213987312393626
VT0.25_20 VT0.25 20 44300 19470 13610 -5860 -0.9123462556437801
VT0.25_20 VT0.25 20 44400 20617 14851 -5766 -0.8979909671390749
VT0.25_20 VT0.25 20 44500 19411 15272 -4139 -0.6435012437810945
VT0.25_20 VT0.25 20 44600 19830 14187 -5643 -0.8661550268610898
VT0.25_20 VT0.25 20 44700 20133 14289 -5844 -0.8989386248269498
VT0.25_20 VT0.25 20 44800 20522 13986 -6536 -0.991504854368932
VT0.25_20 VT0.25 20 44900 21480 14178 -7302 -1.1213144963144963
VT0.25_20 VT0.25 20 45000 21260 13291 -7969 -1.221489883507051
VT0.25_20 VT0.25 20 45100 19868 14121 -5747 -0.8800918836140889
VT0.25_20 VT0.25 20 45200 19630 14136 -5494 -0.8475779080530701
VT0.25_20 VT0.25 20 45300 19842 14461 -5381 -0.8380314592742564
VT0.25_20 VT0.25 20 45400 20414 14317 -6097 -0.9292790733119951
VT0.25_20 VT0.25 20 45500 19567 13903 -5664 -0.886107634543179
VT0.25_20 VT0.25 20 45600 19136 14504 -4632 -0.7205973864343497
VT0.25_20 VT0.25 20 45700 18524 14898 -3626 -0.558275596612779
VT0.25_20 VT0.25 20 45800 18805 13784 -5021 -0.7678544119896008
VT0.25_20 VT0.25 20 45900 18789 14022 -4767 -0.73068669527897
VT0.25_20 VT0.25 20 46000 19106 14077 -5029 -0.7745264130602187
VT0.25_20 VT0.25 20 46100 18964 13574 -5390 -0.8279569892473119
VT0.25_20 VT0.25 20 46200 20169 13610 -6559 -1.0168992248062017
VT0.25_20 VT0.25 20 46300 19513 13004 -6509 -1.0318642993024731
VT0.25_20 VT0.25 20 46400 19508 13447 -6061 -0.9321747154721625
VT0.25_20 VT0.25 20 46500 20070 14414 -5656 -0.8833359362798688
VT0.25_20 VT0.25 20 46600 21358 14506 -6852 -1.0485080336648813
VT0.25_20 VT0.25 20 46700 20881 14778 -6103 -0.9333231380945098
VT0.25_20 VT0.25 20 46800 19265 14060 -5205 -0.7952635599694423
VT0.25_20 VT0.25 20 46900 20548 14422 -6126 -0.9231464737793852
VT0.25_20 VT0.25 20 47000 20393 14729 -5664 -0.8661874904419636
VT0.25_20 VT0.25 20 47100 18710 15776 -2934 -0.44434348023625625
VT0.25_20 VT0.25 20 47200 19783 15766 -4017 -0.6147842056932966
VT0.25_20 VT0.25 20 47300 19853 15690 -4163 -0.6375191424196018
VT0.25_20 VT0.25 20 47400 19964 14271 -5693 -0.8838689644465145
VT0.25_20 VT0.25 20 47500 19090 14695 -4395 -0.6764660612590426
VT0.25_20 VT0.25 20 47600 19223 14363 -4860 -0.7374810318664643
VT0.25_20 VT0.25 20 47700 18155 13635 -4520 -0.6883947608894304
VT0.25_20 VT0.25 20 47800 19256 13345 -5911 -0.9040991128785562
VT0.25_20 VT0.25 20 47900 19616 13187 -6429 -0.9860429447852761
VT0.25_20 VT0.25 20 48000 19253 13365 -5888 -0.8992058643860721
VT0.25_20 VT0.25 20 48100 19251 13649 -5602 -0.8563130541118924
VT0.25_20 VT0.25 20 48200 18920 14608 -4312 -0.6630785791173305
VT0.25_20 VT0.25 20 48300 18832 14237 -4595 -0.7048627090044486
VT0.25_20 VT0.25 20 48400 18372 14339 -4033 -0.6241101826060044
VT0.25_20 VT0.25 20 48500 19051 13752 -5299 -0.8129794415464866
VT0.25_20 VT0.25 20 48600 19933 13107 -6826 -1.0260033067788967
VT0.25_20 VT0.25 20 48700 21467 13938 -7529 -1.1364528301886792
VT0.25_20 VT0.25 20 48800 20252 14085 -6167 -0.9406650396583283
VT0.25_20 VT0.25 20 48900 19642 14344 -5298 -0.8098440843778661
VT0.25_20 VT0.25 20 49000 19262 14695 -4567 -0.7035895855800339
VT0.25_20 VT0.25 20 49100 19575 15628 -3947 -0.6076982294072364
VT0.25_20 VT0.25 20 49200 20230 15053 -5177 -0.8018897149938042
VT0.25_20 VT0.25 20 49300 20109 15576 -4533 -0.7024639702463971
VT0.25_20 VT0.25 20 49400 19659 15216 -4443 -0.6853308653401203
VT0.25_20 VT0.25 20 49500 19398 14856 -4542 -0.6999537679149329
VT0.25_20 VT0.25 20 49600 18554 14053 -4501 -0.6948132139549243
VT0.25_20 VT0.25 20 49700 19358 13974 -5384 -0.827543805717799
VT0.25_20 VT0.25 20 49800 18549 13714 -4835 -0.7404287901990811
VT0.25_20 VT0.25 20 49900 18824 14362 -4462 -0.6913541989463898
VT0.25_20 VT0.25 20 50000 19137 14211 -4926 -0.7558692649992328
VT0.25_20 VT0.25 20 50100 18099 14530 -3569 -0.5437233394271785
VT0.25_20 VT0.25 20 50200 18853 14464 -4389 -0.6727467811158798
VT0.25_20 VT0.25 20 50300 19524 15282 -4242 -0.6525149976926626
VT0.25_20 VT0.25 20 50400 19992 14947 -5045 -0.7779491133384734
VT0.25_20 VT0.25 20 50500 19208 14959 -4249 -0.6351270553064275
VT0.25_20 VT0.25 20 50600 18970 13531 -5439 -0.84
VT0.25_20 VT0.25 20 50700 19278 14217 -5061 -0.7739715552836826
VT0.25_20 VT0.25 20 50800 19155 14529 -4626 -0.7077723378212974
VT0.25_20 VT0.25 20 50900 18927 13570 -5357 -0.8366390754333906
VT0.25_20 VT0.25 20 51000 18155 14941 -3214 -0.4922652779905039
VT0.25_20 VT0.25 20 51100 18999 15447 -3552 -0.5418764302059497
VT0.25_20 VT0.25 20 51200 18974 15477 -3497 -0.5407453224060615
VT0.25_20 VT0.25 20 51300 18139 15272 -2867 -0.43931964449892735
VT0.25_20 VT0.25 20 51400 17638 15580 -2058 -0.31803430690774226
VT0.25_20 VT0.25 20 51500 18797 16341 -2456 -0.3803623973981725
VT0.25_20 VT0.25 20 51600 19282 14444 -4838 -0.7427080135093644
VT0.25_20 VT0.25 20 51700 19364 14041 -5323 -0.8136655457046774
VT0.25_20 VT0.25 20 51800 19940 14156 -5784 -0.8860294117647058
VT0.25_20 VT0.25 20 51900 19256 14704 -4552 -0.7039901020723786
VT0.25_20 VT0.25 20 52000 19578 15933 -3645 -0.5614602587800369
VT0.25_20 VT0.25 20 52100 19750 14691 -5059 -0.7758012574758473
VT0.25_20 VT0.25 20 52200 19563 14849 -4714 -0.7147839272175891
VT0.25_20 VT0.25 20 52300 20475 15611 -4864 -0.7488837567359508
VT0.25_20 VT0.25 20 52400 21037 14658 -6379 -0.9845655193702731
VT0.25_20 VT0.25 20 52500 22122 14980 -7142 -1.112981143836684
VT0.25_20 VT0.25 20 52600 21207 14618 -6589 -1.0311424100156494
VT0.25_20 VT0.25 20 52700 20829 14834 -5995 -0.9277313525224389
VT0.25_20 VT0.25 20 52800 20122 15641 -4481 -0.6899153194765204
VT0.25_20 VT0.25 20 52900 20413 15198 -5215 -0.7908704883227177
VT0.25_20 VT0.25 20 53000 20059 14014 -6045 -0.9264367816091954
VT0.25_20 VT0.25 20 53100 19682 14338 -5344 -0.8254556688291628
VT0.25_20 VT0.25 20 53200 19048 14160 -4888 -0.7607782101167315
VT0.25_20 VT0.25 20 53300 19581 14792 -4789 -0.739842422369844
VT0.25_20 VT0.25 20 53400 19569 14659 -4910 -0.7762845849802371
VT0.25_20 VT0.25 20 53500 20234 15582 -4652 -0.710445937690898
VT0.25_20 VT0.25 20 53600 20975 15422 -5553 -0.86765625
VT0.25_20 VT0.25 20 53700 20434 15560 -4874 -0.7411800486618005
VT0.25_20 VT0.25 20 53800 20520 15040 -5480 -0.848297213622291
VT0.25_20 VT0.25 20 53900 20354 14703 -5651 -0.8556935190793459
VT0.25_20 VT0.25 20 54000 18978 14104 -4874 -0.7431010824820857
VT0.25_20 VT0.25 20 54100 19873 14274 -5599 -0.8485904819642316
VT0.25_20 VT0.25 20 54200 20619 15265 -5354 -0.8182790768760507
VT0.25_20 VT0.25 20 54300 18959 15275 -3684 -0.5650306748466257
VT0.25_20 VT0.25 20 54400 18738 15985 -2753 -0.4252394192153228
VT0.25_20 VT0.25 20 54500 19777 14456 -5321 -0.8098934550989345
VT0.25_20 VT0.25 20 54600 18957 13524 -5433 -0.8340497390236414
VT0.25_20 VT0.25 20 54700 19376 13749 -5627 -0.8643625192012289
VT0.25_20 VT0.25 20 54800 20309 13959 -6350 -0.9719883667534058
VT0.25_20 VT0.25 20 54900 20869 14037 -6832 -1.0538331019589695
VT0.25_20 VT0.25 20 55000 20932 15331 -5601 -0.8652865750038622
VT0.25_20 VT0.25 20 55100 20812 15474 -5338 -0.8221161250577546
VT0.25_20 VT0.25 20 55200 20269 16189 -4080 -0.6335403726708074
VT0.25_20 VT0.25 20 55300 19494 15544 -3950 -0.6090979182729376
VT0.25_20 VT0.25 20 55400 19855 15253 -4602 -0.7055036026368235
VT0.25_20 VT0.25 20 55500 19977 14887 -5090 -0.7736738106095151
VT0.25_20 VT0.25 20 55600 19880 14417 -5463 -0.842145830121782
VT0.25_20 VT0.25 20 55700 19395 14882 -4513 -0.6948421862971517
VT0.25_20 VT0.25 20 55800 18335 15304 -3031 -0.4618314795063233
VT0.25_20 VT0.25 20 55900 18578 14457 -4121 -0.6404040404040404
VT0.25_20 VT0.25 20 56000 19117 14670 -4447 -0.6864773078110528
VT0.25_20 VT0.25 20 56100 19364 15346 -4018 -0.6102673147023087
VT0.25_20 VT0.25 20 56200 19603 14507 -5096 -0.7789666768572302
VT0.25_20 VT0.25 20 56300 20722 14317 -6405 -0.9744408945686901
VT0.25_20 VT0.25 20 56400 20511 14217 -6294 -0.9648934539322398
VT0.25_20 VT0.25 20 56500 20155 14810 -5345 -0.8196595614169606
VT0.25_20 VT0.25 20 56600 19373 15631 -3742 -0.5732230392156863
VT0.25_20 VT0.25 20 56700 19436 14538 -4898 -0.7522653970204269
VT0.25_20 VT0.25 20 56800 18729 13619 -5110 -0.7916343919442292
VT0.25_20 VT0.25 20 56900 18444 13918 -4526 -0.6947045280122793
VT0.25_20 VT0.25 20 57000 18085 14321 -3764 -0.5763282805083448
VT0.25_20 VT0.25 20 57100 18954 14613 -4341 -0.669390902081727
VT0.25_20 VT0.25 20 57200 19654 14783 -4871 -0.7512338062924121
VT0.25_20 VT0.25 20 57300 20789 13986 -6803 -1.0548922313536981
VT0.25_20 VT0.25 20 57400 20993 14961 -6032 -0.9254372506903958
VT0.25_20 VT0.25 20 57500 21537 15169 -6368 -0.9745944291398837
VT0.25_20 VT0.25 20 57600 21079 14446 -6633 -1.0416143216080402
VT0.25_20 VT0.25 20 57700 20509 15097 -5412 -0.8105436573311368
VT0.25_20 VT0.25 20 57800 19642 14878 -4764 -0.7352986572001852
VT0.25_20 VT0.25 20 57900 20047 14711 -5336 -0.8070175438596491
VT0.25_20 VT0.25 20 58000 19393 14534 -4859 -0.746619545175169
VT0.25_20 VT0.25 20 58100 19407 13961 -5446 -0.843164576559839
VT0.25_20 VT0.25 20 58200 19926 14570 -5356 -0.8336186770428016
VT0.25_20 VT0.25 20 58300 19867 15020 -4847 -0.7514728682170543
VT0.25_20 VT0.25 20 58400 19944 15268 -4676 -0.7224969097651421
VT0.25_20 VT0.25 20 58500 19137 14636 -4501 -0.6928879310344828
VT0.25_20 VT0.25 20 58600 19325 15073 -4252 -0.6462006079027356
VT0.25_20 VT0.25 20 58700 20410 15496 -4914 -0.7572815533980582
VT0.25_20 VT0.25 20 58800 20123 15610 -4513 -0.6883770591824283
VT0.25_20 VT0.25 20 58900 20518 14319 -6199 -0.9456903127383677
VT0.25_20 VT0.25 20 59000 18817 14557 -4260 -0.6701274185936763
VT0.25_20 VT0.25 20 59100 18453 14706 -3747 -0.5840997661730319
VT0.25_20 VT0.25 20 59200 18969 15050 -3919 -0.589855508729681
VT0.25_20 VT0.25 20 59300 19578 15183 -4395 -0.6732536764705882
VT0.25_20 VT0.25 20 59400 19112 16046 -3066 -0.4671644065214079
VT0.25_20 VT0.25 20 59500 18888 14080 -4808 -0.7410604192355117
VT0.25_20 VT0.25 20 59600 19890 14013 -5877 -0.8946567209620947
VT0.25_20 VT0.25 20 59700 20804 14540 -6264 -0.9696594427244583
VT0.25_20 VT0.25 20 59800 20782 14489 -6293 -0.9677072120559742
VT0.25_20 VT0.25 20 59900 19292 14903 -4389 -0.6673255283563935
VT0.25_20 VT0.25 20 60000 19559 15334 -4225 -0.6513026052104208
VT0.25_20 VT0.25 20 60100 21059 15450 -5609 -0.8502349552827042
VT0.25_20 VT0.25 20 60200 20118 15146 -4972 -0.76105923771621
VT0.25_20 VT0.25 20 60300 20046 14932 -5114 -0.7787421958276229
VT0.25_20 VT0.25 20 60400 19755 14787 -4968 -0.7733499377334994
VT0.25_20 VT0.25 20 60500 20301 15004 -5297 -0.8058725087479081
VT0.25_20 VT0.25 20 60600 20130 14716 -5414 -0.8402917895390346
VT0.25_20 VT0.25 20 60700 19432 13176 -6256 -0.9562824824212779
VT0.25_20 VT0.25 20 60800 19830 13453 -6377 -0.9936117170458086
VT0.25_20 VT0.25 20 60900 18944 14140 -4804 -0.7435381519888562
VT0.25_20 VT0.25 20 61000 19731 15246 -4485 -0.7017681114066656
VT0.25_20 VT0.25 20 61100 19680 15532 -4148 -0.6389402341343191
VT0.25_20 VT0.25 20 61200 18359 16421 -1938 -0.2962396820544176
VT0.25_20 VT0.25 20 61300 18814 15326 -3488 -0.5366979535313126
VT0.25_20 VT0.25 20 61400 18515 14487 -4028 -0.6175072819254944
VT0.25_20 VT0.25 20 61500 18521 14396 -4125 -0.63785371888047
VT0.25_20 VT0.25 20 61600 19196 14492 -4704 -0.7216937710954281
VT0.25_20 VT0.25 20 61700 18930 14487 -4443 -0.6866017617060732
VT0.25_20 VT0.25 20 61800 20230 15145 -5085 -0.7927970065481759
VT0.25_20 VT0.25 20 61900 19779 15189 -4590 -0.7206782854451248
VT0.25_20 VT0.25 20 62000 19675 15055 -4620 -0.7131830811979006
VT0.25_20 VT0.25 20 62100 19337 14449 -4888 -0.7635114026866604
VT0.25_20 VT0.25 20 62200 19415 14261 -5154 -0.7942672214516875
VT0.25_20 VT0.25 20 62300 19120 13324 -5796 -0.892104048022164
VT0.25_20 VT0.25 20 62400 18155 14241 -3914 -0.6038259796359149
VT0.25_20 VT0.25 20 62500 18961 14783 -4178 -0.6403065134099617
VT0.25_20 VT0.25 20 62600 19361 13395 -5966 -0.9044875682231656
VT0.25_20 VT0.25 20 62700 19658 14473 -5185 -0.8007722007722008
VT0.25_20 VT0.25 20 62800 20324 15489 -4835 -0.7388447432762836
VT0.25_20 VT0.25 20 62900 19747 14472 -5275 -0.8099186242898818
VT0.25_20 VT0.25 20 63000 19211 15381 -3830 -0.5963874182497664
VT0.25_20 VT0.25 20 63100 18999 15098 -3901 -0.5937595129375951
VT0.25_20 VT0.25 20 63200 18943 15285 -3658 -0.5674837108284208
VT0.25_20 VT0.25 20 63300 19477 15439 -4038 -0.6167710401710708
VT0.25_20 VT0.25 20 63400 20278 13972 -6306 -0.9583586626139817
VT0.25_20 VT0.25 20 63500 20096 13645 -6451 -1.0035780958307405
VT0.25_20 VT0.25 20 63600 19912 13594 -6318 -0.9690184049079754
VT0.25_20 VT0.25 20 63700 19656 14184 -5472 -0.8471899674872271
VT0.25_20 VT0.25 20 63800 20632 14489 -6143 -0.9447862196247309
VT0.25_20 VT0.25 20 63900 20071 14702 -5369 -0.8077328117947946
VT0.25_20 VT0.25 20 64000 19941 15534 -4407 -0.675920245398773
VT0.25_20 VT0.25 20 64100 18991 15003 -3988 -0.6207970112079702
VT0.25_20 VT0.25 20 64200 19289 14695 -4594 -0.7105955143078113
VT0.25_20 VT0.25 20 64300 19839 14823 -5016 -0.7708621484555095
VT0.25_20 VT0.25 20 64400 20153 13933 -6220 -0.9419960623958806
VT0.25_20 VT0.25 20 64500 19920 13555 -6365 -0.9813444341658958
VT0.25_20 VT0.25 20 64600 19957 13476 -6481 -1.0030954960532426
VT0.25_20 VT0.25 20 64700 18869 14133 -4736 -0.7269378357636224
VT0.25_20 VT0.25 20 64800 18880 14676 -4204 -0.6436007348438457
VT0.25_20 VT0.25 20 64900 19302 14029 -5273 -0.8149922720247296
VT0.25_20 VT0.25 20 65000 18665 14199 -4466 -0.6949891067538126
VT0.25_20 VT0.25 20 65100 19216 14804 -4412 -0.6775184275184275
VT0.25_20 VT0.25 20 65200 18241 14938 -3303 -0.5076071922544951
VT0.25_20 VT0.25 20 65300 19193 14817 -4376 -0.6698300933721109
VT0.25_20 VT0.25 20 65400 20163 15012 -5151 -0.7942945258288358
VT0.25_20 VT0.25 20 65500 20098 14722 -5376 -0.8190127970749543
VT0.25_20 VT0.25 20 65600 20173 15071 -5102 -0.7894166795605756
VT0.25_20 VT0.25 20 65700 21197 14875 -6322 -0.9753162604134527
VT0.25_20 VT0.25 20 65800 22039 15021 -7018 -1.075885328836425
VT0.25_20 VT0.25 20 65900 20555 13930 -6625 -1.0076045627376427
VT0.25_20 VT0.25 20 66000 18699 12739 -5960 -0.9228863425209043
VT0.25_20 VT0.25 20 66100 17888 13631 -4257 -0.6541180086047941
VT0.25_20 VT0.25 20 66200 18010 13521 -4489 -0.695968992248062
VT0.25_20 VT0.25 20 66300 18432 14260 -4172 -0.6384085692425402
VT0.25_20 VT0.25 20 66400 18798 15405 -3393 -0.5224822913458577
VT0.25_20 VT0.25 20 66500 20360 15750 -4610 -0.7160608884746815
VT0.25_20 VT0.25 20 66600 19830 14971 -4859 -0.7373292867981791
VT0.25_20 VT0.25 20 66700 19536 14485 -5051 -0.7770769230769231
VT0.25_20 VT0.25 20 66800 19586 14756 -4830 -0.742619926199262
VT0.25_20 VT0.25 20 66900 19590 14191 -5399 -0.8409657320872275
VT0.25_20 VT0.25 20 67000 19415 14128 -5287 -0.8190549961270333
VT0.25_20 VT0.25 20 67100 19493 13809 -5684 -0.875
VT0.25_20 VT0.25 20 67200 19041 13854 -5187 -0.7986143187066974
VT0.25_20 VT0.25 20 67300 18773 13073 -5700 -0.8767881864328565
VT0.25_20 VT0.25 20 67400 18690 13637 -5053 -0.7748811531973624
VT0.25_20 VT0.25 20 67500 19444 14767 -4677 -0.7055362799818977
VT0.25_20 VT0.25 20 67600 19317 15554 -3763 -0.5725806451612904
VT0.25_20 VT0.25 20 67700 19235 15671 -3564 -0.5444546287809349
VT0.25_20 VT0.25 20 67800 18383 15443 -2940 -0.45119705340699817
VT0.25_20 VT0.25 20 67900 19269 14625 -4644 -0.7164455414995372
VT0.25_20 VT0.25 20 68000 19523 14707 -4816 -0.7510917030567685
VT0.25_20 VT0.25 20 68100 20974 15697 -5277 -0.8078689528475199
VT0.25_20 VT0.25 20 68200 20801 15349 -5452 -0.8385112273146724
VT0.25_20 VT0.25 20 68300 21836 15107 -6729 -1.0595181861124232
VT0.25_20 VT0.25 20 68400 20392 15108 -5284 -0.7986698911729141
VT0.25_20 VT0.25 20 68500 20394 14868 -5526 -0.8481964696853416
VT0.25_20 VT0.25 20 68600 19699 15270 -4429 -0.6856037151702786
VT0.25_20 VT0.25 20 68700 19630 15088 -4542 -0.7003855050115652
VT0.25_20 VT0.25 20 68800 20004 14461 -5543 -0.86393391521197
VT0.25_20 VT0.25 20 68900 19236 14251 -4985 -0.7696464412536668
VT0.25_20 VT0.25 20 69000 19007 14311 -4696 -0.728287841191067
VT0.25_20 VT0.25 20 69100 19747 14558 -5189 -0.796714263780132
VT0.25_20 VT0.25 20 69200 19109 13999 -5110 -0.7817041456325532
VT0.25_20 VT0.25 20 69300 18916 14162 -4754 -0.7400373599003736
VT0.25_20 VT0.25 20 69400 19372 15893 -3479 -0.534162444342085
VT0.25_20 VT0.25 20 69500 19180 14517 -4663 -0.7255329080441886
VT0.25_20 VT0.25 20 69600 18836 13474 -5362 -0.8251769775315482
VT0.25_20 VT0.25 20 69700 18060 14129 -3931 -0.6144107533604252
VT0.25_20 VT0.25 20 69800 18265 14745 -3520 -0.5434614790798209
VT0.25_20 VT0.25 20 69900 18788 13949 -4839 -0.7435464044253227
VT0.25_20 VT0.25 20 70000 17913 12868 -5045 -0.7736543474927159
VT0.25_20 VT0.25 20 70100 17833 13476 -4357 -0.6715474722564735
VT0.25_20 VT0.25 20 70200 19471 14115 -5356 -0.8287173139408943
VT0.25_20 VT0.25 20 70300 19907 15406 -4501 -0.6918229326775285
VT0.25_20 VT0.25 20 70400 20746 15451 -5295 -0.8164996144949884
VT0.25_20 VT0.25 20 70500 20630 14545 -6085 -0.9328529817568604
VT0.25_20 VT0.25 20 70600 19102 15033 -4069 -0.6262890564876097
VT0.25_20 VT0.25 20 70700 19336 13905 -5431 -0.8392829547210632
VT0.25_20 VT0.25 20 70800 19862 13568 -6294 -0.9796108949416342
VT0.25_20 VT0.25 20 70900 19927 13206 -6721 -1.0394370553665326
VT0.25_20 VT0.25 20 71000 20114 15250 -4864 -0.741689539493748
VT0.25_20 VT0.25 20 71100 20213 15297 -4916 -0.7571230555983367
VT0.25_20 VT0.25 20 71200 19805 14191 -5614 -0.8735024117006379
VT0.25_20 VT0.25 20 71300 19130 14053 -5077 -0.7828835774865073
VT0.25_20 VT0.25 20 71400 19347 13856 -5491 -0.8420487655267597
VT0.25_20 VT0.25 20 71500 19048 14156 -4892 -0.7590380139643135
VT0.25_20 VT0.25 20 71600 18868 14758 -4110 -0.633086876155268
VT0.25_20 VT0.25 20 71700 18876 14100 -4776 -0.7372645878357518
VT0.25_20 VT0.25 20 71800 19572 15332 -4240 -0.6586919372378437
VT0.25_20 VT0.25 20 71900 20009 15454 -4555 -0.7012007389162561
VT0.25_20 VT0.25 20 72000 19660 14077 -5583 -0.8523664122137404
VT0.25_20 VT0.25 20 72100 19855 14055 -5800 -0.8853610135857121
VT0.25_20 VT0.25 20 72200 19363 14359 -5004 -0.7771393073458611
VT0.25_20 VT0.25 20 72300 20407 13942 -6465 -0.9840182648401826
VT0.25_20 VT0.25 20 72400 18890 13523 -5367 -0.8212700841622035
VT0.25_20 VT0.25 20 72500 18347 15271 -3076 -0.47853142501555695
VT0.25_20 VT0.25 20 72600 19536 16615 -2921 -0.44622670333027803
VT0.25_20 VT0.25 20 72700 19240 15317 -3923 -0.6024262899262899
VT0.25_20 VT0.25 20 72800 18921 15534 -3387 -0.5291360724886737
VT0.25_20 VT0.25 20 72900 19386 16182 -3204 -0.492619926199262
VT0.25_20 VT0.25 20 73000 19615 14908 -4707 -0.7253814147018031
VT0.25_20 VT0.25 20 73100 20913 14402 -6511 -1.00138418948016
VT0.25_20 VT0.25 20 73200 20358 14384 -5974 -0.9308195699594889
VT0.25_20 VT0.25 20 73300 20755 14115 -6640 -1.0278637770897834
VT0.25_20 VT0.25 20 73400 20823 14281 -6542 -1.0019911165569
VT0.25_20 VT0.25 20 73500 20692 13993 -6699 -1.0369969040247677
VT0.25_20 VT0.25 20 73600 20587 13652 -6935 -1.0760279286268426
VT0.25_20 VT0.25 20 73700 19375 13929 -5446 -0.8446029776674938
VT0.25_20 VT0.25 20 73800 20352 14553 -5799 -0.8902364138778016
VT0.25_20 VT0.25 20 73900 20843 13792 -7051 -1.0809443507588532
VT0.25_20 VT0.25 20 74000 19580 13651 -5929 -0.9210812490290508
VT0.25_20 VT0.25 20 74100 19641 14541 -5100 -0.7773205304069501
VT0.25_20 VT0.25 20 74200 19612 14139 -5473 -0.8335363996344807
VT0.25_20 VT0.25 20 74300 19601 13938 -5663 -0.870159803318992
VT0.25_20 VT0.25 20 74400 20041 14051 -5990 -0.9260977118119975
VT0.25_20 VT0.25 20 74500 18810 14186 -4624 -0.7193528313627878
VT0.25_20 VT0.25 20 74600 19309 14372 -4937 -0.7597722376115728
VT0.25_20 VT0.25 20 74700 21198 14224 -6974 -1.0670134638922888
VT0.25_20 VT0.25 20 74800 19673 13729 -5944 -0.9299123904881101
VT0.25_20 VT0.25 20 74900 18462 13799 -4663 -0.7201544401544402
VT0.25_20 VT0.25 20 75000 19642 14627 -5015 -0.7770374961264332
VT0.25_20 VT0.25 20 75100 20198 14868 -5330 -0.8337243860472392
VT0.25_20 VT0.25 20 75200 20586 14936 -5650 -0.86114921505868
VT0.25_20 VT0.25 20 75300 20023 14926 -5097 -0.7860888340530536
VT0.25_20 VT0.25 20 75400 19055 14501 -4554 -0.7034291010194624
VT0.25_20 VT0.25 20 75500 19289 14566 -4723 -0.7146315630201241
VT0.25_20 VT0.25 20 75600 21461 15580 -5881 -0.9049084474534543
VT0.25_20 VT0.25 20 75700 21010 15063 -5947 -0.920445751431667
VT0.25_20 VT0.25 20 75800 20356 14323 -6033 -0.9394269697913422
VT0.25_20 VT0.25 20 75900 19178 13337 -5841 -0.9086807716241444
VT0.25_20 VT0.25 20 76000 18591 13471 -5120 -0.795278036657347
VT0.25_20 VT0.25 20 76100 18784 13375 -5409 -0.8371769075994429
VT0.25_20 VT0.25 20 76200 19850 13207 -6643 -1.0237324703344122
VT0.25_20 VT0.25 20 76300 19517 12830 -6687 -1.032263044149429
VT0.25_20 VT0.25 20 76400 19119 13661 -5458 -0.8488335925349922
VT0.25_20 VT0.25 20 76500 19433 15354 -4079 -0.6306431663574521
VT0.25_20 VT0.25 20 76600 20244 14901 -5343 -0.821873557914167
VT0.25_20 VT0.25 20 76700 20534 14987 -5547 -0.8656367041198502
VT0.25_20 VT0.25 20 76800 19616 14663 -4953 -0.7664809656453111
VT0.25_20 VT0.25 20 76900 20509 14178 -6331 -0.9782138442521632
VT0.25_20 VT0.25 20 77000 20407 14252 -6155 -0.9366915233602191
VT0.25_20 VT0.25 20 77100 19881 13603 -6278 -0.9889729048519219
VT0.25_20 VT0.25 20 77200 20550 13410 -7140 -1.1020219169624943
VT0.25_20 VT0.25 20 77300 18945 14156 -4789 -0.7431719428926132
VT0.25_20 VT0.25 20 77400 19547 13986 -5561 -0.8575173477255205
VT0.25_20 VT0.25 20 77500 19162 14074 -5088 -0.793141075604053
VT0.25_20 VT0.25 20 77600 18568 14229 -4339 -0.6725046497210168
VT0.25_20 VT0.25 20 77700 19407 14019 -5388 -0.8380774615025665
VT0.25_20 VT0.25 20 77800 19749 13730 -6019 -0.9285714285714286
VT0.25_20 VT0.25 20 77900 19453 13854 -5599 -0.8653786707882535
VT0.25_20 VT0.25 20 78000 20213 14077 -6136 -0.9499922588636012
VT0.25_20 VT0.25 20 78100 18954 13917 -5037 -0.7726645190980211
VT0.25_20 VT0.25 20 78200 17752 13606 -4146 -0.648724769206697
VT0.25_20 VT0.25 20 78300 19511 13991 -5520 -0.8451998162609095
VT0.25_20 VT0.25 20 78400 19336 13819 -5517 -0.8485081513380498
VT0.25_20 VT0.25 20 78500 19119 13497 -5622 -0.8642582628747117
VT0.25_20 VT0.25 20 78600 19020 14000 -5020 -0.7707661599877169
VT0.25_20 VT0.25 20 78700 19104 14447 -4657 -0.7283390678761339
VT0.25_20 VT0.25 20 78800 19276 14194 -5082 -0.7899891186071817
