update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,9280,8775,0,0
200,15149,14267,0,0
300,15086,14239,0,0
400,15104,14255,0,0
500,15099,14262,0,0
600,12020,11046,0,0
700,11528,10873,0,0
800,11525,10905,0,0
900,11517,10906,0,0
1000,11540,10858,0,0
1100,10310,9701,0,0
1200,8847,8362,0,0
1300,8808,8329,0,0
1400,8829,8322,0,0
1500,8822,8334,0,0
1600,7976,7367,0,0
1700,7010,6628,0,0
1800,6819,6434,0,0
1900,6830,6464,0,0
2000,6835,6449,0,0
2100,6739,6381,0,0
2200,5478,5160,0,0
2300,5340,5040,0,0
2400,5339,5026,0,0
2500,5314,5009,0,0
2600,5323,5009,0,0
2700,4437,4063,0,0
2800,4340,4119,0,0
2900,4380,4148,0,0
3000,4345,4110,0,0
3100,4317,4068,0,0
3200,3902,3678,0,0
3300,3550,3359,0,0
3400,3563,3365,0,0
3500,3624,3421,0,0
3600,3584,3408,0,0
3700,3290,3070,0,0
3800,3008,2797,0,0
3900,3037,2846,0,0
4000,3077,2864,0,0
4100,3055,2854,0,0
4200,2911,2699,0,0
4300,2522,2323,0,0
4400,2541,2375,0,0
4500,2588,2408,0,0
4600,2608,2402,0,0
4700,2608,2441,0,0
4800,2229,2036,0,0
4900,2289,2112,0,0
5000,2264,2102,0,0
5100,2285,2101,0,0
5200,2277,2130,0,0
5300,2159,1980,0,0
5400,2055,1866,0,0
5500,2036,1877,0,0
5600,1995,1840,0,0
5700,1932,1775,0,0
5800,1842,1717,0,0
5900,1813,1668,0,0
6000,1821,1653,0,0
6100,1789,1611,0,0
6200,1735,1572,0,0
6300,1735,1584,0,0
6400,1687,1530,0,0
6500,1612,1428,0,0
6600,1576,1370,0,0
6700,1563,1388,0,0
6800,1501,1343,0,0
6900,1493,1298,0,0
7000,1476,1272,0,0
7100,1424,1224,0,0
7200,1411,1217,0,0
7300,1377,1151,0,0
7400,1341,1120,0,0
7500,1256,1034,0,0
7600,1240,1007,0,0
7700,1250,1005,0,0
7800,1221,987,0,0
7900,1168,923,0,0
8000,1183,918,0,0
8100,1241,966,0,0
8200,1307,988,0,0
8300,1298,984,0,0
8400,1267,950,0,0
8500,1224,888,0,0
8600,1238,903,0,0
8700,1238,905,0,0
8800,1310,945,0,0
8900,1626,1149,0,0
9000,2231,1568,0,0
9100,2927,2004,0,0
9200,3604,2395,0,0
9300,3213,2161,0,0
9400,3312,2168,0,0
9500,3501,2333,0,0
9600,3336,2201,0,0
9700,3238,2077,0,0
9800,3275,2077,0,0
9900,3267,1970,0,0
10000,3118,1925,0,0
10100,3231,1971,0,0
10200,3311,2069,0,0
10300,3143,1925,0,0
10400,2940,1766,0,0
10500,2860,1698,0,0
10600,3321,1948,0,0
10700,3083,1691,0,0
10800,3376,1871,0,0
10900,3332,1829,0,0
11000,3077,1712,0,0
11100,3177,1754,0,0
11200,3123,1673,0,0
11300,2968,1576,0,0
11400,2887,1486,0,0
11500,2672,1422,0,0
11600,2678,1361,0,0
11700,2102,1041,0,0
11800,2209,1083,0,0
11900,2070,1023,0,0
12000,1995,976,0,0
12100,2789,1379,0,0
12200,3097,1526,0,0
12300,3076,1480,0,0
12400,2914,1432,0,0
12500,2472,1164,0,0
12600,2694,1256,0,0
12700,2562,1175,0,0
12800,2573,1186,0,0
12900,2546,1145,0,0
13000,2635,1157,0,0
13100,2134,947,0,0
13200,2440,1049,0,0
13300,2851,1231,0,0
13400,2730,1147,0,0
13500,2581,1045,0,0
13600,2857,1212,0,0
13700,2528,1022,0,0
13800,2379,1019,0,0
13900,2549,1025,0,0
14000,2181,896,0,0
14100,2372,939,0,0
14200,2135,874,0,0
14300,2096,858,0,0
14400,2034,884,0,0
14500,2486,1020,0,0
14600,2182,859,0,0
