update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,9268,8753,0,0
200,15169,14328,0,0
300,15076,14264,0,0
400,15092,14277,0,0
500,15090,14228,0,0
600,11998,11016,0,0
700,11529,10903,0,0
800,11515,10859,0,0
900,11504,10849,0,0
1000,11501,10835,0,0
1100,10274,9702,0,0
1200,8818,8312,0,0
1300,8791,8292,0,0
1400,8766,8297,0,0
1500,8769,8297,0,0
1600,7979,7360,0,0
1700,7032,6641,0,0
1800,6851,6456,0,0
1900,6819,6419,0,0
2000,6823,6445,0,0
2100,6745,6348,0,0
2200,5560,5247,0,0
2300,5417,5113,0,0
2400,5389,5080,0,0
2500,5424,5147,0,0
2600,5394,5107,0,0
2700,4444,4114,0,0
2800,4325,4082,0,0
2900,4263,4040,0,0
3000,4294,4058,0,0
3100,4293,4074,0,0
3200,3846,3629,0,0
3300,3483,3300,0,0
3400,3426,3236,0,0
3500,3451,3275,0,0
3600,3485,3281,0,0
3700,3168,2934,0,0
3800,2843,2685,0,0
3900,2854,2707,0,0
4000,2861,2708,0,0
4100,2874,2728,0,0
4200,2798,2662,0,0
4300,2391,2255,0,0
4400,2458,2315,0,0
4500,2463,2331,0,0
4600,2462,2344,0,0
4700,2453,2316,0,0
4800,2107,1977,0,0
4900,2093,1994,0,0
5000,2171,2047,0,0
5100,2180,2076,0,0
5200,2210,2100,0,0
5300,2013,1891,0,0
5400,1899,1800,0,0
5500,1929,1825,0,0
5600,1997,1902,0,0
5700,2021,1913,0,0
5800,1865,1750,0,0
5900,1707,1621,0,0
6000,1789,1695,0,0
6100,1948,1854,0,0
6200,2029,1896,0,0
6300,2107,1963,0,0
6400,2063,1923,0,0
6500,2544,2393,0,0
6600,3177,2955,0,0
6700,3717,3450,0,0
6800,4086,3873,0,0
6900,4061,3801,0,0
7000,4503,4233,0,0
7100,4840,4492,0,0
7200,5267,4793,0,0
7300,5681,5154,0,0
7400,4963,4531,0,0
7500,4834,4449,0,0
7600,5588,5075,0,0
7700,5315,4888,0,0
7800,5037,4595,0,0
7900,5107,4593,0,0
8000,5184,4702,0,0
8100,5611,5101,0,0
8200,5933,5427,0,0
8300,5928,5505,0,0
8400,5416,5037,0,0
8500,5562,5143,0,0
8600,6400,5923,0,0
8700,6631,6173,0,0
8800,6832,6380,0,0
8900,7271,6787,0,0
9000,7061,6516,0,0
9100,7270,6738,0,0
9200,7689,7086,0,0
9300,8087,7529,0,0
9400,8138,7563,0,0
9500,7307,6711,0,0
9600,7175,6665,0,0
9700,7519,7007,0,0
9800,7633,7108,0,0
9900,7818,7311,0,0
10000,7540,6994,0,0
10100,7488,6967,0,0
10200,7772,7233,0,0
10300,7533,6995,0,0
10400,7995,7439,0,0
10500,7796,7245,0,0
10600,7255,6726,0,0
10700,7169,6663,0,0
10800,7357,6856,0,0
10900,7246,6762,0,0
11000,7719,7156,0,0
11100,7549,6960,0,0
11200,7621,7024,0,0
11300,8194,7497,0,0
11400,7843,7121,0,0
11500,7923,7272,0,0
11600,7525,6952,0,0
11700,7146,6613,0,0
11800,7513,6963,0,0
11900,7430,6909,0,0
12000,7455,6850,0,0
12100,7567,7009,0,0
12200,7415,6813,0,0
12300,7524,6933,0,0
12400,7154,6563,0,0
12500,7470,6840,0,0
12600,7871,7267,0,0
12700,7411,6796,0,0
12800,7389,6735,0,0
12900,7277,6614,0,0
13000,7428,6817,0,0
13100,7823,7132,0,0
13200,7720,7036,0,0
13300,7727,7023,0,0
13400,7603,6905,0,0
13500,8383,7643,0,0
13600,8212,7491,0,0
13700,7974,7289,0,0
13800,7899,7233,0,0
13900,7409,6730,0,0
14000,7166,6481,0,0
14100,7235,6565,0,0
14200,7543,6780,0,0
14300,7466,6630,0,0
14400,7037,6253,0,0
14500,6607,5864,0,0
14600,6054,5327,0,0
14700,6346,5493,0,0
14800,6766,5867,0,0
14900,7197,6210,0,0
15000,6783,5810,0,0
15100,6066,5139,0,0
15200,6834,5676,0,0
15300,6696,5442,0,0
15400,6744,5505,0,0
15500,6529,5278,0,0
15600,6341,5064,0,0
15700,6375,5101,0,0
15800,5803,4629,0,0
15900,5966,4812,0,0
16000,5460,4336,0,0
16100,5307,4182,0,0
16200,6138,4763,0,0
16300,5991,4554,0,0
16400,5857,4465,0,0
16500,5805,4452,0,0
16600,5953,4523,0,0
16700,5508,4068,0,0
16800,4931,3610,0,0
16900,5104,3607,0,0
17000,5151,3592,0,0
17100,5021,3592,0,0
17200,4970,3469,0,0
17300,5013,3536,0,0
17400,5082,3462,0,0
17500,4824,3368,0,0
17600,4704,3319,0,0
17700,4927,3459,0,0
17800,5013,3413,0,0
17900,4688,3272,0,0
18000,4560,3076,0,0
18100,4606,3092,0,0
18200,4762,3136,0,0
18300,4591,3063,0,0
18400,4453,2986,0,0
18500,4524,2907,0,0
18600,4552,3000,0,0
18700,4600,2869,0,0
18800,4878,2987,0,0
18900,4154,2618,0,0
19000,3957,2448,0,0
19100,4034,2441,0,0
19200,4472,2821,0,0
19300,4626,2844,0,0
19400,4107,2500,0,0
19500,4346,2593,0,0
19600,4035,2358,0,0
19700,4121,2387,0,0
19800,4249,2550,0,0
19900,3890,2266,0,0
20000,4406,2461,0,0
20100,3969,2262,0,0
20200,3788,2176,0,0
20300,3924,2230,0,0
20400,3537,2062,0,0
20500,3664,2075,0,0
20600,3850,2272,0,0
20700,3829,2130,0,0
20800,3527,1974,0,0
20900,3743,2105,0,0
21000,4157,2207,0,0
21100,3763,2009,0,0
21200,3836,2041,0,0
21300,3857,2066,0,0
21400,3768,2091,0,0
21500,3996,2138,0,0
21600,3752,2060,0,0
21700,3572,1981,0,0
21800,3061,1617,0,0
21900,3172,1675,0,0
22000,3450,1846,0,0
22100,3458,1865,0,0
22200,3413,1760,0,0
22300,3068,1555,0,0
22400,3124,1529,0,0
22500,3356,1669,0,0
22600,3533,1764,0,0
22700,3325,1654,0,0
22800,3509,1739,0,0
22900,3391,1722,0,0
23000,3178,1599,0,0
23100,3622,1833,0,0
23200,3428,1676,0,0
23300,3160,1574,0,0
23400,3109,1481,0,0
23500,2544,1224,0,0
23600,3105,1543,0,0
23700,3373,1725,0,0
23800,3223,1680,0,0
23900,3607,1832,0,0
24000,3070,1463,0,0
24100,2978,1413,0,0
24200,3038,1492,0,0
24300,3332,1592,0,0
24400,3111,1443,0,0
24500,3018,1382,0,0
24600,3076,1458,0,0
24700,3022,1381,0,0
24800,3187,1478,0,0
24900,2679,1220,0,0
25000,2825,1270,0,0
25100,2637,1205,0,0
25200,2845,1320,0,0
25300,3090,1363,0,0
25400,3139,1447,0,0
25500,2875,1229,0,0
25600,2575,1161,0,0
25700,2816,1269,0,0
25800,3311,1462,0,0
25900,3361,1511,0,0
26000,3113,1380,0,0
26100,3002,1334,0,0
26200,2974,1285,0,0
26300,3051,1293,0,0
26400,3151,1431,0,0
26500,3222,1433,0,0
26600,3565,1473,0,0
26700,3332,1352,0,0
26800,3042,1393,0,0
26900,2961,1350,0,0
27000,2950,1326,0,0
27100,2685,1195,0,0
27200,2875,1276,0,0
27300,2883,1321,0,0
27400,2895,1291,0,0
27500,2606,1122,0,0
27600,2387,1001,0,0
27700,2830,1216,0,0
27800,2469,1077,0,0
27900,2375,1009,0,0
28000,2648,1086,0,0
28100,2788,1191,0,0
28200,3072,1287,0,0
28300,2989,1187,0,0
28400,2673,1057,0,0
28500,2675,1084,0,0
28600,2581,1088,0,0
28700,2551,1015,0,0
28800,2636,1111,0,0
28900,2399,1022,0,0
29000,2028,833,0,0
29100,2123,900,0,0
29200,2286,911,0,0
29300,2221,878,0,0
29400,2615,1052,0,0
29500,2410,969,0,0
29600,2224,861,0,0
29700,2284,941,0,0
29800,2490,1027,0,0
29900,2512,1056,0,0
30000,2427,1026,0,0
30100,2326,974,0,0
30200,2399,989,0,0
30300,2548,1011,0,0
30400,3103,1266,0,0
30500,2799,1107,0,0
30600,2647,1009,0,0
30700,2365,943,0,0
30800,2530,1054,0,0
30900,2533,980,0,0
31000,2228,900,0,0
31100,2097,843,0,0
31200,1759,703,0,0
31300,1838,725,0,0
31400,2054,845,0,0
31500,1935,740,0,0
31600,1622,637,0,0
31700,2056,848,0,0
31800,2364,921,0,0
31900,2293,871,0,0
32000,2306,861,0,0
32100,2236,888,0,0
32200,2100,840,0,0
32300,2023,725,0,0
32400,1877,687,0,0
32500,2157,775,0,0
32600,2041,759,0,0
32700,2002,740,0,0
32800,1957,738,0,0
32900,1910,708,0,0
33000,2273,918,0,0
33100,2514,1011,0,0
33200,2159,863,0,0
33300,1870,770,0,0
33400,2368,854,0,0
33500,2174,853,0,0
33600,2118,811,0,0
33700,2044,827,0,0
33800,1966,769,0,0
33900,2205,883,0,0
34000,2319,889,0,0
34100,1955,755,0,0
34200,1897,737,0,0
34300,1671,657,0,0
34400,1761,672,0,0
34500,2082,772,0,0
34600,2011,753,0,0
34700,2036,793,0,0
34800,2195,825,0,0
34900,2021,791,0,0
35000,1738,657,0,0
35100,1698,624,0,0
35200,1798,717,0,0
35300,2292,880,0,0
35400,2455,1002,0,0
35500,2158,870,0,0
35600,1697,686,0,0
35700,1719,698,0,0
35800,1832,737,0,0
35900,1899,825,0,0
36000,2131,889,0,0
36100,1994,818,0,0
36200,1855,735,0,0
36300,1765,711,0,0
36400,1984,813,0,0
36500,1992,803,0,0
36600,1891,735,0,0
36700,2088,814,0,0
36800,2106,849,0,0
36900,2106,864,0,0
37000,1837,719,0,0
37100,1935,741,0,0
37200,2013,767,0,0
37300,2059,757,0,0
37400,2474,907,0,0
37500,2395,920,0,0
37600,2419,933,0,0
37700,2375,895,0,0
37800,1979,756,0,0
37900,1917,737,0,0
38000,2136,805,0,0
38100,2191,851,0,0
38200,2169,840,0,0
38300,1676,615,0,0
38400,2073,796,0,0
38500,1889,740,0,0
38600,1998,791,0,0
38700,1984,764,0,0
38800,2111,800,0,0
38900,2211,824,0,0
39000,2141,827,0,0
39100,2185,836,0,0
39200,1903,727,0,0
39300,1860,722,0,0
39400,1903,730,0,0
39500,1907,746,0,0
39600,2167,790,0,0
39700,2218,833,0,0
39800,1831,658,0,0
39900,1879,720,0,0
40000,1910,740,0,0
40100,1891,750,0,0
40200,2174,810,0,0
40300,2118,799,0,0
40400,2037,804,0,0
40500,2137,766,0,0
40600,2122,743,0,0
40700,1838,685,0,0
40800,1595,611,0,0
40900,1673,607,0,0
41000,1938,688,0,0
41100,2047,782,0,0
41200,1671,654,0,0
41300,1743,634,0,0
41400,2041,739,0,0
41500,2335,840,0,0
41600,1985,699,0,0
41700,2100,754,0,0
41800,1943,717,0,0
41900,1989,711,0,0
