parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000101001,1,0,255,0
000101100,1,0,66,0
000110101,1,0,274,0
000010010,2,0,57,0
000010001,2,0,252,0
000001000,13,0,22,0
000011010,2,0,79,0
000000000,9698,0,0,0
000011000,4,0,66,0
000011001,1,0,275,0
000100001,1,0,228,0
000001010,3,0,45,0
000110000,3,0,54,0
000100000,5,0,14,0
000011100,3,0,80,0
000000100,9,0,20,0
000000011,1,0,229,0
000000010,10,0,8,0
000010000,18,0,27,0
000000101,3,0,235,0
000001001,2,0,242,0
000101000,3,0,46,0
001000000,1,0,0,0
000100100,1,0,41,0
000010100,6,0,55,0
000000001,201,0,12,0
000110100,3,0,68,0
000001100,2,0,56,0
