parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010001,2,0,252,0
000111000,1,0,49,0
000010010,1,0,38,0
000001011,1,0,256,0
000000000,9711,0,0,0
000001100,1,0,39,0
000110100,1,0,46,0
000000001,219,0,10,0
000011000,5,0,38,0
000101100,1,0,45,0
000100100,2,0,26,0
000010100,3,0,39,0
000000011,2,0,237,0
000000010,8,0,5,0
000000100,9,0,12,0
000000101,1,0,247,0
000001001,3,0,245,0
000001101,1,0,262,0
000010000,11,0,16,0
000001000,8,0,16,0
000110000,1,0,34,0
000011100,2,0,53,0
000100000,5,0,6,0
000001010,1,0,34,0
