parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000000110,1,0,128,0
000001101,1,0,676,0
000010101,1,0,679,0
000101001,1,0,653,0
000111100,4,0,194,0
000001000,33,0,44,0
000010001,7,0,634,0
000001001,11,0,619,0
000000101,7,0,623,0
000110001,1,0,657,0
000000001,521,0,46,0
000110100,4,0,149,0
000001100,7,0,128,0
000011100,5,0,177,0
000001010,1,0,129,0
000100000,11,0,29,0
000010000,35,0,50,0
000100001,4,0,593,0
000110000,3,0,107,0
000000100,27,0,49,0
000000010,42,0,13,0
000000011,7,0,607,0
000000000,9231,0,0,0
000010100,10,0,125,0
001000001,1,0,566,0
000100100,4,0,95,0
000100101,3,0,644,0
000110110,1,0,202,0
000111101,1,0,726,0
000011010,1,0,190,0
000010011,1,0,685,0
000101000,1,0,108,0
000011000,10,0,130,0
000111000,1,0,162,0
000100010,1,0,92,0
