parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000100100,1,0,60,0
000010001,3,0,283,0
000010101,1,0,306,0
000001000,6,0,25,0
000001111,1,0,306,0
000000101,3,0,275,0
000001001,3,0,264,0
000000010,11,0,6,0
000000100,15,0,31,0
000001100,4,0,61,0
000000001,223,0,18,0
000110100,3,0,89,0
000100000,9,0,16,0
000001010,1,0,43,0
000010000,20,0,31,0
000100001,3,0,257,0
000011100,3,0,86,0
000000000,9664,0,0,0
000010010,1,0,65,0
000111000,1,0,83,0
000011000,6,0,62,0
000100101,2,0,288,0
000011101,1,0,314,0
000100010,1,0,39,0
000111100,2,0,100,0
000101100,1,0,77,0
000010100,8,0,70,0
000110101,1,0,317,0
000101010,1,0,62,0
000011010,1,0,79,0
