parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000011101,2,0,309,0
000010001,1,0,275,0
000010101,2,0,292,0
000000100,12,0,20,0
000001011,1,0,286,0
000000000,9670,0,0,0
000001100,3,0,57,0
000000001,226,0,13,0
000011000,6,0,59,0
000001010,2,0,51,0
000110000,2,0,52,0
000011100,3,0,78,0
000100000,4,0,13,0
000100001,3,0,249,0
000001000,14,0,23,0
000110001,1,0,283,0
000010000,17,0,26,0
000001001,1,0,271,0
000000101,1,0,265,0
000101000,1,0,49,0
000000010,15,0,6,0
000000011,1,0,257,0
000100100,3,0,42,0
000010100,5,0,57,0
000011010,1,0,80,0
000111110,1,0,103,0
000111000,2,0,73,0
