parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000000110,1,0,80,0
000010101,1,0,493,0
000111100,1,0,137,0
000010100,9,0,91,0
000100100,1,0,66,0
000001100,3,0,85,0
000110100,4,0,107,0
000000001,384,0,22,0
000000010,18,0,15,0
000000011,3,0,429,0
000001001,4,0,438,0
000000101,3,0,449,0
000100000,8,0,16,0
000010000,30,0,36,0
000100001,1,0,425,0
000110000,2,0,77,0
000011100,1,0,128,0
000001010,2,0,68,0
000000000,9456,0,0,0
000001011,2,0,462,0
000010010,3,0,90,0
000010001,4,0,459,0
000101110,1,0,124,0
000110001,1,0,474,0
000111111,1,0,542,0
000011010,1,0,120,0
000001000,19,0,25,0
000110011,1,0,495,0
000011001,1,0,489,0
000000100,25,0,26,0
001000000,1,0,0,0
000111000,1,0,108,0
000101000,2,0,60,0
000011000,5,0,94,0
