update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,9283,8760,0,0
200,15192,14341,0,0
300,15090,14230,0,0
400,15090,14264,0,0
500,15101,14216,0,0
600,12109,11174,0,0
700,11636,10984,0,0
800,11607,10933,0,0
900,11601,10942,0,0
1000,11618,10919,0,0
1100,10421,9819,0,0
1200,8951,8420,0,0
1300,8909,8406,0,0
1400,8912,8426,0,0
1500,8902,8418,0,0
1600,8032,7453,0,0
1700,7040,6625,0,0
1800,6913,6542,0,0
1900,6897,6516,0,0
2000,6881,6539,0,0
2100,6810,6418,0,0
2200,5560,5257,0,0
2300,5434,5153,0,0
2400,5481,5184,0,0
2500,5469,5157,0,0
2600,5436,5153,0,0
2700,4440,4087,0,0
2800,4303,4083,0,0
2900,4261,4021,0,0
3000,4280,4066,0,0
3100,4307,4069,0,0
3200,3853,3644,0,0
3300,3476,3296,0,0
3400,3484,3264,0,0
3500,3441,3265,0,0
3600,3456,3277,0,0
3700,3151,2940,0,0
3800,2850,2696,0,0
3900,2882,2731,0,0
4000,2887,2755,0,0
4100,2884,2756,0,0
4200,2859,2709,0,0
4300,2429,2294,0,0
4400,2418,2280,0,0
4500,2458,2336,0,0
4600,2504,2376,0,0
4700,2474,2346,0,0
4800,2067,1935,0,0
4900,2106,2017,0,0
5000,2169,2053,0,0
5100,2241,2148,0,0
5200,2238,2110,0,0
5300,2005,1893,0,0
5400,1884,1780,0,0
5500,1936,1830,0,0
5600,1932,1840,0,0
5700,1928,1839,0,0
5800,1772,1658,0,0
5900,1662,1575,0,0
6000,1722,1622,0,0
6100,1776,1706,0,0
6200,1776,1684,0,0
6300,1728,1643,0,0
6400,1468,1380,0,0
6500,1563,1487,0,0
6600,1646,1565,0,0
6700,1806,1705,0,0
6800,2086,1986,0,0
6900,2553,2410,0,0
7000,3335,3141,0,0
7100,3762,3528,0,0
7200,4094,3858,0,0
7300,4582,4290,0,0
7400,4262,4001,0,0
7500,4762,4462,0,0
7600,5281,4955,0,0
7700,5183,4885,0,0
7800,5094,4802,0,0
7900,4976,4660,0,0
8000,5111,4724,0,0
8100,6031,5662,0,0
8200,6321,5988,0,0
8300,6478,6079,0,0
8400,7000,6576,0,0
8500,6765,6388,0,0
8600,7208,6784,0,0
8700,7249,6767,0,0
8800,7275,6773,0,0
8900,7385,6894,0,0
9000,6696,6222,0,0
9100,7194,6733,0,0
9200,7513,7058,0,0
9300,7372,6939,0,0
9400,7855,7369,0,0
9500,7401,6911,0,0
9600,7350,6894,0,0
9700,7864,7403,0,0
9800,7748,7220,0,0
9900,7880,7318,0,0
10000,8247,7726,0,0
10100,8091,7599,0,0
10200,7918,7410,0,0
10300,7888,7367,0,0
10400,7974,7504,0,0
10500,7812,7277,0,0
10600,7617,7047,0,0
10700,8046,7443,0,0
10800,8064,7494,0,0
10900,8382,7752,0,0
11000,7986,7362,0,0
11100,8073,7453,0,0
11200,8027,7426,0,0
11300,7364,6780,0,0
11400,7886,7262,0,0
11500,7708,7076,0,0
11600,7132,6533,0,0
11700,7318,6686,0,0
11800,7320,6604,0,0
11900,8037,7206,0,0
12000,7729,6983,0,0
12100,7551,6894,0,0
12200,7355,6686,0,0
12300,7810,7063,0,0
12400,7393,6713,0,0
12500,7001,6367,0,0
12600,7345,6717,0,0
12700,7289,6591,0,0
12800,7327,6616,0,0
12900,6893,6270,0,0
13000,7203,6463,0,0
13100,7044,6349,0,0
13200,7121,6352,0,0
13300,7264,6502,0,0
13400,6565,5920,0,0
13500,6121,5454,0,0
13600,6507,5706,0,0
13700,6865,6020,0,0
13800,6617,5753,0,0
13900,5997,5163,0,0
14000,5774,4944,0,0
14100,5813,4998,0,0
14200,5549,4698,0,0
14300,5540,4592,0,0
14400,5514,4608,0,0
14500,5713,4764,0,0
14600,5675,4772,0,0
14700,5440,4525,0,0
14800,5389,4490,0,0
14900,5806,4674,0,0
15000,5773,4716,0,0
15100,5675,4519,0,0
15200,5370,4266,0,0
15300,5749,4537,0,0
15400,6007,4739,0,0
15500,5739,4556,0,0
15600,5456,4310,0,0
15700,5510,4401,0,0
15800,5667,4444,0,0
15900,5625,4325,0,0
16000,5547,4322,0,0
16100,5304,4060,0,0
16200,5300,4019,0,0
16300,5128,3847,0,0
16400,4855,3621,0,0
16500,4345,3247,0,0
16600,4734,3413,0,0
16700,5029,3685,0,0
16800,4864,3597,0,0
16900,4710,3448,0,0
17000,4880,3501,0,0
17100,4664,3316,0,0
17200,4825,3405,0,0
17300,4910,3525,0,0
17400,5107,3531,0,0
17500,5206,3633,0,0
17600,4822,3365,0,0
17700,4570,3130,0,0
17800,4205,2900,0,0
17900,4065,2692,0,0
18000,3923,2727,0,0
18100,3889,2677,0,0
18200,4332,2953,0,0
18300,3967,2658,0,0
18400,3736,2537,0,0
18500,3951,2673,0,0
18600,3950,2587,0,0
18700,4040,2682,0,0
18800,4057,2594,0,0
18900,4080,2531,0,0
19000,3663,2309,0,0
19100,3715,2375,0,0
19200,3578,2278,0,0
19300,3262,2043,0,0
19400,2892,1765,0,0
19500,3098,1898,0,0
19600,3123,1946,0,0
19700,3130,1871,0,0
19800,2874,1687,0,0
19900,2961,1773,0,0
20000,3120,1838,0,0
20100,3345,1873,0,0
20200,3131,1768,0,0
20300,3189,1803,0,0
20400,3167,1786,0,0
20500,3223,1895,0,0
20600,2906,1641,0,0
20700,3015,1725,0,0
20800,2968,1684,0,0
20900,2824,1562,0,0
21000,2618,1424,0,0
21100,2907,1540,0,0
21200,2942,1507,0,0
21300,2938,1563,0,0
21400,3212,1599,0,0
21500,2944,1519,0,0
21600,2670,1383,0,0
21700,2642,1334,0,0
21800,2790,1379,0,0
21900,2641,1348,0,0
22000,2814,1501,0,0
22100,3121,1578,0,0
22200,3140,1610,0,0
22300,3096,1529,0,0
22400,2531,1270,0,0
22500,2829,1437,0,0
22600,3174,1578,0,0
22700,3286,1629,0,0
22800,3328,1613,0,0
22900,3139,1443,0,0
23000,2507,1094,0,0
23100,2514,1155,0,0
23200,2740,1368,0,0
23300,2957,1404,0,0
23400,3107,1514,0,0
23500,3183,1539,0,0
23600,3101,1530,0,0
23700,3320,1624,0,0
23800,3189,1484,0,0
23900,3477,1665,0,0
24000,3574,1704,0,0
24100,3457,1617,0,0
24200,3368,1631,0,0
24300,2917,1398,0,0
24400,3085,1409,0,0
24500,3032,1375,0,0
24600,2844,1282,0,0
24700,3141,1390,0,0
24800,3324,1459,0,0
24900,3462,1542,0,0
25000,3682,1593,0,0
25100,2853,1223,0,0
25200,2699,1124,0,0
25300,2824,1211,0,0
25400,3197,1419,0,0
25500,2494,1029,0,0
25600,2746,1201,0,0
25700,2927,1256,0,0
25800,2663,1114,0,0
25900,3255,1357,0,0
26000,2902,1197,0,0
26100,3179,1308,0,0
26200,3100,1316,0,0
26300,3011,1190,0,0
26400,2777,1175,0,0
26500,2898,1234,0,0
26600,3001,1208,0,0
26700,2953,1159,0,0
26800,2744,1125,0,0
26900,2962,1164,0,0
27000,2801,1112,0,0
27100,3011,1228,0,0
27200,3063,1218,0,0
27300,2846,1169,0,0
27400,2717,1209,0,0
27500,2701,1140,0,0
27600,2753,1154,0,0
27700,2676,1129,0,0
27800,2803,1173,0,0
27900,2894,1250,0,0
28000,2811,1176,0,0
28100,2952,1211,0,0
28200,2701,1083,0,0
28300,2724,1139,0,0
28400,2339,973,0,0
28500,2440,1009,0,0
28600,2388,965,0,0
28700,2761,1111,0,0
28800,2844,1179,0,0
28900,2584,1023,0,0
29000,2484,1004,0,0
29100,2530,983,0,0
29200,2567,1003,0,0
29300,2526,1002,0,0
29400,2477,987,0,0
29500,1988,708,0,0
29600,2252,883,0,0
29700,2163,813,0,0
