update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,191645,0,0,0,0
200,165995,0,0,0,0
300,165710,0,0,0,0
400,165560,0,0,0,0
500,166020,0,0,0,0
600,140140,0,0,0,0
700,129930,0,0,0,0
800,129390,0,0,0,0
900,129510,0,0,0,0
1000,129245,0,0,0,0
1100,115715,0,0,0,0
1200,101535,0,0,0,0
1300,101230,0,0,0,0
1400,101255,0,0,0,0
1500,100995,0,0,0,0
1600,96105,0,0,0,0
1700,81595,0,0,0,0
1800,80355,0,0,0,0
1900,80360,0,0,0,0
2000,80445,0,0,0,0
2100,80015,0,0,0,0
2200,64875,0,0,0,0
2300,64445,0,0,0,0
2400,64075,0,0,0,0
2500,64910,0,0,0,0
2600,64405,0,0,0,0
2700,55680,0,0,0,0
2800,52735,0,0,0,0
2900,52480,0,0,0,0
3000,52520,0,0,0,0
3100,52495,0,0,0,0
3200,47460,0,0,0,0
3300,43560,0,0,0,0
3400,43470,0,0,0,0
3500,43740,0,0,0,0
3600,44170,0,0,0,0
3700,42095,0,0,0,0
3800,37220,0,0,0,0
3900,37005,0,0,0,0
4000,36775,0,0,0,0
4100,37310,0,0,0,0
4200,37500,0,0,0,0
4300,31125,0,0,0,0
4400,32085,0,0,0,0
4500,32390,0,0,0,0
4600,32050,0,0,0,0
4700,32300,0,0,0,0
4800,29095,0,0,0,0
4900,28785,0,0,0,0
5000,29245,0,0,0,0
5100,28800,0,0,0,0
5200,28790,0,0,0,0
5300,26855,0,0,0,0
5400,26035,0,0,0,0
5500,26365,0,0,0,0
5600,26220,0,0,0,0
5700,26425,0,0,0,0
5800,26190,0,0,0,0
5900,24020,0,0,0,0
6000,24495,0,0,0,0
6100,24785,0,0,0,0
6200,24405,0,0,0,0
6300,24465,0,0,0,0
6400,20970,0,0,0,0
6500,22005,0,0,0,0
6600,22650,0,0,0,0
6700,22755,0,0,0,0
6800,22320,0,0,0,0
6900,20180,0,0,0,0
7000,20045,0,0,0,0
7100,20560,0,0,0,0
7200,20690,0,0,0,0
7300,21675,0,0,0,0
7400,23655,0,0,0,0
7500,30405,0,0,0,0
7600,41755,0,0,0,0
7700,45005,0,0,0,0
7800,50785,0,0,0,0
7900,49960,0,0,0,0
8000,50680,0,0,0,0
8100,54045,0,0,0,0
8200,60155,0,0,0,0
8300,61560,0,0,0,0
8400,62795,0,0,0,0
8500,60900,0,0,0,0
8600,66220,0,0,0,0
8700,68435,0,0,0,0
