parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010011,1,0,336,0
000100111,2,0,359,0
000011100,2,0,97,0
000100000,10,0,14,0
000110000,1,0,64,0
000001100,6,0,73,0
000000001,241,0,24,0
000110100,2,0,93,0
000001000,8,0,30,0
000111100,1,0,108,0
000001101,1,0,328,0
000001001,4,0,290,0
000000101,4,0,305,0
000010010,5,0,81,0
000000110,2,0,97,0
000000100,17,0,35,0
000000010,28,0,23,0
000000011,5,0,301,0
000010100,11,0,71,0
000100100,3,0,64,0
000000000,9617,0,0,0
000010000,10,0,36,0
000101000,2,0,54,0
000011000,4,0,67,0
000001010,2,0,79,0
000111011,1,0,365,0
000101010,1,0,96,0
000010001,3,0,301,0
000011001,1,0,322,0
000101101,1,0,339,0
000011011,1,0,352,0
000011010,3,0,105,0
