parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010010,1,0,69,0
000101100,1,0,72,0
000101010,1,0,65,0
000011010,2,0,85,0
000001001,2,0,243,0
000000101,2,0,248,0
000000000,9685,0,0,0
000001010,3,0,41,0
000100000,6,0,19,0
000011100,1,0,87,0
000110000,5,0,60,0
000100001,1,0,240,0
000011000,5,0,69,0
000001100,2,0,59,0
000000001,207,0,10,0
000110100,7,0,71,0
000000011,1,0,235,0
000000010,12,0,8,0
000000100,9,0,27,0
000010000,18,0,35,0
000010001,3,0,263,0
000010101,1,0,280,0
000111100,1,0,94,0
000001000,12,0,18,0
000100100,3,0,46,0
000010100,9,0,61,0
