parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000100010,1,0,50,4
000001010,3,0,42,4
000011100,2,0,92,2
000010000,19,0,32,0
000100001,4,0,262,48
000100000,4,0,22,0
000110000,3,0,66,0
000110010,1,0,86,4
001010000,1,0,50,0
000001000,9,0,16,0
000000101,4,1,278,48
000000010,14,3,15,1
000000011,1,1,272,50
000110100,1,0,90,2
000000001,228,46,19,2
000000100,18,1,26,1
000011010,5,0,77,4
000010011,1,0,306,51
000000000,9654,190,0,0
000100100,6,0,54,2
000101001,1,0,285,48
000110111,1,0,336,52
000011001,1,0,302,48
000111010,1,0,95,4
000010101,3,0,311,49
000010001,2,0,287,48
000010010,1,0,69,4
000101000,1,0,46,0
000011000,1,0,65,0
000101100,1,0,78,2
000010100,7,0,73,2
000110101,1,0,319,49
