parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010010,1,0,74,1
000011000,3,0,67,0
001000001,1,0,403,92
000011101,1,0,489,93
000101100,2,0,77,1
000110100,4,0,89,1
000000001,387,92,17,0
000000000,9477,299,0,0
000110000,2,0,66,0
000011100,1,0,98,1
000100001,1,0,429,92
000100000,10,0,17,0
000101000,1,0,48,0
000001001,4,0,423,92
000000101,5,0,438,93
000111100,3,0,107,1
000001000,13,0,15,0
000010001,3,0,447,92
000000100,20,1,25,0
000010000,27,0,23,0
000000010,23,1,3,0
000000011,2,0,426,93
000100100,4,0,55,1
000010100,5,0,76,1
