update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,191805,0,0,0,0
200,166130,0,0,0,0
300,166265,0,0,0,0
400,166445,0,0,0,0
500,165775,0,0,0,0
600,139695,0,0,0,0
700,128735,0,0,0,0
800,129235,0,0,0,0
900,129275,0,0,0,0
1000,128800,0,0,0,0
1100,116290,0,0,0,0
1200,102360,0,0,0,0
1300,101640,0,0,0,0
1400,101660,0,0,0,0
1500,102035,0,0,0,0
1600,96910,0,0,0,0
1700,81140,0,0,0,0
1800,80785,0,0,0,0
1900,81020,0,0,0,0
2000,80585,0,0,0,0
2100,80940,0,0,0,0
2200,65230,0,0,0,0
2300,64915,0,0,0,0
2400,64430,0,0,0,0
2500,64840,0,0,0,0
2600,65005,0,0,0,0
2700,57020,0,0,0,0
2800,54105,0,0,0,0
2900,53450,0,0,0,0
3000,53530,0,0,0,0
3100,53355,0,0,0,0
3200,48140,0,0,0,0
3300,43750,0,0,0,0
3400,44435,0,0,0,0
3500,43535,0,0,0,0
3600,43870,0,0,0,0
3700,41415,0,0,0,0
3800,35930,0,0,0,0
3900,37365,0,0,0,0
4000,38015,0,0,0,0
4100,37410,0,0,0,0
4200,37125,0,0,0,0
4300,31055,0,0,0,0
4400,31805,0,0,0,0
4500,31865,0,0,0,0
4600,32010,0,0,0,0
4700,32180,0,0,0,0
4800,27740,0,0,0,0
4900,27260,0,0,0,0
5000,28945,0,0,0,0
5100,30135,0,0,0,0
5200,31060,0,0,0,0
5300,28630,0,0,0,0
5400,28505,0,0,0,0
5500,29285,0,0,0,0
5600,30600,0,0,0,0
5700,37165,0,0,0,0
5800,45840,0,0,0,0
5900,48630,0,0,0,0
6000,51905,0,0,0,0
6100,55635,0,0,0,0
6200,58465,0,0,0,0
6300,58530,0,0,0,0
6400,53555,0,0,0,0
6500,54765,0,0,0,0
6600,57325,0,0,0,0
6700,58830,0,0,0,0
6800,58475,0,0,0,0
6900,51245,0,0,0,0
7000,58200,0,0,0,0
7100,68595,0,0,0,0
7200,76910,0,0,0,0
7300,85990,0,0,0,0
7400,78955,0,0,0,0
7500,84440,0,0,0,0
7600,91035,0,0,0,0
7700,94110,0,0,0,0
7800,93360,0,0,0,0
7900,91925,0,0,0,0
8000,96680,0,0,0,0
