parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000000011,1,0,275,54
000100101,1,0,294,58
000101000,1,0,48,3
000011000,4,0,55,1
000001010,2,0,45,1
000011100,1,0,73,3
000100000,12,2,9,0
000110000,1,0,55,2
000100001,1,0,273,56
000010000,12,0,26,0
000110001,1,0,303,56
000000010,10,0,13,0
000010010,4,0,48,0
000001000,11,0,20,1
000010110,1,0,68,3
000011001,1,0,303,54
000001001,4,0,276,54
000001101,0,1,301,55
000000000,9659,190,0,0
000001011,1,0,294,54
000000001,241,53,15,1
000001100,1,0,52,3
000010100,6,0,49,3
000100100,2,0,40,5
001000001,1,0,256,54
000101100,1,0,67,5
000010001,3,0,285,54
001000000,1,0,1,0
000000100,12,2,14,1
000111110,1,0,97,5
000011011,1,0,313,54
000011010,2,0,68,1
