update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9998,38371,0,1,0,7,1,3,2,2,1,1,0,0,0,0,0,0
200,9994,33248,0,4,4,9,1,5,0,3,1,1,0,0,0,0,0,0
300,9994,33202,0,4,1,3,2,1,1,7,2,3,0,0,0,0,0,0
400,9995,33195,0,4,2,8,0,1,2,5,1,0,0,0,0,0,0,0
500,9998,33219,0,7,1,10,0,0,1,5,0,4,0,0,0,0,0,0
600,9997,28010,0,5,0,6,2,3,0,7,1,5,0,0,0,0,0,0
700,9996,25955,0,4,2,7,0,2,2,4,0,4,0,0,0,0,0,0
800,9992,25837,0,1,0,4,1,1,7,5,0,2,0,0,0,0,0,0
900,9995,25912,0,0,4,6,1,3,0,4,0,3,0,0,0,0,0,0
1000,9989,25786,0,4,4,5,2,7,5,5,0,3,0,0,0,0,0,0
1100,9993,23177,1,2,0,7,2,3,4,4,0,3,0,0,0,0,0,0
1200,9986,20160,5,3,8,4,0,2,1,4,0,4,0,0,0,0,0,0
1300,9987,20184,4,6,2,2,2,3,3,5,2,3,0,0,0,0,0,0
1400,9990,20207,4,3,1,2,0,4,3,5,2,2,0,0,0,0,0,0
1500,9991,20171,5,6,1,5,2,4,0,2,1,3,0,0,0,0,0,0
1600,9987,19130,8,7,3,5,0,3,2,3,0,2,0,0,0,0,0,0
1700,9987,16186,6,8,3,6,2,0,2,4,0,2,0,0,0,0,0,0
1800,9987,16051,4,6,2,2,2,3,3,6,2,0,0,0,0,0,0,0
1900,9985,16026,7,5,2,3,3,1,2,2,1,2,0,0,0,0,0,0
2000,9987,16093,5,3,1,5,0,1,5,0,2,0,0,0,0,0,0,0
2100,9988,16063,4,5,3,3,0,2,3,3,2,1,0,0,0,0,0,0
2200,9986,12965,6,1,3,1,1,5,2,6,2,0,0,0,0,0,0,0
2300,9984,13042,8,2,3,2,1,3,4,6,0,0,0,1,0,0,0,0
2400,9981,12997,9,3,4,2,2,0,3,4,1,1,0,0,0,0,0,0
2500,9980,13008,10,6,2,6,4,0,3,2,1,0,0,0,0,0,0,0
2600,9980,13156,8,4,2,4,3,0,4,3,3,0,0,0,0,0,0,0
2700,9981,11351,8,6,6,4,1,4,3,2,1,1,0,0,0,0,0,0
2800,9986,10771,8,0,1,2,1,1,2,2,2,3,0,0,0,0,0,0
2900,9987,10699,9,1,1,1,2,5,1,1,0,0,0,0,0,0,0,0
3000,9986,10677,8,8,2,3,1,2,3,3,0,2,0,0,0,0,0,0
3100,9983,10682,9,12,4,0,2,3,2,3,0,0,0,0,0,0,0,0
3200,9980,9676,12,3,2,1,5,0,1,1,0,0,0,0,0,0,0,0
3300,9967,8935,16,8,5,0,8,3,4,1,0,0,0,0,0,0,0,0
3400,9980,8928,12,5,2,1,4,3,0,8,2,0,0,0,0,0,0,0
3500,9980,8824,12,7,0,1,6,0,2,2,0,2,0,0,0,0,0,0
3600,9971,8736,12,4,2,1,10,1,2,1,1,0,2,0,0,0,0,0
3700,9976,8313,14,1,1,0,4,1,3,0,2,1,0,0,0,0,0,0
3800,9965,7323,20,1,2,2,6,2,4,3,3,0,0,0,0,0,0,0
3900,9965,7450,21,6,2,2,7,2,3,2,1,2,1,0,0,0,0,0
4000,9963,7463,26,10,1,0,9,1,1,3,0,0,0,0,0,0,0,0
4100,9951,7570,29,20,6,1,8,3,4,2,2,1,0,0,0,0,0,0
4200,9946,7538,32,19,2,2,6,2,13,1,1,0,0,0,0,0,0,0
4300,9940,6336,40,20,1,1,12,1,4,2,3,0,0,0,0,0,0,0
4400,9938,6382,44,13,2,2,8,0,5,0,3,0,0,0,0,0,0,0
