parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000011001,1,0,295,0
000100101,1,0,265,0
000011000,6,0,76,0
000010010,1,0,63,0
000000000,9673,0,0,0
000000101,3,0,248,0
000001001,9,0,254,0
000000011,2,0,242,0
000000010,11,0,10,0
000000100,8,0,23,0
000100001,1,0,246,0
000001010,1,0,62,0
000110000,5,0,60,0
000100000,10,0,15,0
000011100,3,0,93,0
000101101,1,0,298,0
000001100,1,0,73,0
000110100,4,0,73,0
000000001,207,0,18,0
000010100,7,0,59,0
000100100,2,0,45,0
000011010,6,0,89,0
000111100,1,0,106,0
000001000,20,0,29,0
000010000,16,0,34,0
