update,sym_points_earned,sym_donate_calls,sym_points_donated,sym_steal_calls,sym_points_stolen
0,0,0,0,0,0
100,191640,0,0,0,0
200,166370,0,0,0,0
300,166095,0,0,0,0
400,165785,0,0,0,0
500,165600,0,0,0,0
600,140175,0,0,0,0
700,129775,0,0,0,0
800,129390,0,0,0,0
900,129920,0,0,0,0
1000,129260,0,0,0,0
1100,116150,0,0,0,0
1200,101965,0,0,0,0
1300,101575,0,0,0,0
1400,101975,0,0,0,0
1500,102225,0,0,0,0
1600,96765,0,0,0,0
1700,80310,0,0,0,0
1800,79765,0,0,0,0
1900,80325,0,0,0,0
2000,79965,0,0,0,0
2100,80920,0,0,0,0
2200,65085,0,0,0,0
2300,64685,0,0,0,0
2400,64785,0,0,0,0
2500,64975,0,0,0,0
2600,64570,0,0,0,0
2700,54385,0,0,0,0
2800,51690,0,0,0,0
2900,52070,0,0,0,0
3000,52940,0,0,0,0
3100,52460,0,0,0,0
3200,46660,0,0,0,0
3300,43470,0,0,0,0
3400,43785,0,0,0,0
3500,43490,0,0,0,0
3600,42830,0,0,0,0
3700,41325,0,0,0,0
3800,36430,0,0,0,0
3900,36815,0,0,0,0
4000,37290,0,0,0,0
4100,37530,0,0,0,0
4200,38240,0,0,0,0
4300,31690,0,0,0,0
4400,32420,0,0,0,0
4500,32915,0,0,0,0
4600,32985,0,0,0,0
4700,32525,0,0,0,0
4800,28760,0,0,0,0
4900,30160,0,0,0,0
5000,33490,0,0,0,0
5100,39475,0,0,0,0
5200,45100,0,0,0,0
5300,48250,0,0,0,0
5400,51175,0,0,0,0
5500,56280,0,0,0,0
5600,58020,0,0,0,0
5700,63530,0,0,0,0
5800,66960,0,0,0,0
5900,66655,0,0,0,0
6000,74270,0,0,0,0
6100,82185,0,0,0,0
6200,92080,0,0,0,0
6300,91210,0,0,0,0
6400,91755,0,0,0,0
6500,102115,0,0,0,0
6600,97415,0,0,0,0
6700,108925,0,0,0,0
6800,103465,0,0,0,0
6900,94065,0,0,0,0
7000,102445,0,0,0,0
7100,101735,0,0,0,0
7200,106140,0,0,0,0
7300,112315,0,0,0,0
7400,105205,0,0,0,0
7500,108045,0,0,0,0
7600,107685,0,0,0,0
7700,109985,0,0,0,0
7800,106675,0,0,0,0
7900,97780,0,0,0,0
8000,98250,0,0,0,0
8100,101700,0,0,0,0
8200,102545,0,0,0,0
8300,99720,0,0,0,0
8400,98745,0,0,0,0
8500,91470,0,0,0,0
8600,95700,0,0,0,0
8700,96715,0,0,0,0
8800,94170,0,0,0,0
8900,95335,0,0,0,0
9000,94055,0,0,0,0
9100,105605,0,0,0,0
9200,112670,0,0,0,0
9300,114605,0,0,0,0
9400,104080,0,0,0,0
9500,99555,0,0,0,0
9600,104030,0,0,0,0
9700,106970,0,0,0,0
9800,108240,0,0,0,0
9900,108050,0,0,0,0
10000,103730,0,0,0,0
10100,106165,0,0,0,0
10200,114110,0,0,0,0
10300,123300,0,0,0,0
10400,129325,0,0,0,0
10500,129940,0,0,0,0
10600,118250,0,0,0,0
