parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000011001,1,0,266,32
000000101,0,1,230,30
000101000,2,0,38,0
000001001,2,0,231,30
000010010,1,0,68,6
000000000,9707,162,0,0
000100001,1,0,224,30
000001010,3,0,41,4
000110000,2,0,59,2
000011100,4,0,66,3
000100000,6,0,11,0
000011010,3,0,78,6
000111101,1,0,277,32
000011000,2,0,63,2
000100100,2,0,30,2
000010100,7,1,49,2
000000011,1,1,231,32
000000010,15,3,8,1
000000100,3,0,18,2
000001100,1,0,40,2
000000001,200,28,10,2
000110100,2,0,63,3
000010001,4,0,250,32
000010000,22,1,28,1
000001000,7,0,20,0
000111100,1,0,76,3
