parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000010001,3,0,230,43
000010101,1,0,242,43
000101100,3,0,53,1
000100100,1,0,30,0
000010100,7,0,45,0
000001000,12,1,22,0
000111100,2,0,70,1
000000000,9734,149,0,0
000101000,1,0,38,1
000000101,4,0,218,43
000001001,5,0,224,44
000001100,1,0,53,1
000110100,2,0,52,0
000000001,183,42,17,1
000011000,7,0,54,1
000000100,5,0,22,0
000000011,3,1,208,43
000000010,8,1,7,1
000010000,11,0,27,0
000110010,1,0,55,2
000010010,1,0,49,2
000100000,1,0,11,0
000011100,1,0,70,1
000001010,1,0,47,3
000010011,1,0,241,44
000111000,1,0,62,1
