parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
001001000,1,0,38,0
000000111,1,0,338,0
000010000,18,0,22,0
000010001,4,0,327,0
000010101,2,0,348,0
000000101,5,0,321,0
000001101,1,0,351,0
000010011,1,0,345,0
000110000,4,0,48,0
000011100,4,0,89,0
000100000,5,0,14,0
000001010,3,0,49,0
000000001,280,0,18,0
000110100,1,0,74,0
000000000,9607,0,0,0
000000010,9,0,11,0
000000011,2,0,312,0
000100100,2,0,48,0
000010100,2,0,65,0
000001000,19,0,16,0
000101100,1,0,73,0
000111100,2,0,96,0
000000100,13,0,25,0
001000000,4,0,1,0
000000110,3,0,51,0
000010010,1,0,57,0
000100101,1,0,336,0
000101000,2,0,46,0
000011000,1,0,67,0
000101001,1,0,342,0
