parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
001000000,1,0,0,0
000010100,6,0,56,0
000111010,1,0,68,0
000011010,4,0,62,0
000010001,1,0,263,0
000110100,1,0,64,0
000001100,3,0,53,0
000000001,215,0,11,0
000001010,1,0,43,0
000100000,3,0,6,0
000011100,3,0,69,0
000110000,1,0,43,0
000011000,4,0,50,0
000000000,9697,0,0,0
000001011,2,0,261,0
000000100,15,0,21,0
000000011,1,0,244,0
000000010,11,0,13,0
000001001,2,0,248,0
000000101,3,0,255,0
000011011,1,0,283,0
000010000,13,0,28,0
000010110,1,0,76,0
000010111,1,0,293,0
000001000,5,0,24,0
000111100,3,0,72,0
000010010,1,0,55,0
