parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000101100,1,0,55,4
000011101,1,0,280,40
001000001,1,0,226,35
000011000,2,0,49,5
000010001,1,0,253,36
000010101,1,0,266,37
000011001,1,0,269,40
000001011,1,0,254,39
000000000,9707,173,0,0
000000101,3,0,246,36
000101000,2,0,34,4
000001001,3,0,243,39
000001100,1,1,47,3
000110100,2,0,54,2
000000001,211,35,16,0
000010000,13,1,18,0
000111100,1,0,71,5
000001000,10,3,15,1
000000100,10,0,17,1
000100100,1,0,36,1
000010100,6,0,41,2
000000010,7,0,7,0
000000011,2,0,236,35
000010010,2,0,41,1
000100001,2,0,238,35
000100000,5,0,10,0
000110000,1,0,41,1
000001010,2,0,34,4
