parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000100110,1,0,64,0
000100101,1,0,258,0
000000101,1,0,249,0
000001001,2,0,237,0
000011010,1,0,86,0
000111000,2,0,78,0
000000000,9690,0,0,0
000010110,1,0,84,0
000100001,1,0,229,0
000001010,1,0,44,0
000110000,2,0,58,0
000011100,4,0,82,0
000100000,5,0,13,0
000001000,12,0,15,0
000010001,1,0,264,0
000000110,1,0,54,0
000010010,2,0,66,0
000000011,3,0,228,0
000000010,10,0,10,0
000000100,10,0,28,0
000010000,25,0,27,0
000010100,8,0,63,0
000000001,205,0,9,0
000110100,6,0,71,0
000001100,5,0,51,0
