parent_task_completions,host_count,symbiont_count,can_inf_hosts,can_inf_symbionts
000111000,1,0,98,3
000011010,1,0,108,9
100000101,1,0,354,44
000101100,1,0,103,2
000010010,4,0,79,7
000001011,1,0,361,52
000000000,9554,252,0,0
000110100,1,0,109,1
000001100,1,0,88,2
000000001,286,44,19,0
000011100,1,0,124,3
000100001,2,0,321,44
000001010,3,0,61,8
000100000,10,0,10,0
000110000,3,0,68,1
000011000,4,0,82,3
000010000,24,1,32,0
000000100,33,0,22,0
000000010,19,6,13,0
000000011,4,0,328,50
000100100,1,0,71,0
000010100,12,0,85,1
000101000,1,0,53,2
000001001,2,0,337,46
000000101,4,0,351,44
000001000,21,2,16,0
000010001,5,0,351,45
