update,attempts_horiztrans,successes_horiztrans,attempts_verttrans,successes_verttrans
0,0,0,0,0
100,9264,8745,0,0
200,15190,14352,0,0
300,15083,14237,0,0
400,15099,14277,0,0
500,15079,14251,0,0
600,12117,11113,0,0
700,11580,10999,0,0
800,11543,10888,0,0
900,11547,10881,0,0
1000,11552,10947,0,0
1100,10366,9738,0,0
1200,8905,8429,0,0
1300,8870,8372,0,0
1400,8865,8398,0,0
1500,8869,8395,0,0
1600,8066,7439,0,0
1700,7180,6768,0,0
1800,7055,6651,0,0
1900,7016,6600,0,0
2000,7018,6629,0,0
2100,6921,6510,0,0
2200,5651,5330,0,0
2300,5534,5199,0,0
2400,5505,5248,0,0
2500,5507,5185,0,0
2600,5516,5200,0,0
2700,4528,4153,0,0
2800,4460,4231,0,0
2900,4456,4172,0,0
3000,4421,4171,0,0
3100,4432,4180,0,0
3200,3963,3714,0,0
3300,3638,3442,0,0
3400,3651,3460,0,0
3500,3683,3473,0,0
3600,3650,3450,0,0
3700,3323,3096,0,0
3800,2970,2800,0,0
3900,3014,2849,0,0
4000,3002,2846,0,0
4100,3019,2837,0,0
4200,2991,2822,0,0
4300,2580,2412,0,0
4400,2557,2403,0,0
4500,2628,2493,0,0
4600,2651,2502,0,0
4700,2710,2544,0,0
4800,2335,2193,0,0
4900,2463,2309,0,0
5000,2467,2340,0,0
5100,2459,2334,0,0
5200,2437,2295,0,0
5300,2217,2063,0,0
5400,2200,2074,0,0
5500,2362,2212,0,0
5600,2653,2486,0,0
5700,2976,2786,0,0
5800,3744,3502,0,0
5900,4525,4299,0,0
6000,5078,4801,0,0
6100,5360,5080,0,0
6200,6157,5813,0,0
6300,5849,5518,0,0
6400,5320,4966,0,0
6500,6579,6218,0,0
6600,7421,6981,0,0
6700,7971,7507,0,0
6800,7844,7424,0,0
6900,7317,6775,0,0
7000,7903,7456,0,0
7100,8472,7994,0,0
7200,8506,8021,0,0
7300,8604,8105,0,0
7400,8132,7634,0,0
7500,8673,8187,0,0
7600,8976,8469,0,0
7700,8832,8292,0,0
7800,9426,8906,0,0
7900,9084,8504,0,0
8000,8820,8317,0,0
8100,8681,8172,0,0
8200,8613,8134,0,0
8300,9872,9336,0,0
8400,9221,8677,0,0
8500,9012,8482,0,0
8600,9442,8944,0,0
8700,8760,8277,0,0
8800,9671,9128,0,0
8900,8967,8488,0,0
9000,8350,7868,0,0
9100,9062,8587,0,0
9200,9071,8564,0,0
9300,8639,8155,0,0
9400,8796,8291,0,0
9500,8782,8174,0,0
9600,9611,9094,0,0
9700,9399,8721,0,0
9800,9242,8655,0,0
9900,9383,8790,0,0
10000,9105,8485,0,0
10100,9023,8417,0,0
10200,9363,8701,0,0
10300,9540,8955,0,0
10400,9276,8705,0,0
10500,9351,8809,0,0
10600,9066,8497,0,0
10700,9195,8561,0,0
10800,9178,8556,0,0
10900,9422,8810,0,0
11000,9742,9057,0,0
11100,8805,8116,0,0
11200,8491,7820,0,0
11300,8809,8136,0,0
11400,9460,8798,0,0
11500,9587,8926,0,0
11600,9372,8693,0,0
11700,8737,8015,0,0
11800,8940,8214,0,0
11900,9706,8988,0,0
12000,9741,9027,0,0
12100,10021,9269,0,0
12200,8944,8149,0,0
12300,9129,8411,0,0
12400,10161,9311,0,0
12500,10062,9278,0,0
12600,10315,9450,0,0
12700,10217,9228,0,0
12800,10225,9238,0,0
12900,9230,8302,0,0
13000,9387,8475,0,0
13100,9758,8825,0,0
13200,9196,8183,0,0
13300,9244,8217,0,0
13400,8652,7711,0,0
13500,8708,7862,0,0
13600,8873,7874,0,0
13700,9059,8017,0,0
13800,8857,7739,0,0
13900,8194,7085,0,0
14000,8192,7075,0,0
14100,7913,6744,0,0
14200,7882,6674,0,0
14300,8355,6992,0,0
14400,8446,6931,0,0
14500,7787,6436,0,0
14600,7881,6480,0,0
14700,7987,6671,0,0
14800,8324,6931,0,0
14900,7916,6585,0,0
15000,7287,5962,0,0
15100,7295,5870,0,0
15200,7095,5647,0,0
15300,6862,5477,0,0
15400,6709,5331,0,0
15500,6611,5222,0,0
15600,6441,5074,0,0
15700,6294,4997,0,0
15800,6417,5091,0,0
15900,7037,5509,0,0
16000,6389,4946,0,0
16100,6807,5191,0,0
16200,7039,5228,0,0
16300,6522,4842,0,0
16400,6189,4671,0,0
