update,host_task_NOT,sym_task_NOT,host_task_NAND,sym_task_NAND,host_task_AND,sym_task_AND,host_task_ORN,sym_task_ORN,host_task_OR,sym_task_OR,host_task_ANDN,sym_task_ANDN,host_task_NOR,sym_task_NOR,host_task_XOR,sym_task_XOR,host_task_EQU,sym_task_EQU
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9999,38357,0,2,0,3,1,2,1,5,1,1,0,0,0,0,0,0
200,9993,33225,0,3,3,7,0,5,1,4,3,3,0,0,0,0,0,0
300,9994,33221,0,2,1,6,2,4,1,3,2,6,0,0,0,0,0,0
400,9989,33221,0,4,3,6,1,2,4,4,3,3,0,0,0,0,0,0
500,9995,33299,0,4,2,8,1,9,1,9,1,1,0,0,0,0,0,0
600,9988,28176,0,7,4,4,4,3,4,2,0,3,0,0,0,0,0,0
700,9995,26031,1,3,1,3,2,8,0,2,1,2,0,0,0,0,0,0
800,9990,25950,1,5,3,3,3,1,2,7,1,3,0,0,0,0,0,0
900,9994,25962,1,1,2,4,0,2,1,6,2,2,0,0,0,0,0,0
1000,9991,25994,0,10,3,13,2,5,2,8,2,3,0,0,0,0,0,0
1100,9992,23283,0,10,2,2,3,2,1,5,2,2,0,0,0,0,0,0
1200,9992,20408,1,11,1,2,2,2,3,2,1,2,0,0,0,0,0,0
1300,9993,20256,0,3,1,3,0,2,6,4,0,3,0,0,0,0,0,0
1400,9992,20369,0,7,3,1,2,0,2,2,1,2,0,0,0,0,0,0
1500,9990,20402,2,3,3,8,0,0,3,3,2,1,0,0,0,0,0,0
1600,9995,19378,0,2,1,3,0,6,3,1,1,1,0,0,0,0,0,0
1700,9991,16067,0,3,2,2,0,2,6,3,1,1,0,0,0,0,0,0
1800,9994,16080,0,3,1,1,0,2,4,2,1,2,0,0,0,0,0,0
1900,9989,16221,0,4,4,2,0,7,7,1,0,1,0,0,0,0,0,0
2000,9983,16041,1,3,3,2,4,0,7,2,2,1,0,0,0,0,0,0
2100,9991,15949,1,4,0,5,5,2,1,5,2,1,0,0,0,0,0,0
2200,9993,12937,1,0,2,2,4,6,0,6,0,0,0,2,0,0,0,0
2300,9992,12936,1,1,1,2,2,3,4,1,0,1,0,0,0,0,0,0
2400,9994,12937,0,7,0,1,2,2,3,1,1,2,0,0,0,0,0,0
2500,9990,12877,2,4,1,2,0,1,3,4,4,1,0,0,0,0,0,0
2600,9993,13013,1,1,0,1,1,0,2,0,2,2,1,0,0,0,0,0
2700,9983,11022,5,3,3,6,4,0,4,2,1,1,0,0,0,0,0,0
2800,9977,10432,7,6,0,2,6,1,8,3,2,0,0,0,0,0,0,0
2900,9970,10621,10,4,3,0,9,2,7,4,1,1,0,0,0,0,0,0
3000,9977,10679,6,7,1,0,10,0,4,2,2,1,0,0,0,0,0,0
3100,9974,10527,11,6,1,1,9,2,5,1,0,0,0,0,0,0,0,0
3200,9970,9689,15,3,1,2,9,5,5,4,0,1,0,0,0,0,0,0
3300,9968,8792,20,6,0,1,6,7,4,4,1,1,1,0,0,0,0,0
3400,9970,8692,17,6,1,1,8,2,2,1,2,1,0,0,0,0,0,0
3500,9970,8651,19,5,1,1,7,2,2,1,1,0,0,0,0,0,0,0
3600,9958,8596,20,1,2,3,9,1,9,3,2,0,0,0,0,0,0,0
3700,9957,8245,22,2,4,4,11,3,3,1,3,0,0,0,0,0,0,0
3800,9960,7274,24,3,4,0,9,3,2,1,1,1,0,0,0,0,0,0
3900,9967,7441,21,7,0,3,11,1,0,0,1,2,0,0,0,0,0,0
4000,9959,7482,25,1,2,2,7,2,5,4,2,0,0,0,0,0,0,0
4100,9968,7486,21,8,2,5,5,1,4,0,0,1,0,0,0,0,0,0
4200,9963,7400,22,8,1,1,8,1,4,0,2,0,0,0,0,0,0,0
4300,9972,6324,19,7,0,0,6,1,3,4,0,0,0,0,0,0,0,0
4400,9962,6561,19,3,1,1,10,1,5,1,3,1,0,0,0,0,0,0
4500,9961,6649,21,11,5,2,9,1,4,0,0,0,0,1,0,0,0,0
